entity_id	valid	rejected	polled	electors	PA	UNP	Ind 2	SMBP	Ind 1	SLPF
LK-9215080	801.0	14.0	816.0	1092.0	464.0	325.0	6.0	3.0	2.0	2.0
LK-3133085	801.0	10.0	812.0	1136.0	512.0	278.0	3.0	3.0	2.0	2.0
LK-1109110	800.0	15.0	816.0	1178.0	540.0	244.0	3.0	6.0	5.0	2.0
LK-5242020	800.0	11.0	811.0	1112.0	646.0	134.0	16.0	1.0	1.0	2.0
LK-8221130	800.0	20.0	820.0	1112.0	502.0	278.0	8.0	5.0	2.0	4.0
LK-5103025	800.0	12.0	812.0	1232.0	699.0	66.0	29.0	2.0	1.0	3.0
LK-6175035	800.0	8.0	807.0	1021.0	458.0	333.0	4.0	2.0	2.0	2.0
LK-8118065	800.0	44.0	844.0	1072.0	452.0	323.0	13.0	4.0	4.0	4.0
LK-1112175	799.0	13.0	812.0	1241.0	525.0	261.0	3.0	5.0	3.0	2.0
LK-5103055	799.0	12.0	812.0	1230.0	699.0	66.0	29.0	2.0	1.0	3.0
LK-6239020	799.0	10.0	809.0	1144.0	495.0	297.0	3.0	1.0	2.0	1.0
LK-9230070	799.0	19.0	818.0	1117.0	398.0	385.0	8.0	3.0	3.0	2.0
LK-5215095	798.0	17.0	815.0	1109.0	440.0	345.0	6.0	2.0	2.0	2.0
LK-5233035	798.0	11.0	809.0	1109.0	644.0	134.0	16.0	1.0	1.0	2.0
LK-1324375	798.0	9.0	807.0	1106.0	480.0	310.0	3.0	2.0	2.0	2.0
LK-1230400	798.0	12.0	809.0	1072.0	522.0	266.0	4.0	3.0	2.0	2.0
LK-2218095	798.0	24.0	822.0	1110.0	478.0	303.0	7.0	5.0	2.0	3.0
LK-9230115	798.0	19.0	817.0	1116.0	398.0	385.0	8.0	3.0	3.0	2.0
LK-7215235	797.0	22.0	819.0	1105.0	465.0	319.0	7.0	2.0	1.0	2.0
LK-1327185	797.0	15.0	812.0	1156.0	486.0	298.0	4.0	3.0	2.0	3.0
LK-9127055	797.0	12.0	809.0	966.0	462.0	320.0	8.0	3.0	2.0	2.0
LK-3245105	797.0	11.0	808.0	1150.0	530.0	255.0	3.0	3.0	3.0	3.0
LK-6203100	797.0	18.0	815.0	1293.0	509.0	273.0	9.0	1.0	2.0	2.0
LK-6160105	797.0	15.0	812.0	1063.0	492.0	292.0	6.0	3.0	2.0	2.0
LK-8127280	797.0	27.0	824.0	1013.0	437.0	345.0	7.0	3.0	3.0	3.0
LK-1109230	796.0	15.0	811.0	1171.0	537.0	243.0	2.0	6.0	5.0	2.0
LK-5233095	796.0	11.0	807.0	1107.0	643.0	133.0	16.0	1.0	1.0	2.0
LK-6118095	796.0	14.0	809.0	1045.0	493.0	291.0	5.0	2.0	2.0	3.0
LK-3154020	796.0	11.0	808.0	1137.0	509.0	276.0	4.0	3.0	2.0	3.0
LK-2306295	796.0	22.0	818.0	993.0	421.0	361.0	6.0	3.0	3.0	2.0
LK-2312350	795.0	38.0	833.0	1091.0	483.0	277.0	25.0	4.0	3.0	3.0
LK-8233010	795.0	20.0	815.0	1105.0	499.0	276.0	8.0	5.0	2.0	4.0
LK-9118155	795.0	18.0	813.0	1013.0	450.0	332.0	5.0	4.0	2.0	3.0
LK-9127010	795.0	12.0	807.0	963.0	461.0	319.0	8.0	3.0	2.0	2.0
LK-9218140	795.0	12.0	807.0	1059.0	437.0	347.0	5.0	2.0	2.0	2.0
LK-2127395	795.0	20.0	815.0	1050.0	445.0	336.0	5.0	4.0	2.0	2.0
LK-3134090	795.0	10.0	805.0	1127.0	508.0	276.0	3.0	3.0	2.0	2.0
LK-2145295	795.0	19.0	814.0	1054.0	404.0	378.0	7.0	2.0	2.0	2.0
LK-9209145	795.0	15.0	810.0	1067.0	433.0	349.0	6.0	3.0	2.0	3.0
LK-2133295	794.0	17.0	811.0	1051.0	463.0	318.0	6.0	3.0	2.0	2.0
LK-1303255	794.0	11.0	806.0	1114.0	534.0	249.0	2.0	4.0	2.0	2.0
LK-9139040	794.0	12.0	806.0	962.0	460.0	319.0	8.0	3.0	2.0	2.0
LK-3112225	794.0	12.0	806.0	1104.0	496.0	288.0	3.0	2.0	2.0	2.0
LK-3154135	794.0	11.0	805.0	1133.0	507.0	275.0	4.0	3.0	2.0	3.0
LK-2145085	794.0	19.0	813.0	1053.0	403.0	378.0	7.0	2.0	2.0	2.0
LK-2109055	793.0	17.0	811.0	1051.0	463.0	317.0	6.0	3.0	2.0	2.0
LK-1206205	793.0	10.0	803.0	1069.0	498.0	286.0	3.0	2.0	2.0	1.0
LK-1303180	793.0	11.0	804.0	1112.0	533.0	249.0	2.0	4.0	2.0	2.0
LK-6184270	793.0	11.0	805.0	1058.0	467.0	316.0	4.0	3.0	2.0	2.0
LK-1315030	793.0	13.0	806.0	1045.0	448.0	333.0	5.0	3.0	2.0	2.0
LK-6160040	793.0	14.0	807.0	1057.0	489.0	290.0	6.0	3.0	2.0	2.0
LK-9124050	793.0	16.0	809.0	999.0	425.0	353.0	7.0	3.0	2.0	2.0
LK-6136135	793.0	12.0	805.0	1036.0	495.0	287.0	4.0	2.0	2.0	2.0
LK-2109130	792.0	17.0	810.0	1050.0	463.0	317.0	6.0	3.0	2.0	2.0
LK-5112195	792.0	12.0	804.0	1365.0	659.0	108.0	19.0	2.0	3.0	2.0
LK-8103130	792.0	23.0	815.0	1045.0	327.0	446.0	8.0	4.0	4.0	4.0
LK-5315105	792.0	13.0	805.0	1584.0	678.0	92.0	16.0	3.0	1.0	2.0
LK-1224355	791.0	10.0	801.0	1098.0	560.0	220.0	2.0	4.0	3.0	2.0
LK-1221160	791.0	13.0	804.0	1112.0	505.0	277.0	2.0	3.0	3.0	2.0
LK-1209385	791.0	11.0	802.0	1022.0	467.0	315.0	3.0	2.0	2.0	2.0
LK-3115125	791.0	14.0	805.0	1013.0	463.0	316.0	4.0	2.0	2.0	3.0
LK-1330240	791.0	15.0	806.0	1148.0	483.0	296.0	4.0	3.0	2.0	3.0
LK-6184175	791.0	11.0	802.0	1054.0	466.0	315.0	4.0	3.0	2.0	2.0
LK-6136145	791.0	12.0	803.0	1034.0	494.0	287.0	4.0	2.0	2.0	2.0
LK-2121170	791.0	20.0	811.0	953.0	512.0	266.0	6.0	2.0	2.0	3.0
LK-1224405	790.0	10.0	801.0	1097.0	559.0	220.0	2.0	4.0	3.0	2.0
LK-3309090	790.0	17.0	807.0	1255.0	500.0	272.0	5.0	6.0	2.0	6.0
LK-7112005	790.0	19.0	808.0	1103.0	458.0	319.0	6.0	2.0	2.0	2.0
LK-9206210	790.0	14.0	804.0	1093.0	441.0	336.0	6.0	4.0	2.0	2.0
LK-3109120	790.0	13.0	803.0	1197.0	507.0	269.0	6.0	3.0	2.0	4.0
LK-1233445	789.0	12.0	802.0	1116.0	529.0	249.0	3.0	4.0	3.0	2.0
LK-3127060	789.0	14.0	803.0	1058.0	483.0	296.0	4.0	2.0	2.0	3.0
LK-6178165	789.0	10.0	798.0	1017.0	497.0	283.0	3.0	2.0	2.0	1.0
LK-3112030	789.0	12.0	800.0	1097.0	492.0	287.0	3.0	2.0	2.0	2.0
LK-6160300	789.0	14.0	803.0	1051.0	486.0	288.0	6.0	3.0	2.0	2.0
LK-9212045	789.0	15.0	804.0	1117.0	490.0	288.0	4.0	3.0	2.0	2.0
LK-8124240	789.0	41.0	830.0	1084.0	446.0	321.0	11.0	5.0	3.0	3.0
LK-2109175	788.0	17.0	805.0	1044.0	460.0	315.0	6.0	3.0	2.0	2.0
LK-2133305	788.0	17.0	805.0	1044.0	460.0	315.0	6.0	3.0	2.0	2.0
LK-3239200	788.0	10.0	798.0	1175.0	524.0	253.0	3.0	3.0	2.0	3.0
LK-3206140	788.0	20.0	808.0	1103.0	476.0	292.0	7.0	5.0	3.0	5.0
LK-5109015	788.0	12.0	800.0	1214.0	689.0	65.0	29.0	2.0	1.0	3.0
LK-8139070	788.0	50.0	838.0	1115.0	459.0	305.0	13.0	5.0	3.0	3.0
LK-5209080	787.0	17.0	804.0	1093.0	434.0	340.0	6.0	2.0	2.0	2.0
LK-1121160	787.0	15.0	802.0	1163.0	549.0	224.0	2.0	7.0	3.0	2.0
LK-1203135	787.0	11.0	798.0	1167.0	458.0	320.0	3.0	2.0	2.0	1.0
LK-6178195	787.0	10.0	797.0	1015.0	496.0	282.0	3.0	2.0	2.0	1.0
LK-9218270	787.0	12.0	799.0	1048.0	432.0	343.0	5.0	2.0	2.0	2.0
LK-3112150	787.0	12.0	799.0	1095.0	491.0	286.0	3.0	2.0	2.0	2.0
LK-7139055	787.0	19.0	806.0	1099.0	457.0	318.0	6.0	2.0	2.0	2.0
LK-2139495	787.0	18.0	804.0	1052.0	449.0	324.0	5.0	4.0	3.0	2.0
LK-1206240	786.0	10.0	796.0	1059.0	494.0	284.0	3.0	2.0	2.0	1.0
LK-1324400	786.0	9.0	795.0	1090.0	473.0	305.0	3.0	1.0	2.0	2.0
LK-3115095	786.0	14.0	800.0	1007.0	460.0	314.0	4.0	2.0	2.0	3.0
LK-1315040	786.0	13.0	798.0	1036.0	444.0	330.0	5.0	3.0	2.0	2.0
LK-7139075	786.0	19.0	805.0	1099.0	456.0	318.0	6.0	2.0	2.0	2.0
LK-2127285	786.0	20.0	806.0	1038.0	440.0	333.0	5.0	4.0	2.0	2.0
LK-6163210	786.0	16.0	801.0	1092.0	450.0	320.0	7.0	3.0	2.0	4.0
LK-1112045	785.0	13.0	798.0	1219.0	516.0	256.0	3.0	5.0	3.0	2.0
LK-1106170	785.0	14.0	799.0	1133.0	506.0	268.0	3.0	4.0	3.0	2.0
LK-6248210	785.0	14.0	799.0	1117.0	480.0	297.0	3.0	2.0	2.0	1.0
LK-3112050	785.0	12.0	797.0	1092.0	490.0	285.0	3.0	2.0	2.0	2.0
LK-1312065	785.0	13.0	798.0	1035.0	444.0	329.0	5.0	3.0	2.0	2.0
LK-6136245	785.0	12.0	796.0	1025.0	490.0	284.0	4.0	2.0	2.0	2.0
LK-9215105	785.0	14.0	799.0	1070.0	454.0	319.0	6.0	3.0	2.0	2.0
LK-1109170	784.0	15.0	798.0	1153.0	529.0	239.0	2.0	6.0	5.0	2.0
LK-1206215	784.0	10.0	794.0	1056.0	493.0	283.0	3.0	2.0	2.0	1.0
LK-1218105	784.0	12.0	796.0	1086.0	475.0	301.0	2.0	2.0	3.0	1.0
LK-6248220	784.0	14.0	799.0	1116.0	479.0	297.0	3.0	2.0	2.0	1.0
LK-6169055	784.0	11.0	795.0	1017.0	435.0	338.0	4.0	2.0	2.0	2.0
LK-7112055	784.0	19.0	803.0	1095.0	455.0	316.0	6.0	2.0	2.0	2.0
LK-7139105	784.0	19.0	803.0	1095.0	455.0	316.0	6.0	2.0	2.0	2.0
LK-9206260	784.0	14.0	798.0	1084.0	437.0	333.0	6.0	4.0	2.0	2.0
LK-2112225	784.0	30.0	813.0	1027.0	412.0	357.0	6.0	3.0	3.0	2.0
LK-8130210	784.0	29.0	813.0	1047.0	433.0	337.0	6.0	3.0	2.0	2.0
LK-3115080	783.0	14.0	798.0	1003.0	459.0	313.0	4.0	2.0	2.0	3.0
LK-6227040	783.0	15.0	798.0	1145.0	515.0	255.0	7.0	3.0	2.0	3.0
LK-1203185	783.0	11.0	794.0	1162.0	456.0	319.0	3.0	2.0	2.0	1.0
LK-6121115	783.0	13.0	797.0	1029.0	486.0	286.0	5.0	2.0	2.0	3.0
LK-8130175	783.0	29.0	812.0	1047.0	433.0	337.0	6.0	3.0	2.0	2.0
LK-8130180	783.0	29.0	812.0	1046.0	433.0	337.0	6.0	3.0	2.0	2.0
LK-5306110	783.0	13.0	796.0	1566.0	670.0	91.0	16.0	3.0	1.0	2.0
LK-1224295	782.0	10.0	793.0	1087.0	554.0	217.0	2.0	4.0	3.0	2.0
LK-5112045	782.0	12.0	794.0	1348.0	651.0	107.0	18.0	2.0	3.0	2.0
LK-1318070	782.0	11.0	793.0	1041.0	486.0	284.0	4.0	3.0	2.0	2.0
LK-6175060	782.0	8.0	790.0	999.0	448.0	326.0	4.0	2.0	2.0	2.0
LK-2130320	782.0	20.0	802.0	1086.0	414.0	352.0	3.0	9.0	3.0	1.0
LK-1206370	781.0	10.0	791.0	1053.0	491.0	282.0	3.0	2.0	2.0	1.0
LK-3312105	781.0	17.0	798.0	1241.0	495.0	269.0	5.0	6.0	2.0	6.0
LK-1324265	781.0	9.0	789.0	1082.0	469.0	303.0	3.0	1.0	2.0	2.0
LK-1336045	781.0	13.0	794.0	1110.0	459.0	310.0	5.0	3.0	2.0	3.0
LK-3133075	781.0	10.0	791.0	1108.0	499.0	272.0	3.0	3.0	2.0	2.0
LK-9133060	781.0	10.0	792.0	968.0	447.0	323.0	5.0	2.0	2.0	2.0
LK-2106325	780.0	17.0	797.0	1033.0	455.0	312.0	6.0	3.0	2.0	2.0
LK-3312055	780.0	17.0	796.0	1238.0	494.0	268.0	5.0	6.0	2.0	6.0
LK-1306130	780.0	11.0	791.0	1039.0	485.0	283.0	4.0	3.0	2.0	2.0
LK-1239195	780.0	13.0	792.0	1102.0	498.0	269.0	3.0	5.0	3.0	2.0
LK-3154160	780.0	11.0	791.0	1113.0	498.0	270.0	4.0	3.0	2.0	3.0
LK-9112015	779.0	12.0	791.0	999.0	458.0	310.0	5.0	3.0	2.0	2.0
LK-1236100	779.0	13.0	792.0	1103.0	502.0	266.0	2.0	5.0	3.0	2.0
LK-9142160	779.0	15.0	794.0	998.0	401.0	363.0	6.0	4.0	3.0	2.0
LK-9103146	779.0	10.0	789.0	1033.0	471.0	297.0	5.0	2.0	2.0	2.0
LK-2142165	779.0	24.0	803.0	1040.0	460.0	306.0	5.0	3.0	3.0	2.0
LK-1315005	779.0	13.0	791.0	1026.0	440.0	327.0	5.0	3.0	2.0	2.0
LK-8103145	779.0	23.0	802.0	1028.0	321.0	438.0	8.0	4.0	4.0	4.0
LK-8106090	779.0	23.0	802.0	1028.0	322.0	439.0	8.0	4.0	4.0	4.0
LK-5327050	779.0	10.0	789.0	1265.0	525.0	229.0	19.0	2.0	2.0	2.0
LK-1224340	778.0	10.0	788.0	1081.0	551.0	216.0	2.0	4.0	3.0	2.0
LK-1215570	778.0	11.0	789.0	1055.0	497.0	270.0	3.0	4.0	3.0	1.0
LK-1330025	778.0	15.0	792.0	1128.0	475.0	291.0	4.0	3.0	2.0	3.0
LK-9103115	778.0	10.0	788.0	1032.0	470.0	297.0	5.0	2.0	2.0	1.0
LK-3139050	778.0	12.0	790.0	1167.0	444.0	325.0	2.0	3.0	2.0	2.0
LK-5306025	778.0	13.0	790.0	1555.0	666.0	90.0	16.0	3.0	1.0	2.0
LK-1303360	777.0	11.0	788.0	1089.0	522.0	244.0	2.0	4.0	2.0	2.0
LK-1321340	777.0	12.0	789.0	1110.0	481.0	285.0	3.0	3.0	2.0	2.0
LK-3206150	777.0	20.0	797.0	1089.0	469.0	288.0	7.0	5.0	3.0	4.0
LK-7166105	777.0	16.0	793.0	1023.0	474.0	291.0	7.0	2.0	2.0	2.0
LK-8124160	777.0	41.0	817.0	1067.0	439.0	315.0	11.0	5.0	3.0	3.0
LK-1321290	776.0	12.0	788.0	1109.0	481.0	285.0	3.0	3.0	2.0	2.0
LK-3218150	776.0	14.0	790.0	1120.0	490.0	273.0	5.0	3.0	2.0	3.0
LK-2136305	776.0	17.0	793.0	1046.0	449.0	315.0	4.0	4.0	2.0	2.0
LK-1303300	775.0	11.0	786.0	1087.0	521.0	243.0	2.0	4.0	2.0	2.0
LK-6236190	775.0	12.0	787.0	1102.0	470.0	295.0	5.0	2.0	2.0	2.0
LK-3112135	775.0	12.0	787.0	1078.0	484.0	282.0	3.0	2.0	2.0	2.0
LK-2142030	775.0	24.0	799.0	1035.0	458.0	305.0	5.0	3.0	3.0	2.0
LK-2136410	775.0	17.0	792.0	1044.0	448.0	315.0	4.0	4.0	2.0	2.0
LK-2139315	775.0	17.0	793.0	1036.0	443.0	319.0	5.0	4.0	3.0	2.0
LK-9203435	775.0	17.0	792.0	1085.0	461.0	302.0	6.0	3.0	2.0	2.0
LK-2130145	775.0	19.0	794.0	1076.0	411.0	349.0	3.0	9.0	3.0	1.0
LK-9127095	774.0	12.0	785.0	938.0	448.0	311.0	7.0	3.0	2.0	2.0
LK-9212070	774.0	15.0	789.0	1096.0	481.0	282.0	4.0	3.0	2.0	2.0
LK-4309200	774.0	17.0	791.0	2723.0	634.0	114.0	19.0	3.0	2.0	3.0
LK-1112270	773.0	12.0	785.0	1200.0	508.0	252.0	3.0	5.0	3.0	2.0
LK-1112365	773.0	12.0	786.0	1201.0	508.0	252.0	3.0	5.0	3.0	2.0
LK-9142065	773.0	15.0	788.0	990.0	398.0	360.0	6.0	4.0	3.0	2.0
LK-9106050	773.0	10.0	783.0	1025.0	467.0	295.0	5.0	2.0	2.0	1.0
LK-9218190	773.0	12.0	785.0	1029.0	425.0	337.0	5.0	2.0	2.0	2.0
LK-3215125	773.0	14.0	786.0	1115.0	488.0	272.0	5.0	3.0	2.0	3.0
LK-9227140	773.0	19.0	792.0	1083.0	414.0	344.0	8.0	3.0	2.0	2.0
LK-9203310	773.0	16.0	789.0	1082.0	459.0	301.0	6.0	3.0	2.0	2.0
LK-2106075	772.0	17.0	789.0	1022.0	450.0	309.0	5.0	3.0	2.0	2.0
LK-1306265	772.0	11.0	783.0	1027.0	480.0	280.0	4.0	3.0	2.0	2.0
LK-6233010	772.0	12.0	784.0	1098.0	468.0	294.0	5.0	2.0	2.0	2.0
LK-3221130	772.0	10.0	782.0	1150.0	513.0	248.0	3.0	3.0	2.0	3.0
LK-1312125	772.0	12.0	785.0	1018.0	437.0	324.0	5.0	3.0	2.0	2.0
LK-6215055	772.0	18.0	790.0	1253.0	493.0	264.0	9.0	1.0	2.0	2.0
LK-7206125	772.0	18.0	789.0	1011.0	439.0	322.0	6.0	2.0	1.0	2.0
LK-6136160	772.0	11.0	783.0	1008.0	482.0	280.0	4.0	2.0	2.0	2.0
LK-9212005	772.0	15.0	787.0	1093.0	480.0	282.0	4.0	3.0	2.0	2.0
LK-8118125	772.0	42.0	814.0	1035.0	436.0	312.0	13.0	4.0	4.0	4.0
LK-5315170	772.0	12.0	784.0	1543.0	661.0	90.0	16.0	3.0	1.0	2.0
LK-1206025	771.0	10.0	781.0	1039.0	485.0	278.0	3.0	2.0	2.0	1.0
LK-1309250	771.0	12.0	783.0	1019.0	472.0	286.0	5.0	3.0	3.0	2.0
LK-3115020	771.0	14.0	786.0	988.0	452.0	309.0	4.0	2.0	2.0	3.0
LK-1327190	771.0	15.0	786.0	1119.0	471.0	289.0	4.0	3.0	2.0	3.0
LK-9127030	771.0	12.0	782.0	934.0	447.0	310.0	7.0	3.0	2.0	2.0
LK-9142095	771.0	15.0	786.0	989.0	397.0	359.0	6.0	4.0	3.0	2.0
LK-9206015	771.0	14.0	784.0	1066.0	430.0	328.0	6.0	4.0	2.0	2.0
LK-2112215	771.0	29.0	800.0	1011.0	406.0	352.0	6.0	3.0	3.0	2.0
LK-6187420	771.0	12.0	783.0	1049.0	440.0	320.0	4.0	3.0	2.0	2.0
LK-1224345	770.0	10.0	780.0	1069.0	545.0	214.0	2.0	4.0	3.0	2.0
LK-6130135	770.0	14.0	784.0	1037.0	435.0	322.0	6.0	3.0	2.0	2.0
LK-1312085	770.0	12.0	782.0	1015.0	435.0	323.0	5.0	3.0	2.0	2.0
LK-9206305	770.0	14.0	784.0	1065.0	429.0	327.0	6.0	4.0	2.0	2.0
LK-2218185	770.0	23.0	792.0	1070.0	460.0	292.0	7.0	5.0	2.0	3.0
LK-2221060	770.0	17.0	787.0	933.0	502.0	250.0	10.0	3.0	2.0	3.0
LK-7103015	770.0	13.0	783.0	1076.0	500.0	254.0	8.0	2.0	2.0	4.0
LK-8112030	770.0	28.0	798.0	1018.0	429.0	314.0	13.0	4.0	5.0	5.0
LK-8115105	770.0	28.0	798.0	1017.0	428.0	314.0	13.0	4.0	5.0	5.0
LK-2312180	769.0	37.0	806.0	1055.0	467.0	268.0	24.0	4.0	3.0	3.0
LK-1224425	769.0	10.0	779.0	1068.0	545.0	214.0	2.0	4.0	3.0	2.0
LK-1306240	769.0	11.0	780.0	1023.0	478.0	279.0	4.0	3.0	2.0	2.0
LK-1212015	769.0	17.0	786.0	1077.0	485.0	272.0	3.0	3.0	3.0	3.0
LK-1239040	769.0	13.0	782.0	1087.0	492.0	265.0	3.0	5.0	3.0	2.0
LK-1330070	769.0	15.0	784.0	1116.0	470.0	288.0	4.0	3.0	2.0	3.0
LK-8215100	769.0	23.0	792.0	1006.0	501.0	248.0	11.0	4.0	3.0	4.0
LK-2112100	769.0	29.0	798.0	1007.0	404.0	350.0	6.0	3.0	3.0	2.0
LK-3106025	769.0	10.0	779.0	1139.0	448.0	313.0	3.0	2.0	2.0	2.0
LK-5112055	768.0	11.0	779.0	1324.0	639.0	105.0	18.0	2.0	3.0	2.0
LK-2203185	768.0	18.0	786.0	1048.0	462.0	290.0	7.0	3.0	2.0	3.0
LK-1330185	768.0	15.0	782.0	1113.0	469.0	287.0	4.0	3.0	2.0	3.0
LK-8215025	768.0	23.0	791.0	1005.0	500.0	247.0	11.0	4.0	3.0	4.0
LK-7112050	768.0	18.0	787.0	1073.0	446.0	310.0	6.0	2.0	2.0	2.0
LK-1310010	767.0	12.0	779.0	1013.0	469.0	285.0	5.0	3.0	3.0	2.0
LK-1115100	767.0	18.0	785.0	1117.0	428.0	318.0	4.0	11.0	3.0	2.0
LK-6178320	767.0	9.0	777.0	989.0	483.0	275.0	3.0	2.0	2.0	1.0
LK-6130365	767.0	14.0	781.0	1032.0	433.0	321.0	6.0	3.0	2.0	2.0
LK-3242055	767.0	10.0	777.0	1153.0	510.0	247.0	2.0	3.0	2.0	2.0
LK-9221180	767.0	11.0	778.0	1029.0	425.0	329.0	5.0	2.0	2.0	2.0
LK-1215440	766.0	10.0	777.0	1039.0	490.0	266.0	3.0	3.0	3.0	1.0
LK-1321125	766.0	12.0	778.0	1094.0	475.0	281.0	3.0	3.0	2.0	2.0
LK-1209210	766.0	11.0	776.0	990.0	452.0	305.0	3.0	2.0	2.0	1.0
LK-1209305	766.0	11.0	777.0	991.0	453.0	305.0	3.0	2.0	2.0	1.0
LK-3121080	766.0	14.0	780.0	981.0	449.0	306.0	4.0	2.0	2.0	3.0
LK-1336040	766.0	12.0	779.0	1089.0	450.0	304.0	4.0	3.0	2.0	3.0
LK-2233110	766.0	26.0	792.0	1064.0	454.0	292.0	10.0	4.0	3.0	2.0
LK-9221035	766.0	11.0	777.0	1028.0	425.0	329.0	5.0	2.0	2.0	2.0
LK-6136105	766.0	11.0	777.0	1000.0	478.0	278.0	4.0	2.0	2.0	2.0
LK-9230140	766.0	19.0	785.0	1071.0	382.0	369.0	8.0	3.0	3.0	2.0
LK-1233280	765.0	12.0	777.0	1081.0	512.0	242.0	3.0	3.0	3.0	2.0
LK-3309220	765.0	16.0	781.0	1215.0	484.0	263.0	4.0	5.0	2.0	5.0
LK-3239090	765.0	10.0	775.0	1140.0	509.0	246.0	3.0	3.0	2.0	3.0
LK-7206165	765.0	18.0	783.0	1003.0	435.0	319.0	6.0	2.0	1.0	2.0
LK-2130040	765.0	17.0	782.0	1061.0	425.0	327.0	3.0	6.0	2.0	1.0
LK-9230090	765.0	19.0	783.0	1069.0	381.0	369.0	8.0	3.0	3.0	2.0
LK-9130020	765.0	10.0	775.0	948.0	438.0	316.0	5.0	2.0	2.0	2.0
LK-9209110	765.0	15.0	780.0	1028.0	416.0	336.0	5.0	3.0	2.0	3.0
LK-2124340	765.0	19.0	784.0	988.0	429.0	322.0	7.0	3.0	3.0	3.0
LK-1215120	764.0	10.0	775.0	1036.0	488.0	265.0	3.0	3.0	3.0	1.0
LK-1306235	764.0	11.0	775.0	1018.0	476.0	278.0	4.0	3.0	2.0	2.0
LK-1106110	764.0	14.0	777.0	1102.0	492.0	260.0	2.0	4.0	2.0	2.0
LK-1324020	764.0	8.0	772.0	1059.0	459.0	297.0	3.0	1.0	2.0	2.0
LK-3121170	764.0	14.0	778.0	979.0	448.0	306.0	4.0	2.0	2.0	3.0
LK-9206070	764.0	13.0	777.0	1056.0	426.0	324.0	6.0	4.0	2.0	2.0
LK-9221030	764.0	11.0	775.0	1025.0	424.0	328.0	5.0	2.0	2.0	2.0
LK-3133090	764.0	10.0	774.0	1084.0	488.0	266.0	3.0	3.0	2.0	2.0
LK-1224055	763.0	10.0	773.0	1060.0	540.0	212.0	2.0	4.0	3.0	2.0
LK-5242070	763.0	10.0	774.0	1061.0	617.0	128.0	15.0	1.0	1.0	2.0
LK-3121155	763.0	14.0	777.0	977.0	447.0	305.0	4.0	2.0	2.0	3.0
LK-3206015	763.0	19.0	783.0	1069.0	461.0	283.0	7.0	5.0	3.0	4.0
LK-8103155	763.0	23.0	785.0	1007.0	315.0	429.0	8.0	4.0	4.0	4.0
LK-7115140	763.0	16.0	779.0	1083.0	479.0	270.0	5.0	4.0	2.0	2.0
LK-7103010	763.0	13.0	775.0	1065.0	495.0	252.0	8.0	2.0	2.0	3.0
LK-3106095	763.0	10.0	772.0	1129.0	444.0	310.0	3.0	2.0	2.0	2.0
LK-7215200	762.0	21.0	783.0	1057.0	445.0	305.0	6.0	2.0	1.0	2.0
LK-2142105	762.0	23.0	786.0	1017.0	450.0	300.0	5.0	3.0	3.0	2.0
LK-9206030	762.0	13.0	776.0	1054.0	425.0	324.0	6.0	3.0	2.0	2.0
LK-3139080	762.0	11.0	773.0	1143.0	435.0	318.0	2.0	3.0	2.0	2.0
LK-4309095	762.0	16.0	779.0	2680.0	624.0	112.0	18.0	3.0	2.0	3.0
LK-1206030	761.0	10.0	771.0	1026.0	478.0	275.0	3.0	2.0	2.0	1.0
LK-1206155	761.0	10.0	770.0	1025.0	478.0	274.0	3.0	2.0	2.0	1.0
LK-9218005	761.0	11.0	773.0	1014.0	418.0	332.0	5.0	2.0	2.0	2.0
LK-3224125	761.0	13.0	775.0	1099.0	481.0	268.0	5.0	3.0	2.0	3.0
LK-3248105	761.0	10.0	772.0	1099.0	506.0	243.0	3.0	3.0	3.0	3.0
LK-2127350	761.0	19.0	780.0	1004.0	426.0	322.0	5.0	4.0	2.0	2.0
LK-9227135	761.0	18.0	780.0	1066.0	408.0	338.0	8.0	3.0	2.0	2.0
LK-8124220	761.0	40.0	801.0	1046.0	431.0	309.0	11.0	5.0	3.0	3.0
LK-1209370	760.0	11.0	771.0	983.0	449.0	303.0	3.0	2.0	2.0	1.0
LK-1309180	760.0	12.0	772.0	1004.0	465.0	282.0	5.0	3.0	3.0	2.0
LK-9136085	760.0	12.0	771.0	921.0	440.0	305.0	7.0	3.0	2.0	2.0
LK-2303140	760.0	29.0	789.0	1014.0	392.0	351.0	10.0	2.0	2.0	3.0
LK-7206110	760.0	17.0	777.0	996.0	432.0	317.0	6.0	2.0	1.0	2.0
LK-7133075	760.0	14.0	774.0	1008.0	489.0	258.0	7.0	2.0	2.0	2.0
LK-1306155	759.0	11.0	769.0	1010.0	472.0	276.0	4.0	3.0	2.0	2.0
LK-1321055	759.0	12.0	771.0	1085.0	471.0	279.0	3.0	3.0	2.0	2.0
LK-6218135	759.0	12.0	771.0	1079.0	460.0	289.0	5.0	2.0	2.0	2.0
LK-6245110	759.0	14.0	773.0	1080.0	464.0	287.0	3.0	2.0	2.0	1.0
LK-3139235	759.0	11.0	771.0	1139.0	433.0	317.0	2.0	3.0	2.0	2.0
LK-2145135	759.0	18.0	778.0	1007.0	386.0	361.0	6.0	2.0	2.0	1.0
LK-5236055	759.0	10.0	768.0	1036.0	616.0	121.0	18.0	1.0	2.0	2.0
LK-1327210	758.0	14.0	772.0	1099.0	463.0	283.0	4.0	3.0	2.0	3.0
