entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	LSSP	ACTC	NSSP
LK-5212030	532.0	5.0	537.0	649.0	291.0	206.0	30.0	3.0	1.0	1.0
LK-3115055	532.0	7.0	539.0	622.0	296.0	214.0	18.0	2.0	1.0	1.0
LK-6245090	532.0	3.0	536.0	635.0	322.0	193.0	15.0	2.0	0.0	0.0
LK-1315115	532.0	7.0	540.0	632.0	265.0	247.0	12.0	6.0	1.0	1.0
LK-2218260	532.0	5.0	537.0	650.0	334.0	173.0	21.0	2.0	1.0	1.0
LK-6206080	532.0	6.0	538.0	713.0	375.0	131.0	11.0	5.0	9.0	1.0
LK-8139030	532.0	6.0	538.0	674.0	287.0	225.0	12.0	6.0	1.0	1.0
LK-2133260	531.0	5.0	536.0	625.0	327.0	176.0	26.0	2.0	0.0	1.0
LK-1212060	531.0	4.0	535.0	647.0	277.0	221.0	29.0	3.0	0.0	1.0
LK-1230225	531.0	5.0	536.0	627.0	252.0	260.0	16.0	2.0	0.0	1.0
LK-1303245	531.0	7.0	538.0	658.0	260.0	233.0	20.0	17.0	0.0	2.0
LK-3309015	531.0	5.0	536.0	679.0	251.0	201.0	75.0	2.0	1.0	1.0
LK-1309150	531.0	5.0	536.0	621.0	274.0	238.0	14.0	4.0	0.0	2.0
LK-1330130	531.0	8.0	538.0	649.0	257.0	243.0	23.0	6.0	1.0	1.0
LK-9218110	531.0	6.0	537.0	632.0	295.0	206.0	24.0	5.0	0.0	0.0
LK-3236045	531.0	5.0	536.0	668.0	239.0	249.0	38.0	3.0	1.0	1.0
LK-3236140	531.0	5.0	536.0	668.0	239.0	249.0	38.0	3.0	1.0	1.0
LK-6224060	531.0	6.0	537.0	666.0	255.0	243.0	29.0	2.0	1.0	1.0
LK-3206055	531.0	5.0	536.0	617.0	278.0	225.0	23.0	3.0	1.0	1.0
LK-9206005	531.0	4.0	535.0	646.0	319.0	183.0	26.0	3.0	0.0	1.0
LK-6154245	531.0	4.0	535.0	676.0	313.0	196.0	17.0	2.0	1.0	1.0
LK-8230010	531.0	8.0	539.0	699.0	241.0	225.0	60.0	3.0	0.0	1.0
LK-5324130	531.0	7.0	538.0	678.0	244.0	202.0	54.0	3.0	26.0	1.0
LK-7218070	531.0	5.0	536.0	631.0	277.0	200.0	50.0	3.0	1.0	1.0
LK-2103110	531.0	4.0	534.0	618.0	305.0	204.0	19.0	2.0	0.0	0.0
LK-5218225	531.0	7.0	538.0	671.0	356.0	125.0	22.0	4.0	23.0	1.0
LK-5315060	531.0	15.0	547.0	974.0	287.0	107.0	26.0	3.0	106.0	2.0
LK-4309190	531.0	19.0	551.0	896.0	240.0	193.0	36.0	5.0	55.0	2.0
LK-8124195	531.0	7.0	538.0	630.0	292.0	211.0	21.0	4.0	1.0	1.0
LK-8109070	531.0	6.0	538.0	615.0	275.0	243.0	5.0	5.0	1.0	2.0
LK-1303210	530.0	7.0	536.0	656.0	259.0	232.0	20.0	17.0	0.0	2.0
LK-1318120	530.0	6.0	536.0	632.0	259.0	248.0	15.0	7.0	0.0	1.0
LK-3309115	530.0	5.0	535.0	678.0	250.0	201.0	75.0	2.0	1.0	1.0
LK-1118115	530.0	6.0	536.0	634.0	270.0	238.0	17.0	2.0	1.0	2.0
LK-6184180	530.0	4.0	534.0	618.0	303.0	204.0	20.0	2.0	1.0	1.0
LK-1206365	530.0	5.0	534.0	637.0	279.0	232.0	14.0	4.0	0.0	1.0
LK-6245005	530.0	3.0	533.0	633.0	320.0	192.0	15.0	2.0	0.0	0.0
LK-6106060	530.0	4.0	534.0	609.0	267.0	239.0	21.0	2.0	0.0	0.0
LK-6130075	530.0	7.0	536.0	645.0	327.0	181.0	17.0	3.0	0.0	1.0
LK-9115050	530.0	4.0	534.0	606.0	268.0	242.0	17.0	2.0	1.0	1.0
LK-3324010	530.0	6.0	536.0	677.0	223.0	231.0	70.0	3.0	1.0	1.0
LK-3133005	530.0	7.0	537.0	648.0	256.0	233.0	33.0	7.0	0.0	1.0
LK-8130080	530.0	8.0	538.0	622.0	322.0	174.0	30.0	3.0	1.0	1.0
LK-8118155	530.0	9.0	539.0	620.0	318.0	195.0	8.0	5.0	3.0	1.0
LK-2130115	530.0	5.0	535.0	688.0	364.0	150.0	9.0	3.0	1.0	2.0
LK-4136100	530.0	19.0	549.0	1149.0	174.0	89.0	5.0	4.0	253.0	5.0
LK-4133140	530.0	25.0	555.0	1376.0	135.0	121.0	7.0	9.0	251.0	7.0
LK-3221115	529.0	5.0	534.0	664.0	265.0	236.0	24.0	2.0	1.0	1.0
LK-9136105	529.0	4.0	533.0	597.0	265.0	250.0	10.0	3.0	1.0	1.0
LK-7109025	529.0	5.0	534.0	633.0	253.0	230.0	42.0	2.0	0.0	1.0
LK-5104015	529.0	16.0	545.0	818.0	282.0	141.0	5.0	5.0	93.0	3.0
LK-4130200	529.0	31.0	560.0	1164.0	95.0	160.0	5.0	11.0	254.0	3.0
LK-1230075	528.0	5.0	533.0	624.0	250.0	259.0	16.0	2.0	0.0	1.0
LK-1136355	528.0	5.0	534.0	677.0	244.0	253.0	21.0	8.0	0.0	1.0
LK-1209140	528.0	4.0	532.0	633.0	267.0	241.0	16.0	2.0	0.0	1.0
LK-1206285	528.0	5.0	532.0	634.0	278.0	231.0	14.0	3.0	0.0	1.0
LK-3239105	528.0	5.0	533.0	663.0	265.0	235.0	24.0	2.0	1.0	1.0
LK-6218005	528.0	5.0	533.0	651.0	321.0	187.0	16.0	3.0	1.0	0.0
LK-6245065	528.0	3.0	531.0	630.0	319.0	191.0	15.0	2.0	0.0	0.0
LK-3330205	528.0	4.0	532.0	652.0	244.0	211.0	69.0	3.0	1.0	1.0
LK-3154180	528.0	4.0	532.0	670.0	227.0	270.0	27.0	2.0	0.0	1.0
LK-6224030	528.0	6.0	534.0	662.0	254.0	241.0	29.0	2.0	1.0	1.0
LK-2142155	528.0	5.0	533.0	628.0	328.0	191.0	7.0	2.0	1.0	1.0
LK-6163155	528.0	5.0	533.0	621.0	262.0	216.0	46.0	2.0	1.0	1.0
LK-7209085	528.0	5.0	533.0	652.0	307.0	178.0	41.0	2.0	0.0	0.0
LK-7118150	528.0	6.0	534.0	666.0	254.0	239.0	30.0	3.0	1.0	1.0
LK-7130060	528.0	5.0	534.0	625.0	245.0	238.0	39.0	4.0	1.0	1.0
LK-4409075	528.0	32.0	559.0	1120.0	119.0	178.0	7.0	5.0	216.0	3.0
LK-5115050	527.0	11.0	538.0	774.0	233.0	96.0	6.0	4.0	186.0	2.0
LK-1324105	527.0	5.0	533.0	643.0	279.0	223.0	18.0	6.0	0.0	0.0
LK-1310015	527.0	5.0	532.0	616.0	272.0	236.0	14.0	4.0	0.0	2.0
LK-1330010	527.0	8.0	535.0	644.0	255.0	241.0	23.0	6.0	1.0	1.0
LK-1330075	527.0	8.0	535.0	645.0	255.0	242.0	23.0	6.0	1.0	1.0
LK-3115160	527.0	7.0	533.0	616.0	294.0	212.0	18.0	2.0	1.0	1.0
LK-9118010	527.0	4.0	530.0	602.0	266.0	240.0	17.0	2.0	1.0	1.0
LK-6242045	527.0	5.0	532.0	641.0	301.0	210.0	13.0	2.0	0.0	0.0
LK-9227160	527.0	11.0	538.0	631.0	315.0	172.0	12.0	25.0	1.0	1.0
LK-2127365	527.0	5.0	533.0	627.0	310.0	196.0	17.0	3.0	1.0	1.0
LK-9230170	527.0	9.0	536.0	636.0	302.0	188.0	22.0	12.0	1.0	2.0
LK-3130040	527.0	6.0	533.0	659.0	272.0	203.0	48.0	3.0	1.0	1.0
LK-7115100	527.0	6.0	533.0	665.0	254.0	239.0	30.0	3.0	1.0	1.0
LK-1215480	526.0	4.0	529.0	632.0	270.0	235.0	18.0	2.0	0.0	1.0
LK-1136015	526.0	5.0	531.0	674.0	243.0	252.0	21.0	8.0	0.0	1.0
LK-1306060	526.0	6.0	532.0	627.0	257.0	246.0	15.0	7.0	0.0	1.0
LK-5215095	526.0	5.0	530.0	641.0	288.0	203.0	30.0	3.0	1.0	1.0
LK-1115010	526.0	6.0	531.0	629.0	268.0	236.0	17.0	2.0	1.0	2.0
LK-6184260	526.0	4.0	530.0	613.0	301.0	202.0	20.0	2.0	1.0	1.0
LK-1206290	526.0	5.0	531.0	633.0	277.0	230.0	14.0	3.0	0.0	1.0
LK-3221135	526.0	5.0	530.0	660.0	263.0	234.0	24.0	2.0	1.0	1.0
LK-3239015	526.0	5.0	531.0	661.0	264.0	235.0	24.0	2.0	1.0	1.0
LK-6178145	526.0	3.0	529.0	614.0	275.0	226.0	22.0	2.0	0.0	0.0
LK-9103220	526.0	9.0	535.0	625.0	262.0	218.0	9.0	3.0	1.0	33.0
LK-2151065	526.0	5.0	531.0	632.0	328.0	180.0	13.0	4.0	1.0	1.0
LK-9215245	526.0	7.0	533.0	634.0	275.0	223.0	21.0	6.0	0.0	1.0
LK-3134040	526.0	7.0	532.0	643.0	253.0	231.0	32.0	7.0	0.0	1.0
LK-9212135	526.0	6.0	533.0	647.0	289.0	209.0	22.0	6.0	0.0	1.0
LK-9233105	526.0	9.0	535.0	635.0	302.0	188.0	21.0	12.0	1.0	2.0
LK-8130270	526.0	7.0	533.0	617.0	319.0	172.0	30.0	3.0	1.0	1.0
LK-2109010	525.0	5.0	529.0	617.0	323.0	174.0	25.0	2.0	0.0	1.0
LK-3309035	525.0	5.0	530.0	672.0	248.0	199.0	75.0	2.0	1.0	1.0
LK-6127125	525.0	3.0	528.0	608.0	286.0	214.0	22.0	2.0	0.0	1.0
LK-6172245	525.0	4.0	529.0	607.0	305.0	203.0	13.0	2.0	0.0	1.0
LK-6178155	525.0	3.0	529.0	614.0	275.0	226.0	22.0	2.0	0.0	0.0
LK-3136285	525.0	9.0	534.0	644.0	243.0	243.0	28.0	11.0	0.0	1.0
LK-3242270	525.0	5.0	530.0	659.0	272.0	226.0	24.0	2.0	0.0	1.0
LK-6142205	525.0	3.0	528.0	604.0	279.0	235.0	9.0	1.0	0.0	0.0
LK-1312140	525.0	7.0	532.0	623.0	261.0	244.0	12.0	6.0	1.0	1.0
LK-8127335	525.0	6.0	531.0	610.0	318.0	167.0	34.0	4.0	1.0	1.0
LK-2315270	524.0	7.0	531.0	638.0	365.0	137.0	14.0	5.0	3.0	1.0
LK-1309095	524.0	5.0	528.0	612.0	270.0	234.0	14.0	4.0	0.0	2.0
LK-1309130	524.0	5.0	529.0	613.0	270.0	235.0	14.0	4.0	0.0	2.0
LK-2203070	524.0	4.0	528.0	610.0	276.0	219.0	25.0	3.0	0.0	0.0
LK-1330125	524.0	8.0	531.0	640.0	254.0	240.0	22.0	6.0	1.0	1.0
LK-3315010	524.0	4.0	528.0	618.0	244.0	182.0	94.0	2.0	1.0	1.0
LK-9218065	524.0	6.0	529.0	623.0	291.0	203.0	24.0	5.0	0.0	0.0
LK-7148165	524.0	5.0	530.0	628.0	258.0	235.0	28.0	2.0	0.0	2.0
LK-3136305	524.0	9.0	533.0	643.0	242.0	242.0	28.0	11.0	0.0	1.0
LK-3203150	524.0	5.0	529.0	609.0	275.0	222.0	23.0	3.0	1.0	1.0
LK-2148145	524.0	5.0	528.0	622.0	325.0	189.0	6.0	2.0	1.0	1.0
LK-9206100	524.0	4.0	527.0	637.0	314.0	180.0	25.0	3.0	0.0	1.0
LK-2136450	524.0	4.0	528.0	618.0	276.0	233.0	13.0	2.0	0.0	0.0
LK-8224015	524.0	8.0	532.0	690.0	238.0	223.0	60.0	3.0	0.0	1.0
LK-7210005	524.0	6.0	531.0	652.0	305.0	182.0	32.0	2.0	2.0	1.0
LK-9209180	524.0	4.0	528.0	623.0	310.0	189.0	22.0	3.0	0.0	1.0
LK-4112010	524.0	28.0	552.0	1341.0	98.0	247.0	9.0	8.0	157.0	5.0
LK-1215460	523.0	4.0	527.0	629.0	268.0	234.0	18.0	2.0	0.0	1.0
LK-1118020	523.0	6.0	528.0	626.0	266.0	235.0	17.0	2.0	1.0	2.0
LK-6127205	523.0	3.0	526.0	605.0	284.0	213.0	22.0	2.0	0.0	1.0
LK-3218155	523.0	4.0	527.0	622.0	257.0	212.0	50.0	3.0	1.0	1.0
LK-6233065	523.0	5.0	528.0	644.0	318.0	185.0	16.0	3.0	1.0	0.0
LK-6106140	523.0	4.0	528.0	602.0	263.0	236.0	21.0	2.0	0.0	0.0
LK-3242120	523.0	5.0	528.0	656.0	271.0	225.0	24.0	2.0	0.0	1.0
LK-3154230	523.0	4.0	527.0	664.0	225.0	268.0	27.0	2.0	0.0	1.0
LK-2233115	523.0	5.0	528.0	617.0	324.0	167.0	26.0	3.0	1.0	1.0
LK-9224080	523.0	11.0	533.0	626.0	313.0	171.0	12.0	25.0	1.0	1.0
LK-5321110	523.0	7.0	530.0	668.0	240.0	199.0	54.0	3.0	26.0	1.0
LK-9203425	523.0	5.0	528.0	633.0	291.0	201.0	27.0	3.0	0.0	0.0
LK-7115020	523.0	6.0	529.0	660.0	252.0	237.0	30.0	3.0	1.0	1.0
LK-2303460	523.0	5.0	529.0	616.0	310.0	200.0	10.0	2.0	1.0	1.0
LK-2134095	523.0	4.0	527.0	609.0	301.0	201.0	19.0	2.0	0.0	0.0
LK-8103130	523.0	5.0	528.0	601.0	383.0	127.0	8.0	4.0	0.0	1.0
LK-2206190	522.0	4.0	525.0	607.0	274.0	218.0	25.0	3.0	0.0	0.0
LK-6178185	522.0	3.0	526.0	610.0	273.0	225.0	21.0	2.0	0.0	0.0
LK-6130220	522.0	7.0	529.0	636.0	322.0	179.0	17.0	3.0	0.0	1.0
LK-3136295	522.0	9.0	531.0	640.0	241.0	241.0	28.0	11.0	0.0	1.0
LK-3136395	522.0	9.0	531.0	640.0	241.0	241.0	28.0	11.0	0.0	1.0
LK-3325255	522.0	6.0	528.0	667.0	220.0	227.0	69.0	3.0	1.0	1.0
LK-2148010	522.0	5.0	526.0	620.0	323.0	188.0	6.0	2.0	1.0	1.0
LK-6160140	522.0	6.0	527.0	616.0	294.0	204.0	20.0	3.0	1.0	1.0
LK-2145165	522.0	6.0	528.0	611.0	318.0	193.0	7.0	3.0	1.0	0.0
LK-3109010	522.0	6.0	528.0	652.0	269.0	201.0	48.0	3.0	1.0	1.0
LK-2303060	522.0	5.0	527.0	613.0	309.0	199.0	10.0	2.0	1.0	1.0
LK-8119105	522.0	9.0	530.0	610.0	313.0	192.0	8.0	5.0	3.0	1.0
LK-8139100	522.0	6.0	527.0	661.0	281.0	220.0	11.0	6.0	1.0	1.0
LK-4112045	522.0	28.0	550.0	1336.0	98.0	246.0	9.0	8.0	157.0	5.0
LK-6181175	521.0	4.0	524.0	607.0	298.0	200.0	20.0	2.0	1.0	1.0
LK-3136340	521.0	9.0	530.0	639.0	241.0	241.0	28.0	11.0	0.0	1.0
LK-3136350	521.0	9.0	530.0	639.0	241.0	241.0	28.0	11.0	0.0	1.0
LK-6160295	521.0	6.0	527.0	616.0	293.0	203.0	20.0	3.0	1.0	1.0
LK-9215180	521.0	7.0	528.0	628.0	273.0	221.0	21.0	6.0	0.0	1.0
LK-9203260	521.0	5.0	526.0	631.0	290.0	201.0	27.0	3.0	0.0	0.0
LK-4121160	521.0	25.0	546.0	1348.0	70.0	250.0	6.0	11.0	177.0	7.0
LK-2312320	520.0	7.0	527.0	633.0	362.0	136.0	14.0	5.0	3.0	1.0
LK-1224450	520.0	5.0	525.0	640.0	246.0	252.0	17.0	3.0	0.0	1.0
LK-1230050	520.0	5.0	525.0	614.0	247.0	255.0	15.0	2.0	0.0	1.0
LK-1136215	520.0	5.0	525.0	667.0	240.0	249.0	21.0	8.0	0.0	1.0
LK-1233345	520.0	4.0	524.0	635.0	250.0	247.0	19.0	3.0	0.0	1.0
LK-1321235	520.0	6.0	526.0	634.0	255.0	224.0	22.0	17.0	0.0	1.0
LK-2206260	520.0	4.0	524.0	605.0	274.0	217.0	25.0	3.0	0.0	0.0
LK-3218090	520.0	4.0	524.0	619.0	255.0	211.0	49.0	3.0	1.0	1.0
LK-3203065	520.0	5.0	525.0	604.0	272.0	220.0	23.0	3.0	1.0	1.0
LK-3134050	520.0	7.0	526.0	635.0	251.0	229.0	32.0	7.0	0.0	1.0
LK-2227155	520.0	5.0	524.0	591.0	292.0	204.0	19.0	3.0	1.0	1.0
LK-4130020	520.0	31.0	551.0	1145.0	93.0	157.0	5.0	11.0	250.0	3.0
LK-4127090	520.0	20.0	540.0	1173.0	108.0	214.0	6.0	7.0	181.0	5.0
LK-1215230	519.0	4.0	522.0	623.0	266.0	232.0	18.0	2.0	0.0	1.0
LK-1230455	519.0	5.0	524.0	613.0	246.0	255.0	15.0	2.0	0.0	1.0
LK-1303105	519.0	6.0	526.0	643.0	254.0	227.0	19.0	17.0	0.0	2.0
LK-1321105	519.0	6.0	525.0	632.0	255.0	224.0	22.0	17.0	0.0	1.0
LK-1327035	519.0	8.0	526.0	634.0	251.0	238.0	22.0	6.0	1.0	1.0
LK-1327090	519.0	8.0	527.0	635.0	252.0	238.0	22.0	6.0	1.0	1.0
LK-6172230	519.0	4.0	523.0	600.0	302.0	201.0	13.0	2.0	0.0	1.0
LK-5327190	519.0	9.0	528.0	676.0	243.0	216.0	9.0	4.0	46.0	1.0
LK-8136010	519.0	7.0	526.0	626.0	276.0	224.0	11.0	4.0	2.0	1.0
LK-1303150	518.0	6.0	524.0	641.0	253.0	227.0	19.0	17.0	0.0	2.0
LK-1233205	518.0	4.0	522.0	633.0	249.0	246.0	19.0	3.0	0.0	1.0
LK-5209080	518.0	5.0	523.0	632.0	283.0	201.0	30.0	3.0	1.0	1.0
LK-9106160	518.0	9.0	527.0	615.0	258.0	215.0	9.0	3.0	1.0	32.0
LK-9151045	518.0	6.0	524.0	659.0	267.0	200.0	45.0	4.0	1.0	1.0
LK-7142080	518.0	5.0	524.0	622.0	255.0	232.0	27.0	2.0	0.0	2.0
LK-3330060	518.0	4.0	522.0	640.0	239.0	206.0	68.0	3.0	1.0	1.0
LK-3324175	518.0	6.0	524.0	662.0	219.0	226.0	69.0	3.0	1.0	1.0
LK-1315150	518.0	7.0	525.0	615.0	257.0	240.0	12.0	6.0	1.0	1.0
LK-3206110	518.0	5.0	523.0	602.0	271.0	219.0	23.0	3.0	1.0	1.0
LK-8224105	518.0	8.0	525.0	682.0	235.0	220.0	59.0	3.0	0.0	1.0
LK-9209175	518.0	4.0	521.0	615.0	306.0	186.0	21.0	3.0	0.0	1.0
LK-6184210	517.0	4.0	520.0	602.0	295.0	199.0	19.0	2.0	1.0	1.0
LK-3330115	517.0	4.0	521.0	638.0	239.0	206.0	68.0	3.0	1.0	1.0
LK-6151115	517.0	4.0	521.0	659.0	305.0	191.0	17.0	2.0	0.0	1.0
LK-3139030	517.0	5.0	523.0	702.0	324.0	157.0	31.0	3.0	1.0	2.0
LK-2139455	517.0	3.0	520.0	610.0	331.0	171.0	12.0	2.0	0.0	1.0
LK-2112140	517.0	6.0	523.0	622.0	329.0	175.0	10.0	2.0	1.0	1.0
LK-7115070	517.0	6.0	523.0	652.0	249.0	234.0	30.0	3.0	1.0	1.0
LK-8130015	517.0	7.0	524.0	606.0	313.0	169.0	29.0	3.0	1.0	1.0
LK-9209025	517.0	4.0	521.0	615.0	306.0	186.0	21.0	3.0	0.0	1.0
LK-5218180	517.0	7.0	523.0	653.0	346.0	122.0	22.0	4.0	22.0	1.0
LK-9133135	517.0	4.0	521.0	601.0	252.0	249.0	11.0	2.0	1.0	1.0
LK-4309170	517.0	19.0	536.0	872.0	234.0	187.0	35.0	5.0	54.0	2.0
LK-1224445	516.0	5.0	521.0	635.0	244.0	250.0	17.0	3.0	0.0	1.0
LK-1215115	516.0	4.0	519.0	620.0	264.0	230.0	18.0	2.0	0.0	1.0
LK-1227010	516.0	4.0	520.0	615.0	207.0	289.0	18.0	2.0	0.0	1.0
LK-1327070	516.0	8.0	524.0	631.0	250.0	236.0	22.0	5.0	1.0	1.0
LK-3236175	516.0	5.0	521.0	649.0	232.0	242.0	37.0	3.0	1.0	1.0
LK-9142060	516.0	3.0	519.0	593.0	289.0	207.0	15.0	3.0	1.0	1.0
LK-2151100	516.0	5.0	521.0	620.0	321.0	177.0	13.0	3.0	1.0	1.0
LK-6203130	516.0	6.0	522.0	692.0	364.0	128.0	11.0	4.0	9.0	1.0
LK-2309625	516.0	6.0	522.0	587.0	290.0	205.0	16.0	3.0	1.0	1.0
LK-8130130	516.0	7.0	523.0	605.0	313.0	169.0	29.0	3.0	1.0	1.0
LK-2121020	516.0	7.0	523.0	581.0	279.0	224.0	8.0	3.0	1.0	1.0
LK-4121115	516.0	25.0	540.0	1334.0	69.0	247.0	6.0	11.0	175.0	7.0
LK-2315320	515.0	7.0	522.0	628.0	359.0	135.0	14.0	5.0	3.0	1.0
LK-1212590	515.0	4.0	519.0	628.0	269.0	214.0	28.0	3.0	0.0	1.0
LK-1321425	515.0	6.0	521.0	627.0	253.0	222.0	22.0	16.0	0.0	1.0
LK-1118180	515.0	5.0	521.0	617.0	262.0	231.0	17.0	2.0	1.0	2.0
LK-1209005	515.0	4.0	520.0	617.0	261.0	235.0	16.0	2.0	0.0	1.0
LK-3224120	515.0	4.0	520.0	613.0	253.0	209.0	49.0	3.0	1.0	1.0
LK-3121040	515.0	6.0	522.0	602.0	287.0	207.0	17.0	2.0	1.0	1.0
LK-3145190	515.0	5.0	519.0	629.0	250.0	242.0	19.0	2.0	0.0	2.0
LK-2230225	515.0	5.0	520.0	608.0	320.0	165.0	26.0	3.0	1.0	1.0
LK-9206040	515.0	4.0	519.0	627.0	309.0	177.0	25.0	3.0	0.0	1.0
LK-6151160	515.0	4.0	518.0	656.0	304.0	190.0	17.0	2.0	0.0	1.0
LK-2139445	515.0	3.0	519.0	608.0	330.0	170.0	12.0	2.0	0.0	1.0
LK-7218010	515.0	5.0	520.0	612.0	269.0	194.0	48.0	3.0	1.0	1.0
LK-9124020	515.0	5.0	521.0	590.0	263.0	231.0	17.0	3.0	1.0	1.0
LK-5110075	515.0	15.0	530.0	796.0	275.0	138.0	4.0	5.0	90.0	3.0
LK-8106090	515.0	5.0	520.0	592.0	377.0	125.0	8.0	4.0	0.0	1.0
LK-5218145	515.0	7.0	521.0	650.0	345.0	121.0	22.0	4.0	22.0	1.0
LK-2121090	515.0	7.0	521.0	579.0	279.0	223.0	8.0	3.0	1.0	1.0
LK-5315200	515.0	15.0	530.0	945.0	278.0	104.0	25.0	3.0	103.0	2.0
LK-8124270	515.0	7.0	522.0	611.0	283.0	205.0	20.0	4.0	1.0	1.0
LK-5115065	514.0	11.0	525.0	756.0	228.0	93.0	5.0	4.0	182.0	2.0
LK-1233180	514.0	4.0	518.0	628.0	247.0	244.0	19.0	3.0	0.0	1.0
LK-1209525	514.0	4.0	518.0	616.0	260.0	235.0	15.0	2.0	0.0	1.0
LK-1327195	514.0	8.0	521.0	628.0	249.0	235.0	22.0	5.0	1.0	1.0
LK-1206340	514.0	4.0	519.0	618.0	271.0	225.0	14.0	3.0	0.0	1.0
LK-1206395	514.0	4.0	518.0	618.0	270.0	225.0	14.0	3.0	0.0	1.0
LK-3315195	514.0	4.0	518.0	606.0	240.0	178.0	93.0	2.0	1.0	1.0
LK-6230075	514.0	5.0	519.0	633.0	312.0	182.0	16.0	3.0	1.0	0.0
LK-6245115	514.0	3.0	518.0	614.0	311.0	187.0	14.0	2.0	0.0	0.0
LK-6130340	514.0	7.0	521.0	627.0	317.0	176.0	17.0	3.0	0.0	1.0
LK-9206300	514.0	4.0	517.0	625.0	308.0	177.0	25.0	3.0	0.0	1.0
LK-7127195	514.0	6.0	519.0	603.0	251.0	214.0	45.0	3.0	1.0	0.0
LK-8103145	514.0	5.0	519.0	591.0	377.0	125.0	8.0	4.0	0.0	1.0
LK-9133085	514.0	4.0	518.0	598.0	251.0	248.0	11.0	2.0	1.0	1.0
LK-2315185	513.0	7.0	520.0	625.0	357.0	134.0	14.0	5.0	3.0	1.0
LK-1118195	513.0	5.0	518.0	614.0	261.0	230.0	17.0	2.0	1.0	2.0
LK-3215140	513.0	4.0	517.0	610.0	252.0	208.0	49.0	3.0	1.0	1.0
LK-3218215	513.0	4.0	517.0	610.0	252.0	208.0	49.0	3.0	1.0	1.0
LK-3103250	513.0	7.0	521.0	627.0	253.0	233.0	23.0	3.0	0.0	1.0
LK-3209135	513.0	4.0	517.0	609.0	236.0	245.0	29.0	2.0	1.0	1.0
LK-3248165	513.0	5.0	518.0	638.0	255.0	200.0	55.0	3.0	1.0	1.0
LK-3136270	513.0	9.0	521.0	628.0	237.0	237.0	27.0	10.0	0.0	1.0
LK-9136090	513.0	4.0	517.0	579.0	257.0	242.0	9.0	2.0	1.0	1.0
LK-7206120	513.0	5.0	518.0	634.0	298.0	173.0	40.0	2.0	0.0	0.0
LK-7206135	513.0	5.0	518.0	634.0	298.0	173.0	40.0	2.0	0.0	0.0
LK-9233075	513.0	9.0	521.0	619.0	294.0	183.0	21.0	12.0	1.0	2.0
LK-7115180	513.0	6.0	519.0	648.0	247.0	233.0	29.0	3.0	1.0	1.0
LK-4121150	513.0	25.0	537.0	1327.0	69.0	246.0	6.0	11.0	174.0	7.0
LK-1227625	512.0	4.0	516.0	609.0	205.0	286.0	18.0	2.0	0.0	1.0
LK-1321230	512.0	6.0	517.0	623.0	251.0	221.0	22.0	16.0	0.0	1.0
LK-6169150	512.0	4.0	517.0	593.0	298.0	198.0	13.0	2.0	0.0	1.0
LK-6172175	512.0	4.0	517.0	593.0	298.0	198.0	13.0	2.0	0.0	1.0
LK-3209130	512.0	4.0	516.0	607.0	235.0	244.0	29.0	2.0	1.0	1.0
LK-9103144	512.0	9.0	522.0	609.0	255.0	212.0	9.0	3.0	1.0	32.0
LK-3242110	512.0	5.0	516.0	642.0	265.0	221.0	24.0	2.0	0.0	1.0
LK-3151075	512.0	4.0	516.0	650.0	220.0	262.0	26.0	2.0	0.0	1.0
LK-6175165	512.0	3.0	515.0	589.0	272.0	229.0	9.0	1.0	0.0	0.0
LK-3139130	512.0	5.0	517.0	694.0	320.0	155.0	31.0	3.0	1.0	2.0
LK-8212130	512.0	8.0	520.0	607.0	245.0	234.0	25.0	5.0	1.0	1.0
LK-9233050	512.0	9.0	521.0	619.0	294.0	183.0	21.0	12.0	1.0	2.0
LK-1215435	511.0	4.0	515.0	615.0	262.0	228.0	18.0	2.0	0.0	1.0
LK-1327065	511.0	7.0	518.0	625.0	248.0	234.0	22.0	5.0	1.0	1.0
LK-3127145	511.0	6.0	517.0	622.0	235.0	250.0	21.0	4.0	1.0	1.0
LK-9106075	511.0	9.0	520.0	607.0	255.0	212.0	9.0	3.0	1.0	32.0
LK-3203100	511.0	5.0	517.0	595.0	268.0	217.0	23.0	3.0	1.0	1.0
LK-6242030	511.0	4.0	515.0	621.0	292.0	204.0	13.0	1.0	0.0	0.0
LK-6242210	511.0	4.0	515.0	621.0	292.0	204.0	13.0	1.0	0.0	0.0
LK-5118045	511.0	12.0	524.0	696.0	108.0	53.0	6.0	8.0	333.0	3.0
LK-3130065	511.0	6.0	517.0	639.0	264.0	197.0	47.0	3.0	1.0	1.0
LK-5109055	511.0	15.0	526.0	789.0	272.0	136.0	4.0	5.0	90.0	3.0
LK-5110060	511.0	15.0	526.0	789.0	272.0	136.0	4.0	5.0	90.0	3.0
LK-8133155	511.0	6.0	518.0	616.0	272.0	221.0	11.0	4.0	2.0	1.0
LK-8118160	511.0	8.0	519.0	597.0	306.0	188.0	8.0	5.0	3.0	1.0
LK-4115015	511.0	27.0	538.0	1308.0	95.0	241.0	9.0	8.0	154.0	5.0
LK-1215350	510.0	4.0	513.0	613.0	261.0	228.0	18.0	2.0	0.0	1.0
LK-1333070	510.0	9.0	520.0	629.0	257.0	211.0	20.0	21.0	1.0	1.0
