entity_id	valid	rejected	polled	electors	UNP	TULF	IND	SLFP	SLMC	ELJP	MEP	USA	INDI	ACTC	DPLF	IND 1	IND 2	USF	IND1	IND2	USP
LK-4133035	671.0	33.0	704.0	1491.0	8.0	102.0			10.0				511.0	28.0	13.0						
LK-6160305	671.0	46.0	718.0	931.0	410.0			220.0		24.0	2.0	15.0									
LK-6248210	671.0	38.0	709.0	925.0	452.0			198.0	2.0	2.0		15.0							0.0	2.0	
LK-8121020	670.0	44.0	715.0	1007.0	354.0			233.0		23.0	6.0	55.0									
LK-8121080	670.0	44.0	714.0	1006.0	353.0			232.0		23.0	6.0	55.0									
LK-2121140	670.0	66.0	736.0	948.0	417.0			241.0	2.0	3.0		7.0									
LK-8130120	670.0	59.0	729.0	1003.0	358.0			255.0		44.0	3.0	9.0									
LK-2218160	670.0	53.0	723.0	1023.0	461.0			184.0		8.0		17.0									
LK-3139235	670.0	29.0	700.0	1005.0	322.0			248.0	53.0	33.0	5.0	9.0									
LK-2142110	670.0	46.0	715.0	946.0	403.0			233.0	27.0	2.0		5.0									
LK-9142070	670.0	43.0	713.0	872.0	440.0			220.0		2.0									2.0		6.0
LK-1203135	670.0	35.0	705.0	979.0	443.0			182.0		19.0		26.0									
LK-1239030	670.0	36.0	706.0	934.0	365.0			266.0		18.0		21.0									
LK-6248220	670.0	38.0	709.0	924.0	451.0			198.0	2.0	2.0		15.0							0.0	2.0	
LK-1112125	670.0	40.0	710.0	1080.0	326.0			196.0	1.0	24.0	104.0	19.0									
LK-2312340	670.0	54.0	724.0	913.0	404.0			145.0	10.0			32.0			80.0						
LK-4109075	669.0	60.0	729.0	1418.0	12.0	147.0			14.0				451.0	13.0	31.0						
LK-8233035	669.0	93.0	762.0	1598.0	387.0		2.0	264.0	2.0		5.0	8.0									
LK-9115240	669.0	47.0	716.0	860.0	409.0			243.0		2.0									2.0		14.0
LK-7112060	668.0	63.0	731.0	1071.0	405.0		10.0	238.0		7.0	2.0	6.0									
LK-6136105	668.0	34.0	702.0	885.0	383.0			269.0		9.0	2.0	4.0									
LK-3127060	668.0	38.0	707.0	916.0	339.0			318.0	2.0	2.0	2.0	7.0									
LK-1206020	668.0	30.0	699.0	931.0	355.0			276.0		4.0		33.0									
LK-5115065	668.0	42.0	710.0	932.0	68.0	162.0		30.0	199.0							202.0	8.0				
LK-8124190	667.0	60.0	728.0	936.0	385.0			228.0		18.0	6.0	30.0									
LK-1203185	667.0	35.0	702.0	975.0	441.0			181.0		19.0		26.0									
LK-3115125	667.0	40.0	707.0	878.0	347.0			308.0	1.0	2.0	4.0	4.0									
LK-1106200	667.0	33.0	700.0	1005.0	331.0			249.0	9.0	2.0	36.0	39.0									
LK-1215500	667.0	28.0	695.0	865.0	363.0			284.0		9.0		12.0									
LK-1215520	667.0	28.0	695.0	865.0	363.0			284.0		9.0		12.0									
LK-8227015	666.0	93.0	760.0	1592.0	386.0		2.0	263.0	2.0		5.0	8.0									
LK-9212060	666.0	38.0	704.0	1046.0	379.0			253.0		15.0	3.0	15.0									
LK-6160030	666.0	46.0	712.0	923.0	407.0			218.0		23.0	2.0	15.0									
LK-5103020	666.0	68.0	733.0	926.0	29.0	206.0		7.0	239.0							178.0	6.0				
LK-9218140	666.0	40.0	706.0	915.0	347.0			207.0		103.0	1.0	8.0									
LK-1209305	666.0	33.0	698.0	863.0	352.0			299.0		3.0		11.0									
LK-3106185	665.0	60.0	726.0	1110.0	359.0			114.0	5.0	5.0	4.0	178.0									
LK-9230135	665.0	54.0	718.0	1158.0	427.0			199.0		5.0	4.0	29.0									
LK-2209100	665.0	59.0	724.0	983.0	480.0			173.0		4.0		8.0									
LK-6160110	665.0	46.0	711.0	922.0	406.0			218.0		23.0	2.0	15.0									
LK-1209210	665.0	33.0	697.0	862.0	352.0			299.0		3.0		11.0									
LK-1306120	665.0	32.0	698.0	918.0	316.0			295.0	25.0	2.0	5.0	22.0									
LK-5215095	665.0	41.0	705.0	920.0	372.0	1.0		283.0	2.0									6.0			
LK-3133030	664.0	54.0	718.0	1055.0	333.0			265.0	1.0	8.0	5.0	51.0									
LK-7139025	664.0	63.0	727.0	1066.0	403.0		10.0	237.0		7.0	2.0	6.0									
LK-5327155	664.0	28.0	692.0	859.0	137.0	56.0		143.0	192.0		1.0		135.0								
LK-1324025	664.0	38.0	703.0	1249.0	333.0			224.0	91.0	4.0	2.0	11.0									
LK-9142125	664.0	43.0	707.0	863.0	436.0			218.0		2.0									2.0		6.0
LK-1303035	664.0	28.0	693.0	1010.0	269.0			313.0	32.0	2.0	8.0	40.0									
LK-9227140	663.0	49.0	711.0	909.0	454.0			120.0		6.0	2.0	80.0									
LK-6172100	663.0	39.0	702.0	969.0	385.0			245.0		23.0	3.0	7.0									
LK-1106195	663.0	33.0	696.0	1000.0	329.0			248.0	9.0	2.0	36.0	39.0									
LK-1118080	663.0	33.0	697.0	906.0	313.0			55.0	2.0	16.0	270.0	7.0									
LK-4106070	662.0	81.0	743.0	1476.0	12.0	146.0			17.0				447.0	14.0	26.0						
LK-3115095	662.0	40.0	702.0	873.0	345.0			306.0	1.0	2.0	4.0	4.0									
LK-9112215	662.0	36.0	698.0	858.0	328.0			314.0		1.0									1.0		17.0
LK-2130200	661.0	33.0	694.0	1215.0	409.0			168.0	54.0	6.0		24.0									
LK-7112035	661.0	62.0	723.0	1060.0	401.0		10.0	235.0		7.0	2.0	6.0									
LK-5103010	661.0	67.0	728.0	919.0	29.0	204.0		7.0	237.0							177.0	6.0				
LK-6178165	661.0	38.0	699.0	904.0	382.0			251.0		10.0	3.0	15.0									
LK-1112320	661.0	40.0	701.0	1066.0	322.0			193.0	1.0	24.0	103.0	19.0									
LK-1230525	661.0	29.0	690.0	861.0	336.0			311.0		4.0		10.0									
LK-1215160	661.0	27.0	689.0	857.0	360.0			282.0		8.0		11.0									
LK-1224355	661.0	25.0	686.0	904.0	332.0			304.0		9.0		16.0									
LK-2312045	661.0	53.0	714.0	901.0	398.0			143.0	10.0			31.0			78.0						
LK-2315195	661.0	53.0	715.0	902.0	398.0			143.0	10.0			31.0			78.0						
LK-8130005	660.0	58.0	718.0	988.0	352.0			252.0		44.0	3.0	9.0									
LK-9133080	660.0	40.0	700.0	862.0	385.0			227.0		2.0									1.0		46.0
LK-9136080	660.0	35.0	695.0	815.0	380.0			266.0		1.0									1.0		11.0
LK-6178195	660.0	37.0	697.0	903.0	381.0			250.0		10.0	3.0	15.0									
LK-3115080	660.0	40.0	700.0	870.0	344.0			305.0	1.0	2.0	4.0	4.0									
LK-1209370	660.0	32.0	693.0	856.0	350.0			297.0		3.0		11.0									
LK-1212070	660.0	31.0	691.0	874.0	376.0			260.0		18.0		6.0									
LK-1224405	660.0	25.0	685.0	904.0	332.0			303.0		9.0		16.0									
LK-9215005	659.0	36.0	694.0	1099.0	393.0			239.0		9.0	2.0	15.0									
LK-9124010	659.0	39.0	698.0	836.0	377.0			266.0		2.0									1.0		13.0
LK-5315200	659.0	25.0	684.0	1059.0	55.0	140.0		57.0	99.0		3.0		305.0								
LK-2148070	659.0	45.0	704.0	932.0	397.0			229.0	27.0	2.0		5.0									
LK-9218270	659.0	39.0	699.0	906.0	344.0			205.0		102.0	1.0	8.0									
LK-6236190	659.0	38.0	697.0	925.0	405.0			232.0	9.0	4.0		6.0							0.0	2.0	
LK-9215120	658.0	35.0	693.0	1098.0	393.0			239.0		9.0	2.0	15.0									
LK-9206350	658.0	47.0	705.0	1066.0	398.0			179.0		75.0	2.0	5.0									
LK-8103095	658.0	44.0	702.0	876.0	475.0			172.0		7.0	1.0	2.0									
LK-6136265	658.0	33.0	692.0	872.0	378.0			265.0		8.0	2.0	4.0									
LK-3139100	658.0	29.0	686.0	987.0	316.0			244.0	52.0	32.0	5.0	8.0									
LK-3139155	658.0	29.0	686.0	987.0	316.0			244.0	52.0	32.0	5.0	8.0									
LK-9118205	658.0	46.0	704.0	846.0	402.0			239.0		2.0									2.0		13.0
LK-1112100	658.0	40.0	697.0	1060.0	320.0			192.0	1.0	24.0	102.0	19.0									
LK-1112375	658.0	40.0	698.0	1061.0	320.0			192.0	1.0	24.0	102.0	19.0									
LK-1136180	658.0	30.0	688.0	964.0	302.0			284.0	1.0	3.0	48.0	21.0									
LK-8127235	657.0	85.0	743.0	952.0	394.0			242.0		9.0	8.0	4.0									
LK-4109130	657.0	59.0	716.0	1393.0	12.0	145.0			14.0				444.0	13.0	30.0						
LK-6160105	657.0	45.0	702.0	910.0	401.0			215.0		23.0	2.0	15.0									
LK-6239145	657.0	37.0	694.0	946.0	382.0			229.0	21.0	3.0		19.0							0.0	2.0	
LK-6227040	657.0	40.0	697.0	957.0	419.0			218.0	6.0	5.0		7.0							0.0	2.0	
LK-1239035	657.0	35.0	692.0	916.0	358.0			261.0		18.0		20.0									
LK-6233010	657.0	37.0	694.0	922.0	404.0			231.0	9.0	4.0		6.0							0.0	2.0	
LK-2142010	656.0	45.0	700.0	926.0	395.0			228.0	26.0	2.0		5.0									
LK-6242055	656.0	37.0	693.0	944.0	382.0			229.0	21.0	3.0		19.0							0.0	2.0	
LK-6184215	656.0	40.0	696.0	912.0	409.0			211.0		14.0	3.0	19.0									
LK-9118200	656.0	46.0	702.0	843.0	401.0			239.0		2.0									2.0		13.0
LK-1112110	656.0	40.0	696.0	1058.0	319.0			192.0	1.0	24.0	102.0	19.0									
LK-1112145	656.0	39.0	695.0	1057.0	319.0			191.0	1.0	24.0	102.0	19.0									
LK-1215535	656.0	27.0	683.0	850.0	357.0			279.0		8.0		11.0									
LK-9212075	655.0	37.0	693.0	1030.0	374.0			249.0		15.0	3.0	15.0									
LK-8103050	655.0	44.0	699.0	872.0	473.0			171.0		7.0	1.0	2.0									
LK-5327065	655.0	27.0	682.0	847.0	135.0	55.0		141.0	190.0		1.0		133.0								
LK-9142085	655.0	42.0	697.0	851.0	430.0			215.0		2.0									2.0		6.0
LK-9103146	655.0	42.0	697.0	873.0	378.0			125.0		3.0									1.0		148.0
LK-1218015	655.0	30.0	685.0	911.0	389.0			232.0		7.0		27.0									
LK-1106215	655.0	33.0	687.0	987.0	325.0			245.0	9.0	2.0	36.0	39.0									
LK-1112075	655.0	39.0	695.0	1056.0	319.0			191.0	1.0	24.0	102.0	19.0									
LK-1306025	655.0	32.0	687.0	904.0	311.0			290.0	25.0	2.0	5.0	22.0									
LK-5209080	655.0	40.0	695.0	907.0	367.0	1.0		279.0	2.0									6.0			
LK-2312120	655.0	53.0	708.0	893.0	394.0			142.0	10.0			31.0			78.0						
LK-1321195	654.0	41.0	695.0	1269.0	306.0			247.0	39.0	4.0	2.0	57.0									
LK-9103115	654.0	42.0	696.0	871.0	377.0			124.0		3.0									1.0		148.0
LK-1215255	654.0	27.0	682.0	848.0	356.0			279.0		8.0		11.0									
LK-1224295	654.0	25.0	679.0	895.0	329.0			300.0		9.0		15.0									
LK-5233135	654.0	33.0	687.0	773.0	108.0	219.0		122.0	203.0									1.0			
LK-2130045	653.0	35.0	688.0	1209.0	374.0			229.0	26.0	3.0		20.0									
LK-6160040	653.0	45.0	698.0	905.0	399.0			214.0		23.0	2.0	15.0									
LK-6172205	653.0	38.0	691.0	954.0	379.0			241.0		23.0	3.0	7.0									
LK-9227135	652.0	48.0	700.0	895.0	447.0			119.0		6.0	2.0	79.0									
LK-9148020	651.0	38.0	690.0	1186.0	372.0			258.0		7.0									2.0		12.0
LK-2203045	651.0	57.0	709.0	1074.0	350.0			281.0		13.0		7.0									
LK-7112020	650.0	61.0	711.0	1043.0	394.0		10.0	232.0		7.0	2.0	6.0									
LK-6160300	650.0	45.0	695.0	901.0	397.0			213.0		23.0	2.0	15.0									
LK-6149030	650.0	34.0	684.0	871.0	337.0			275.0		29.0	4.0	4.0									
LK-9106050	650.0	42.0	692.0	866.0	375.0			124.0		3.0									1.0		147.0
LK-3115020	650.0	39.0	690.0	857.0	339.0			300.0	1.0	2.0	4.0	4.0									
LK-1224340	650.0	25.0	675.0	890.0	327.0			299.0		9.0		15.0									
LK-5112175	650.0	41.0	691.0	907.0	66.0	157.0		29.0	194.0							196.0	8.0				
LK-4133100	649.0	32.0	681.0	1442.0	7.0	99.0			10.0				494.0	27.0	12.0						
LK-1118125	649.0	33.0	682.0	887.0	307.0			54.0	2.0	15.0	264.0	7.0									
LK-4139055	648.0	74.0	722.0	1416.0	10.0	106.0			13.0				490.0	11.0	16.0						
LK-9209145	648.0	55.0	703.0	926.0	411.0			219.0		12.0	2.0	4.0									
LK-2115045	648.0	47.0	695.0	1176.0	420.0			172.0	43.0	2.0		12.0									
LK-4112040	648.0	69.0	717.0	1475.0	9.0	222.0			12.0				362.0	13.0	29.0						
LK-6203100	648.0	45.0	692.0	992.0	395.0			181.0	64.0	3.0		3.0							0.0	1.0	
LK-9218190	648.0	39.0	686.0	889.0	338.0			201.0		100.0	1.0	7.0									
LK-6245110	648.0	37.0	686.0	894.0	437.0			192.0	2.0	2.0		15.0							0.0	2.0	
LK-1109085	648.0	28.0	676.0	980.0	294.0			243.0	1.0	6.0	82.0	21.0									
LK-1136175	648.0	29.0	677.0	948.0	297.0			280.0	1.0	3.0	47.0	20.0									
LK-5242145	648.0	33.0	681.0	765.0	107.0	217.0		121.0	201.0									1.0			
LK-9203300	647.0	41.0	688.0	1291.0	409.0			206.0		19.0	3.0	11.0									
LK-4133160	647.0	32.0	679.0	1437.0	7.0	98.0			10.0				493.0	27.0	12.0						
LK-6136025	647.0	33.0	680.0	858.0	372.0			261.0		8.0	2.0	4.0									
LK-5109045	647.0	66.0	713.0	899.0	29.0	200.0		7.0	232.0							173.0	6.0				
LK-1115050	647.0	33.0	680.0	884.0	306.0			54.0	2.0	15.0	263.0	7.0									
LK-1112040	647.0	39.0	686.0	1043.0	315.0			189.0	1.0	23.0	101.0	18.0									
LK-1306210	647.0	32.0	678.0	893.0	308.0			287.0	24.0	2.0	5.0	22.0									
LK-4309090	646.0	59.0	705.0	1726.0	174.0	281.0	80.0	45.0	67.0												
LK-2145135	646.0	40.0	687.0	843.0	418.0			206.0	16.0	2.0		4.0									
LK-1236100	646.0	31.0	677.0	918.0	332.0			264.0		6.0		43.0									
LK-1310065	646.0	40.0	687.0	949.0	360.0			247.0	2.0	1.0	12.0	25.0									
LK-3121080	646.0	39.0	685.0	851.0	336.0			298.0	1.0	2.0	4.0	4.0									
LK-6218135	646.0	37.0	682.0	906.0	397.0			227.0	9.0	4.0		6.0							0.0	2.0	
LK-5121110	646.0	41.0	687.0	902.0	65.0	156.0		29.0	193.0							195.0	8.0				
LK-2130050	645.0	35.0	680.0	1195.0	370.0			226.0	26.0	3.0		20.0									
LK-4115010	645.0	69.0	713.0	1467.0	9.0	221.0			12.0				360.0	13.0	29.0						
LK-9206110	645.0	46.0	690.0	1044.0	389.0			175.0		74.0	2.0	5.0									
LK-6242060	645.0	37.0	681.0	928.0	375.0			225.0	21.0	3.0		19.0							0.0	2.0	
LK-9151075	645.0	38.0	682.0	1174.0	368.0			255.0		7.0									2.0		12.0
LK-1309100	645.0	40.0	685.0	946.0	359.0			246.0	2.0	1.0	12.0	25.0									
LK-4115025	644.0	68.0	712.0	1464.0	9.0	220.0			12.0				360.0	13.0	29.0						
LK-4133020	644.0	32.0	676.0	1431.0	7.0	98.0			10.0				490.0	26.0	12.0						
LK-6163210	644.0	52.0	697.0	971.0	373.0			239.0		19.0	2.0	12.0									
LK-1324380	644.0	37.0	681.0	1210.0	323.0			217.0	88.0	4.0	2.0	11.0									
LK-2142055	644.0	44.0	688.0	910.0	388.0			224.0	26.0	2.0		5.0									
LK-3136055	644.0	44.0	688.0	958.0	346.0			235.0	1.0	3.0	9.0	50.0									
LK-9127020	644.0	34.0	678.0	796.0	370.0			260.0		1.0									1.0		11.0
LK-6181230	644.0	39.0	683.0	895.0	401.0			207.0		14.0	3.0	19.0									
LK-3121170	644.0	39.0	683.0	849.0	335.0			298.0	1.0	2.0	4.0	4.0									
LK-1112035	644.0	39.0	682.0	1038.0	313.0			188.0	1.0	23.0	100.0	18.0									
LK-1324235	643.0	37.0	679.0	1207.0	322.0			217.0	88.0	4.0	2.0	11.0									
LK-2142020	643.0	44.0	687.0	909.0	387.0			224.0	26.0	2.0		5.0									
LK-6178320	643.0	36.0	680.0	880.0	372.0			244.0		9.0	3.0	15.0									
LK-3121155	643.0	39.0	682.0	847.0	335.0			297.0	1.0	2.0	4.0	4.0									
LK-1115045	643.0	32.0	675.0	878.0	303.0			53.0	2.0	15.0	262.0	7.0									
LK-1224345	643.0	24.0	668.0	881.0	323.0			296.0		9.0		15.0									
LK-1224425	643.0	24.0	667.0	880.0	323.0			295.0		9.0		15.0									
LK-9124120	642.0	38.0	680.0	814.0	367.0			259.0		2.0									1.0		13.0
LK-5327060	642.0	27.0	669.0	831.0	132.0	54.0		138.0	186.0		1.0		130.0								
LK-3136365	642.0	44.0	686.0	955.0	345.0			234.0	1.0	3.0	9.0	50.0									
LK-1136020	642.0	29.0	671.0	940.0	294.0			277.0	1.0	3.0	47.0	20.0									
LK-2312245	642.0	52.0	694.0	876.0	387.0			139.0	9.0			30.0			76.0						
LK-6136220	641.0	32.0	673.0	849.0	368.0			258.0		8.0	2.0	4.0									
LK-1321075	641.0	40.0	682.0	1244.0	300.0			242.0	38.0	4.0	2.0	56.0									
LK-5115070	641.0	41.0	682.0	895.0	65.0	155.0		29.0	191.0							194.0	8.0				
LK-1312100	640.0	54.0	694.0	1247.0	357.0			263.0	7.0	3.0	6.0	5.0									
LK-6245070	640.0	37.0	677.0	883.0	431.0			189.0	2.0	2.0		15.0							0.0	1.0	
LK-1206090	640.0	29.0	669.0	891.0	340.0			265.0		4.0		31.0									
LK-1233445	640.0	30.0	670.0	889.0	322.0			288.0		6.0		24.0									
LK-2315245	640.0	52.0	691.0	872.0	385.0			139.0	9.0			30.0			76.0						
LK-1112210	639.0	38.0	677.0	1030.0	311.0			186.0	1.0	23.0	99.0	18.0									
LK-1209355	639.0	31.0	671.0	829.0	339.0			287.0		3.0		10.0									
LK-1221160	639.0	30.0	669.0	916.0	393.0			220.0		4.0		22.0									
LK-1103120	639.0	45.0	683.0	962.0	363.0			87.0	145.0	1.0	10.0	32.0									
LK-2206080	638.0	56.0	694.0	1052.0	343.0			276.0		13.0		7.0									
LK-9218005	638.0	38.0	676.0	876.0	333.0			198.0		99.0	1.0	7.0									
LK-1224055	638.0	24.0	662.0	873.0	321.0			293.0		9.0		15.0									
LK-8127330	637.0	83.0	719.0	922.0	381.0			235.0		8.0	8.0	4.0									
LK-3133070	637.0	52.0	689.0	1012.0	320.0			254.0	1.0	8.0	5.0	49.0									
LK-8103135	637.0	43.0	680.0	848.0	460.0			167.0		7.0	1.0	2.0									
LK-2142065	637.0	44.0	681.0	900.0	384.0			222.0	26.0	2.0		5.0									
LK-6103080	637.0	56.0	694.0	959.0	324.0			270.0		19.0	5.0	20.0									
LK-9142160	637.0	41.0	678.0	829.0	418.0			209.0		2.0									2.0		6.0
LK-1239195	637.0	34.0	672.0	889.0	348.0			253.0		17.0		20.0									
LK-6248100	637.0	36.0	673.0	878.0	429.0			188.0	2.0	2.0		15.0							0.0	1.0	
LK-1312110	636.0	53.0	689.0	1239.0	355.0			261.0	7.0	3.0	5.0	4.0									
LK-7139135	636.0	60.0	696.0	1020.0	385.0		10.0	227.0		7.0	2.0	5.0									
LK-9221180	636.0	33.0	669.0	899.0	413.0			88.0		7.0	3.0	125.0									
LK-2148065	636.0	43.0	679.0	898.0	383.0			221.0	26.0	2.0		5.0									
LK-6142010	636.0	24.0	660.0	825.0	340.0			280.0		11.0	2.0	3.0									
LK-5103045	636.0	65.0	701.0	885.0	28.0	197.0		7.0	228.0							170.0	6.0				
LK-1112310	636.0	38.0	674.0	1025.0	309.0			186.0	1.0	23.0	99.0	18.0									
LK-1215135	636.0	26.0	663.0	825.0	346.0			271.0		8.0		11.0									
LK-5121065	636.0	40.0	677.0	888.0	64.0	154.0		28.0	190.0							192.0	8.0				
LK-9212210	635.0	36.0	671.0	998.0	362.0			241.0		14.0	3.0	15.0									
LK-2233150	635.0	58.0	693.0	965.0	413.0			192.0		17.0		13.0									
LK-9221035	635.0	33.0	668.0	898.0	412.0			88.0		7.0	3.0	125.0									
LK-3139135	635.0	28.0	663.0	952.0	305.0			235.0	50.0	31.0	5.0	8.0									
LK-5104005	635.0	65.0	700.0	884.0	28.0	197.0		7.0	228.0							170.0	6.0				
LK-9118155	635.0	44.0	679.0	815.0	388.0			231.0		2.0									2.0		13.0
LK-6212020	635.0	39.0	674.0	925.0	405.0			210.0	6.0	5.0		7.0							0.0	2.0	
LK-1215170	635.0	26.0	661.0	823.0	345.0			270.0		8.0		11.0									
LK-2130285	634.0	34.0	668.0	1173.0	363.0			222.0	26.0	3.0		19.0									
LK-1312060	634.0	53.0	688.0	1235.0	354.0			260.0	7.0	3.0	5.0	4.0									
LK-2303420	634.0	53.0	686.0	835.0	404.0			198.0	11.0			6.0			15.0						
LK-3133160	634.0	52.0	686.0	1007.0	318.0			253.0	1.0	8.0	5.0	49.0									
LK-5315210	634.0	24.0	658.0	1018.0	53.0	135.0		54.0	95.0		3.0		293.0								
LK-9112015	634.0	34.0	668.0	822.0	315.0			301.0		1.0									1.0		16.0
LK-5233125	634.0	32.0	666.0	749.0	105.0	213.0		119.0	197.0									1.0			
LK-8139115	633.0	48.0	682.0	963.0	368.0			239.0		13.0	3.0	11.0									
LK-2306295	633.0	45.0	679.0	806.0	444.0			182.0	1.0			5.0			2.0						
LK-9221030	633.0	33.0	667.0	896.0	411.0			88.0		7.0	3.0	125.0									
LK-3136315	633.0	43.0	676.0	941.0	340.0			231.0	1.0	3.0	8.0	49.0									
LK-9148175	633.0	37.0	670.0	1152.0	362.0			250.0		7.0									2.0		12.0
LK-9136060	633.0	33.0	666.0	781.0	364.0			255.0		1.0									1.0		11.0
LK-1218025	633.0	29.0	662.0	881.0	376.0			224.0		7.0		26.0									
LK-3115030	633.0	38.0	671.0	833.0	329.0			292.0	1.0	2.0	4.0	4.0									
LK-1230135	633.0	28.0	660.0	824.0	321.0			298.0		4.0		10.0									
LK-2315165	633.0	51.0	684.0	862.0	381.0			137.0	9.0			30.0			75.0						
LK-8130010	632.0	56.0	688.0	947.0	338.0			241.0		42.0	3.0	9.0									
LK-8130025	632.0	55.0	687.0	946.0	337.0			241.0		42.0	3.0	9.0									
LK-2109025	632.0	46.0	678.0	1690.0	388.0			193.0	45.0	2.0		3.0									
LK-9218290	632.0	38.0	670.0	869.0	330.0			197.0		98.0	1.0	7.0									
LK-9142065	632.0	40.0	672.0	822.0	415.0			208.0		2.0									2.0		6.0
LK-1218115	632.0	29.0	660.0	878.0	375.0			224.0		7.0		26.0									
LK-8121015	631.0	42.0	673.0	948.0	333.0			219.0		22.0	5.0	52.0									
LK-3139120	631.0	27.0	658.0	946.0	303.0			234.0	50.0	31.0	5.0	8.0									
LK-9218265	631.0	38.0	668.0	866.0	329.0			196.0		98.0	1.0	7.0									
LK-9142095	631.0	40.0	671.0	820.0	414.0			207.0		2.0									2.0		6.0
LK-2115025	630.0	45.0	675.0	1142.0	408.0			167.0	42.0	2.0		11.0									
LK-1321185	630.0	40.0	669.0	1221.0	294.0			237.0	37.0	4.0	2.0	55.0									
LK-3136460	630.0	43.0	673.0	937.0	339.0			230.0	1.0	3.0	8.0	49.0									
LK-9106155	630.0	40.0	670.0	839.0	363.0			120.0		3.0									1.0		143.0
LK-1230510	630.0	28.0	657.0	820.0	320.0			296.0		4.0		10.0									
LK-1109140	630.0	27.0	657.0	953.0	286.0			236.0	1.0	5.0	80.0	21.0									
LK-4512065	629.0	108.0	737.0	1605.0	46.0	266.0			20.0				258.0	17.0	22.0						
LK-1239040	629.0	34.0	663.0	877.0	343.0			250.0		17.0		19.0									
LK-1318070	629.0	31.0	659.0	868.0	299.0			279.0	24.0	2.0	4.0	21.0									
LK-1121160	629.0	25.0	653.0	939.0	253.0			126.0	2.0	8.0	220.0	20.0									
LK-1215490	629.0	26.0	655.0	816.0	342.0			268.0		8.0		11.0									
LK-1224380	629.0	24.0	652.0	860.0	316.0			289.0		9.0		15.0									
LK-5248105	629.0	32.0	661.0	742.0	104.0	211.0		117.0	195.0									1.0			
LK-8130150	628.0	55.0	683.0	940.0	335.0			239.0		42.0	3.0	9.0									
LK-3242220	628.0	37.0	665.0	1252.0	330.0			222.0		14.0	5.0	58.0									
LK-2154135	628.0	50.0	679.0	962.0	403.0			188.0	19.0	2.0		17.0									
LK-3118175	628.0	38.0	666.0	827.0	327.0			290.0	1.0	2.0	4.0	4.0									
LK-1303255	628.0	27.0	655.0	956.0	255.0			296.0	30.0	2.0	8.0	38.0									
LK-1212465	628.0	29.0	657.0	831.0	357.0			247.0		17.0		6.0									
LK-1315020	627.0	53.0	680.0	1221.0	350.0			257.0	7.0	3.0	5.0	4.0									
LK-6215055	627.0	43.0	671.0	962.0	383.0			176.0	62.0	2.0		3.0							0.0	1.0	
LK-9151100	627.0	37.0	664.0	1142.0	358.0			248.0		7.0									2.0		12.0
LK-5110010	627.0	64.0	691.0	871.0	28.0	194.0		6.0	225.0							168.0	6.0				
LK-6224090	627.0	38.0	665.0	913.0	400.0			208.0	6.0	4.0		7.0							0.0	2.0	
LK-1303180	627.0	27.0	654.0	954.0	254.0			295.0	30.0	2.0	8.0	38.0									
LK-1306130	627.0	31.0	658.0	866.0	298.0			278.0	24.0	2.0	4.0	21.0									
LK-1206205	627.0	29.0	655.0	873.0	333.0			259.0		4.0		31.0									
LK-5248020	627.0	32.0	659.0	741.0	103.0	210.0		117.0	195.0									1.0			
LK-4103070	626.0	71.0	697.0	1368.0	10.0	103.0			13.0				474.0	11.0	16.0						
LK-3106025	626.0	57.0	683.0	1045.0	338.0			107.0	5.0	5.0	4.0	168.0									
LK-2112175	626.0	45.0	671.0	1136.0	406.0			166.0	41.0	2.0		11.0									
LK-6245030	626.0	36.0	662.0	863.0	422.0			185.0	2.0	2.0		14.0							0.0	1.0	
LK-6248200	626.0	36.0	662.0	864.0	422.0			185.0	2.0	2.0		14.0							0.0	1.0	
LK-1224065	626.0	24.0	650.0	857.0	315.0			288.0		9.0		15.0									
LK-1224070	626.0	24.0	650.0	857.0	315.0			288.0		9.0		15.0									
LK-3133135	625.0	51.0	676.0	993.0	314.0			250.0	1.0	8.0	5.0	48.0									
LK-3134060	625.0	51.0	676.0	993.0	314.0			250.0	1.0	8.0	5.0	48.0									
LK-3242190	625.0	36.0	661.0	1245.0	328.0			221.0		14.0	5.0	57.0									
LK-8103130	625.0	42.0	667.0	832.0	451.0			164.0		6.0	1.0	2.0									
LK-6136210	625.0	32.0	656.0	828.0	359.0			252.0		8.0	2.0	4.0									
LK-1321265	625.0	39.0	664.0	1212.0	292.0			236.0	37.0	4.0	2.0	54.0									
LK-3136485	625.0	43.0	667.0	929.0	336.0			228.0	1.0	3.0	8.0	48.0									
LK-9127055	625.0	33.0	658.0	772.0	359.0			252.0		1.0									1.0		11.0
LK-8142025	624.0	48.0	672.0	949.0	363.0			235.0		13.0	3.0	11.0									
LK-2136395	624.0	32.0	656.0	1531.0	335.0			262.0	15.0	2.0		10.0									
LK-9209110	624.0	53.0	677.0	891.0	396.0			211.0		12.0	2.0	4.0									
LK-5327190	624.0	26.0	650.0	807.0	128.0	53.0		134.0	181.0		1.0		127.0								
LK-6178325	624.0	35.0	660.0	854.0	361.0			236.0		9.0	3.0	15.0									
LK-1209110	624.0	31.0	655.0	810.0	331.0			281.0		3.0		10.0									
LK-1230330	624.0	27.0	652.0	813.0	317.0			294.0		4.0		10.0									
LK-8127215	623.0	81.0	704.0	903.0	374.0			230.0		8.0	8.0	4.0									
