entity_id	valid	rejected	polled	electors	UNP	SLFP	SLMP
LK-2130125	920.0	11.0	931.0	1370.0	478.0	418.0	24.0
LK-7118110	920.0	15.0	935.0	2064.0	423.0	472.0	25.0
LK-2315170	919.0	21.0	940.0	1212.0	627.0	265.0	27.0
LK-9221005	919.0	14.0	933.0	1271.0	540.0	336.0	43.0
LK-1221010	918.0	17.0	935.0	1310.0	482.0	407.0	28.0
LK-1109015	918.0	13.0	932.0	1449.0	378.0	506.0	35.0
LK-2142075	918.0	11.0	928.0	1151.0	515.0	394.0	9.0
LK-4109025	917.0	65.0	982.0	4251.0	292.0	254.0	371.0
LK-5106010	916.0	30.0	946.0	1659.0	427.0	234.0	255.0
LK-6160115	915.0	9.0	924.0	1257.0	486.0	416.0	13.0
LK-2303310	915.0	12.0	926.0	1133.0	515.0	392.0	8.0
LK-1212705	913.0	14.0	927.0	1296.0	440.0	455.0	18.0
LK-9148050	913.0	13.0	926.0	1587.0	459.0	436.0	18.0
LK-9215220	913.0	17.0	929.0	1400.0	485.0	411.0	17.0
LK-8218	913.0	32.0	943.0	14465.0	497.0	380.0	31.0
LK-2315190	912.0	21.0	933.0	1203.0	623.0	263.0	27.0
LK-1224120	912.0	11.0	923.0	1255.0	381.0	504.0	27.0
LK-9112250	912.0	10.0	923.0	1159.0	431.0	458.0	24.0
LK-1106230	912.0	15.0	927.0	1343.0	424.0	445.0	43.0
LK-1310125	912.0	12.0	924.0	1284.0	442.0	446.0	25.0
LK-1230620	911.0	8.0	919.0	1147.0	411.0	485.0	15.0
LK-9112240	910.0	10.0	920.0	1156.0	429.0	456.0	24.0
LK-2127370	910.0	13.0	924.0	1600.0	499.0	397.0	14.0
LK-1218180	907.0	12.0	919.0	1262.0	515.0	357.0	35.0
LK-7139175	907.0	13.0	919.0	1547.0	437.0	456.0	13.0
LK-1303060	906.0	13.0	919.0	1299.0	377.0	471.0	59.0
LK-1203105	905.0	11.0	916.0	1305.0	555.0	317.0	33.0
LK-1136270	904.0	13.0	917.0	1282.0	367.0	505.0	32.0
LK-1218130	904.0	12.0	917.0	1259.0	514.0	356.0	35.0
LK-1303275	903.0	13.0	916.0	1295.0	375.0	469.0	59.0
LK-5115035	903.0	29.0	932.0	1683.0	506.0	144.0	253.0
LK-6160250	902.0	9.0	911.0	1239.0	479.0	410.0	13.0
LK-5248035	901.0	24.0	925.0	1291.0	394.0	424.0	83.0
LK-6160220	901.0	9.0	910.0	1237.0	479.0	409.0	13.0
LK-2115045	901.0	15.0	916.0	1201.0	515.0	372.0	14.0
LK-1215020	900.0	12.0	912.0	1159.0	437.0	442.0	21.0
LK-1303235	899.0	13.0	912.0	1289.0	373.0	467.0	58.0
LK-6245135	899.0	13.0	912.0	1201.0	515.0	367.0	17.0
LK-1236045	899.0	13.0	912.0	1263.0	410.0	438.0	52.0
LK-2142015	898.0	11.0	908.0	1126.0	504.0	385.0	8.0
LK-9112130	897.0	10.0	907.0	1139.0	423.0	450.0	24.0
LK-1106090	897.0	15.0	912.0	1322.0	417.0	438.0	42.0
LK-1218110	897.0	12.0	909.0	1248.0	509.0	353.0	35.0
LK-1106180	896.0	15.0	911.0	1320.0	417.0	437.0	42.0
LK-1239010	896.0	13.0	909.0	1208.0	437.0	432.0	28.0
LK-1306015	895.0	14.0	909.0	1193.0	423.0	436.0	37.0
LK-9133130	895.0	12.0	906.0	1148.0	450.0	408.0	37.0
LK-2145065	894.0	10.0	904.0	1127.0	518.0	369.0	8.0
LK-1221060	893.0	16.0	910.0	1275.0	469.0	396.0	28.0
LK-1306125	892.0	14.0	906.0	1188.0	421.0	434.0	37.0
LK-2130010	892.0	11.0	903.0	1329.0	464.0	405.0	23.0
LK-2303480	892.0	11.0	903.0	1105.0	502.0	382.0	8.0
LK-9218120	891.0	10.0	900.0	1502.0	510.0	366.0	14.0
LK-9224115	891.0	13.0	903.0	1193.0	530.0	330.0	31.0
LK-9215150	891.0	16.0	908.0	1367.0	474.0	401.0	16.0
LK-8133175	891.0	24.0	916.0	1448.0	484.0	381.0	26.0
LK-2315235	890.0	20.0	911.0	1174.0	608.0	256.0	26.0
LK-2142045	890.0	10.0	900.0	1116.0	499.0	382.0	8.0
LK-1324220	890.0	14.0	904.0	1505.0	421.0	450.0	20.0
LK-1109010	889.0	13.0	902.0	1402.0	366.0	489.0	34.0
LK-1112190	889.0	12.0	902.0	1544.0	369.0	489.0	31.0
LK-9124155	888.0	10.0	898.0	1089.0	457.0	416.0	16.0
LK-1309075	887.0	11.0	899.0	1249.0	429.0	434.0	24.0
LK-1218040	887.0	12.0	899.0	1234.0	504.0	349.0	34.0
LK-2130255	887.0	11.0	898.0	1322.0	461.0	403.0	23.0
LK-1221195	886.0	16.0	902.0	1264.0	465.0	393.0	27.0
LK-1206105	886.0	13.0	899.0	1206.0	454.0	400.0	32.0
LK-6218015	886.0	12.0	899.0	1199.0	475.0	399.0	13.0
LK-1303095	885.0	13.0	898.0	1269.0	368.0	460.0	57.0
LK-9124035	885.0	10.0	895.0	1085.0	455.0	414.0	16.0
LK-2303400	885.0	11.0	897.0	1097.0	499.0	379.0	8.0
LK-2130205	885.0	14.0	898.0	1357.0	530.0	326.0	29.0
LK-1233425	884.0	11.0	895.0	1203.0	392.0	456.0	36.0
LK-1303135	883.0	13.0	896.0	1266.0	367.0	459.0	57.0
LK-1136095	882.0	12.0	894.0	1251.0	358.0	493.0	31.0
LK-1206190	882.0	13.0	895.0	1201.0	452.0	399.0	32.0
LK-9112075	882.0	10.0	892.0	1121.0	416.0	442.0	23.0
LK-2130225	882.0	11.0	893.0	1314.0	459.0	400.0	23.0
LK-2142025	881.0	10.0	891.0	1105.0	494.0	378.0	8.0
LK-1303285	880.0	13.0	893.0	1262.0	366.0	457.0	57.0
LK-1106080	880.0	15.0	894.0	1296.0	409.0	429.0	41.0
LK-5315180	880.0	22.0	903.0	2216.0	321.0	228.0	331.0
LK-2130250	879.0	11.0	890.0	1310.0	457.0	399.0	23.0
LK-1221170	878.0	16.0	894.0	1253.0	461.0	390.0	27.0
LK-6209015	878.0	8.0	886.0	1454.0	457.0	406.0	14.0
LK-9230050	878.0	13.0	892.0	1313.0	530.0	331.0	18.0
LK-9203300	878.0	12.0	891.0	1325.0	485.0	378.0	16.0
LK-1303040	877.0	13.0	889.0	1257.0	364.0	455.0	57.0
LK-1112085	877.0	12.0	889.0	1523.0	364.0	483.0	30.0
LK-1136025	876.0	12.0	888.0	1243.0	356.0	490.0	31.0
LK-1218205	876.0	12.0	888.0	1220.0	498.0	345.0	34.0
LK-1239175	876.0	12.0	888.0	1181.0	427.0	422.0	27.0
LK-9124045	876.0	10.0	885.0	1074.0	450.0	410.0	16.0
LK-9112090	875.0	10.0	885.0	1112.0	413.0	439.0	23.0
LK-2115025	875.0	15.0	890.0	1167.0	500.0	361.0	13.0
LK-2145005	875.0	10.0	884.0	1103.0	507.0	361.0	8.0
LK-1203170	874.0	11.0	885.0	1260.0	536.0	307.0	32.0
LK-1206170	873.0	13.0	886.0	1188.0	447.0	394.0	32.0
LK-1203160	873.0	11.0	883.0	1258.0	535.0	306.0	32.0
LK-9142180	872.0	10.0	882.0	1111.0	505.0	355.0	12.0
LK-1215245	871.0	12.0	883.0	1122.0	423.0	428.0	20.0
LK-1239220	871.0	12.0	883.0	1174.0	425.0	420.0	27.0
LK-5203065	870.0	11.0	880.0	1203.0	438.0	421.0	11.0
LK-1233140	870.0	11.0	881.0	1184.0	386.0	449.0	36.0
LK-2112175	870.0	15.0	885.0	1161.0	498.0	359.0	13.0
LK-5106035	870.0	29.0	899.0	1576.0	406.0	222.0	242.0
LK-5110065	870.0	29.0	899.0	1577.0	406.0	222.0	242.0
LK-7210035	870.0	17.0	887.0	1756.0	465.0	388.0	18.0
LK-1136200	869.0	12.0	881.0	1232.0	353.0	486.0	31.0
LK-9215100	869.0	16.0	885.0	1333.0	462.0	391.0	16.0
LK-2109105	868.0	15.0	883.0	1433.0	467.0	390.0	11.0
LK-1206085	867.0	13.0	879.0	1179.0	444.0	392.0	31.0
LK-9136015	867.0	9.0	876.0	1032.0	443.0	407.0	17.0
LK-9212120	866.0	13.0	879.0	1343.0	423.0	424.0	19.0
LK-9133035	866.0	11.0	877.0	1111.0	435.0	395.0	36.0
LK-1206185	865.0	13.0	877.0	1177.0	443.0	391.0	31.0
LK-5112150	865.0	28.0	892.0	1612.0	485.0	138.0	242.0
LK-9206195	865.0	11.0	875.0	1290.0	523.0	329.0	12.0
LK-9224045	865.0	12.0	877.0	1159.0	515.0	320.0	30.0
LK-4136040	865.0	39.0	904.0	4005.0	283.0	289.0	294.0
LK-1309040	864.0	11.0	875.0	1216.0	418.0	423.0	23.0
LK-6160260	864.0	9.0	872.0	1186.0	459.0	392.0	13.0
LK-9221120	864.0	13.0	877.0	1194.0	508.0	316.0	40.0
LK-1106130	863.0	14.0	877.0	1271.0	402.0	421.0	41.0
LK-1136070	862.0	12.0	874.0	1222.0	350.0	482.0	31.0
LK-1233295	862.0	11.0	872.0	1173.0	382.0	445.0	35.0
LK-1112315	861.0	12.0	873.0	1494.0	357.0	474.0	30.0
LK-9142170	861.0	10.0	871.0	1096.0	499.0	351.0	11.0
LK-8142065	861.0	18.0	879.0	1400.0	476.0	366.0	19.0
LK-1133160	860.0	13.0	873.0	1287.0	419.0	394.0	46.0
LK-1224255	860.0	10.0	870.0	1182.0	359.0	475.0	25.0
LK-1218050	860.0	12.0	872.0	1197.0	488.0	338.0	33.0
LK-1239180	860.0	12.0	872.0	1160.0	419.0	414.0	27.0
LK-1324190	860.0	14.0	873.0	1454.0	407.0	434.0	19.0
LK-6242020	859.0	8.0	867.0	1187.0	458.0	383.0	18.0
LK-1239205	858.0	12.0	870.0	1157.0	418.0	413.0	27.0
LK-1324205	857.0	14.0	871.0	1450.0	406.0	433.0	19.0
LK-1309275	856.0	11.0	867.0	1205.0	414.0	419.0	23.0
LK-9224120	856.0	12.0	868.0	1147.0	509.0	317.0	30.0
LK-1327175	855.0	16.0	871.0	1558.0	396.0	440.0	18.0
LK-2218190	855.0	20.0	875.0	2101.0	540.0	296.0	19.0
LK-5327150	854.0	9.0	864.0	1286.0	431.0	294.0	130.0
LK-1103115	853.0	15.0	868.0	1278.0	561.0	249.0	43.0
LK-2309365	853.0	14.0	866.0	1141.0	467.0	375.0	10.0
LK-7139125	853.0	12.0	865.0	1455.0	411.0	429.0	13.0
LK-8139110	853.0	18.0	872.0	1388.0	472.0	363.0	19.0
LK-1109035	852.0	12.0	864.0	1344.0	351.0	469.0	32.0
LK-1303315	852.0	12.0	864.0	1222.0	354.0	442.0	55.0
LK-2312110	851.0	20.0	871.0	1123.0	581.0	245.0	25.0
LK-1112260	851.0	12.0	862.0	1477.0	353.0	468.0	29.0
LK-1309025	851.0	11.0	862.0	1197.0	412.0	416.0	23.0
LK-9215055	851.0	15.0	867.0	1306.0	453.0	383.0	16.0
LK-1136045	850.0	12.0	862.0	1205.0	345.0	475.0	30.0
LK-1106210	850.0	14.0	864.0	1252.0	396.0	415.0	40.0
LK-9121045	850.0	10.0	860.0	1082.0	492.0	346.0	11.0
LK-1209315	849.0	12.0	861.0	1102.0	416.0	417.0	17.0
LK-1136160	848.0	12.0	860.0	1202.0	344.0	474.0	30.0
LK-1306220	848.0	13.0	862.0	1130.0	400.0	413.0	35.0
LK-1233360	846.0	11.0	857.0	1152.0	375.0	437.0	35.0
LK-1321215	846.0	21.0	867.0	1351.0	401.0	399.0	46.0
LK-2109115	845.0	14.0	860.0	1395.0	455.0	379.0	11.0
LK-9106095	845.0	10.0	855.0	1150.0	456.0	350.0	38.0
LK-1309090	844.0	11.0	854.0	1187.0	408.0	413.0	23.0
LK-9103030	844.0	10.0	854.0	1148.0	456.0	350.0	38.0
LK-5327025	844.0	9.0	854.0	1270.0	426.0	290.0	128.0
LK-5212090	843.0	10.0	853.0	1166.0	424.0	408.0	10.0
LK-1133175	843.0	13.0	855.0	1261.0	411.0	386.0	45.0
LK-1136365	843.0	12.0	855.0	1195.0	342.0	471.0	30.0
LK-1309220	843.0	11.0	854.0	1186.0	408.0	412.0	23.0
LK-5224025	842.0	16.0	858.0	1228.0	522.0	271.0	49.0
LK-9209170	842.0	13.0	855.0	1270.0	505.0	326.0	11.0
LK-5242030	841.0	22.0	863.0	1204.0	367.0	396.0	78.0
LK-3303060	841.0	34.0	875.0	1959.0	412.0	404.0	25.0
LK-7215190	840.0	17.0	857.0	1696.0	449.0	374.0	17.0
LK-1112290	839.0	11.0	850.0	1456.0	348.0	461.0	29.0
LK-9127050	839.0	9.0	847.0	998.0	429.0	394.0	16.0
LK-6248075	838.0	12.0	851.0	1120.0	480.0	342.0	16.0
LK-6242155	838.0	8.0	846.0	1158.0	447.0	374.0	17.0
LK-9124150	838.0	9.0	848.0	1028.0	431.0	392.0	15.0
LK-1306030	837.0	13.0	850.0	1115.0	395.0	408.0	34.0
LK-9106180	837.0	10.0	846.0	1139.0	452.0	347.0	38.0
LK-2306320	837.0	13.0	850.0	1005.0	513.0	316.0	8.0
LK-1133120	836.0	13.0	848.0	1251.0	408.0	383.0	45.0
LK-1136190	836.0	12.0	848.0	1186.0	339.0	467.0	30.0
LK-9106185	836.0	10.0	846.0	1137.0	451.0	347.0	38.0
LK-2142115	836.0	10.0	845.0	1048.0	469.0	359.0	8.0
LK-9206115	836.0	10.0	846.0	1247.0	506.0	318.0	12.0
LK-2130045	836.0	10.0	847.0	1246.0	435.0	380.0	22.0
LK-3242160	836.0	14.0	849.0	1770.0	319.0	487.0	30.0
LK-5112025	835.0	27.0	861.0	1556.0	468.0	133.0	234.0
LK-9148030	835.0	12.0	847.0	1452.0	419.0	399.0	16.0
LK-4109020	835.0	59.0	894.0	3867.0	266.0	231.0	337.0
LK-9112055	834.0	9.0	844.0	1060.0	394.0	419.0	22.0
LK-2312100	833.0	19.0	852.0	1099.0	569.0	240.0	25.0
LK-1109135	833.0	12.0	845.0	1314.0	343.0	459.0	32.0
LK-2315260	832.0	19.0	851.0	1098.0	568.0	240.0	25.0
LK-9130005	831.0	11.0	842.0	1066.0	417.0	379.0	34.0
LK-9139055	830.0	9.0	838.0	987.0	424.0	389.0	16.0
LK-1224310	829.0	10.0	838.0	1140.0	346.0	458.0	25.0
LK-6239120	829.0	8.0	837.0	1146.0	442.0	370.0	17.0
LK-4106065	829.0	124.0	952.0	952.0	222.0	335.0	271.0
LK-1227470	828.0	10.0	838.0	1102.0	310.0	498.0	21.0
LK-1221070	828.0	15.0	843.0	1181.0	435.0	367.0	26.0
LK-1312100	828.0	19.0	848.0	1267.0	408.0	404.0	16.0
LK-3151210	828.0	12.0	840.0	1668.0	313.0	498.0	17.0
LK-9230040	828.0	12.0	840.0	1238.0	500.0	312.0	17.0
LK-1233440	827.0	10.0	837.0	1125.0	366.0	427.0	34.0
LK-5239110	827.0	22.0	849.0	1185.0	361.0	390.0	76.0
LK-1209500	827.0	12.0	839.0	1073.0	405.0	406.0	17.0
LK-3139210	827.0	14.0	840.0	1235.0	423.0	384.0	19.0
LK-5104030	827.0	27.0	854.0	1497.0	385.0	211.0	230.0
LK-2130050	827.0	10.0	837.0	1232.0	430.0	376.0	21.0
LK-5327120	827.0	9.0	836.0	1244.0	417.0	284.0	126.0
LK-1215370	826.0	11.0	838.0	1065.0	401.0	406.0	19.0
LK-6233180	826.0	12.0	837.0	1117.0	442.0	372.0	12.0
LK-2157065	826.0	11.0	837.0	1093.0	490.0	325.0	11.0
LK-1224365	825.0	10.0	835.0	1134.0	345.0	456.0	24.0
LK-1224475	825.0	10.0	834.0	1134.0	344.0	456.0	24.0
LK-1221045	825.0	15.0	840.0	1177.0	433.0	366.0	25.0
LK-1303230	825.0	12.0	837.0	1183.0	343.0	428.0	54.0
LK-9221060	825.0	12.0	837.0	1140.0	485.0	302.0	38.0
LK-2312040	824.0	19.0	843.0	1087.0	562.0	237.0	24.0
LK-1133070	824.0	12.0	837.0	1234.0	402.0	378.0	44.0
LK-9112225	824.0	9.0	833.0	1047.0	389.0	413.0	22.0
LK-1203145	824.0	10.0	834.0	1188.0	505.0	289.0	30.0
LK-9124070	824.0	9.0	833.0	1010.0	424.0	386.0	15.0
LK-1312110	823.0	19.0	842.0	1259.0	406.0	401.0	16.0
LK-9227020	823.0	12.0	835.0	1103.0	490.0	305.0	28.0
LK-9124095	823.0	9.0	833.0	1009.0	423.0	385.0	15.0
LK-1115205	821.0	10.0	831.0	1150.0	405.0	396.0	20.0
LK-1312060	821.0	19.0	840.0	1255.0	405.0	400.0	16.0
LK-5327070	821.0	9.0	830.0	1235.0	414.0	282.0	125.0
LK-1109285	820.0	12.0	832.0	1294.0	337.0	451.0	31.0
LK-3121130	820.0	14.0	833.0	1185.0	400.0	406.0	14.0
LK-6160225	820.0	8.0	828.0	1127.0	436.0	373.0	12.0
LK-3139220	820.0	14.0	834.0	1225.0	420.0	381.0	19.0
LK-2309575	820.0	13.0	833.0	1098.0	449.0	360.0	10.0
LK-1203125	819.0	10.0	829.0	1181.0	502.0	287.0	30.0
LK-3139125	819.0	14.0	833.0	1224.0	420.0	380.0	19.0
LK-1239110	818.0	11.0	829.0	1103.0	399.0	394.0	25.0
LK-1136350	817.0	11.0	829.0	1159.0	332.0	457.0	29.0
LK-2112220	817.0	14.0	830.0	1089.0	467.0	337.0	12.0
LK-1224410	816.0	9.0	826.0	1122.0	341.0	451.0	24.0
LK-1206165	816.0	12.0	828.0	1111.0	418.0	369.0	30.0
LK-2315175	815.0	19.0	834.0	1075.0	556.0	235.0	24.0
LK-1112155	815.0	11.0	826.0	1414.0	338.0	448.0	28.0
LK-1115145	815.0	9.0	824.0	1140.0	402.0	393.0	20.0
LK-1321195	815.0	20.0	835.0	1302.0	387.0	385.0	44.0
LK-1227340	814.0	10.0	824.0	1083.0	304.0	489.0	20.0
LK-6160025	814.0	8.0	822.0	1118.0	432.0	370.0	12.0
LK-5112140	812.0	26.0	838.0	1514.0	455.0	130.0	227.0
LK-6203075	812.0	14.0	826.0	1227.0	523.0	271.0	18.0
LK-2130285	812.0	10.0	822.0	1210.0	422.0	369.0	21.0
LK-1315020	811.0	19.0	830.0	1241.0	400.0	395.0	16.0
LK-2130200	811.0	13.0	824.0	1245.0	486.0	299.0	27.0
LK-5121050	810.0	26.0	836.0	1510.0	454.0	129.0	227.0
LK-1112200	810.0	11.0	821.0	1406.0	336.0	446.0	28.0
LK-1324365	810.0	13.0	823.0	1371.0	383.0	409.0	18.0
LK-2145220	810.0	9.0	819.0	1021.0	469.0	334.0	7.0
LK-1209125	809.0	11.0	821.0	1050.0	396.0	397.0	16.0
LK-4106030	809.0	121.0	930.0	930.0	217.0	327.0	265.0
LK-1118090	808.0	9.0	817.0	1131.0	399.0	389.0	20.0
LK-9224020	808.0	11.0	819.0	1083.0	481.0	299.0	28.0
LK-9227010	808.0	11.0	820.0	1083.0	481.0	299.0	28.0
LK-9130030	808.0	10.0	818.0	1036.0	406.0	368.0	33.0
LK-4118045	808.0	47.0	855.0	3606.0	159.0	373.0	276.0
LK-6160145	807.0	8.0	815.0	1108.0	429.0	366.0	12.0
LK-2112070	807.0	13.0	821.0	1076.0	462.0	333.0	12.0
LK-1221115	806.0	15.0	821.0	1151.0	424.0	358.0	25.0
LK-6248090	806.0	12.0	818.0	1077.0	462.0	329.0	15.0
LK-1233435	805.0	10.0	815.0	1095.0	357.0	415.0	33.0
LK-9148100	804.0	12.0	816.0	1398.0	404.0	385.0	16.0
LK-9215015	804.0	15.0	819.0	1234.0	428.0	362.0	15.0
LK-3242135	804.0	13.0	817.0	1703.0	307.0	468.0	29.0
LK-5248040	803.0	21.0	824.0	1150.0	351.0	378.0	74.0
LK-1318010	803.0	13.0	815.0	1070.0	379.0	391.0	33.0
LK-3139170	803.0	14.0	816.0	1200.0	411.0	373.0	19.0
LK-9206045	803.0	10.0	812.0	1197.0	486.0	305.0	12.0
LK-1224175	802.0	9.0	811.0	1102.0	335.0	443.0	24.0
LK-1206235	802.0	12.0	814.0	1092.0	411.0	363.0	29.0
LK-9106045	802.0	10.0	812.0	1092.0	433.0	333.0	36.0
LK-1224240	801.0	9.0	810.0	1102.0	335.0	443.0	24.0
LK-1224505	801.0	9.0	810.0	1102.0	335.0	443.0	24.0
LK-2142060	801.0	9.0	810.0	1004.0	449.0	344.0	8.0
LK-1324130	801.0	13.0	814.0	1355.0	379.0	405.0	18.0
LK-6181100	801.0	9.0	810.0	1334.0	450.0	340.0	11.0
LK-9224030	801.0	11.0	812.0	1073.0	476.0	297.0	28.0
LK-6242065	800.0	7.0	808.0	1106.0	427.0	357.0	16.0
LK-2218140	800.0	19.0	819.0	1967.0	505.0	277.0	18.0
LK-1227080	799.0	10.0	808.0	1063.0	299.0	480.0	20.0
LK-1321075	799.0	20.0	819.0	1276.0	379.0	377.0	43.0
LK-9221140	799.0	12.0	811.0	1104.0	470.0	292.0	37.0
LK-6248035	797.0	12.0	808.0	1064.0	456.0	325.0	15.0
LK-6215045	797.0	13.0	810.0	1204.0	514.0	266.0	17.0
LK-2151005	796.0	10.0	806.0	1052.0	472.0	313.0	11.0
LK-8103070	796.0	14.0	809.0	1477.0	537.0	243.0	16.0
LK-1306285	795.0	13.0	808.0	1060.0	375.0	387.0	33.0
LK-9139050	795.0	8.0	803.0	946.0	406.0	373.0	15.0
LK-6142170	795.0	7.0	801.0	1138.0	389.0	397.0	9.0
LK-3139040	795.0	13.0	808.0	1188.0	407.0	369.0	18.0
LK-1233315	794.0	10.0	804.0	1081.0	352.0	410.0	33.0
LK-2312170	793.0	18.0	811.0	1045.0	541.0	228.0	24.0
LK-2315265	793.0	18.0	811.0	1046.0	541.0	228.0	24.0
LK-1221120	793.0	15.0	808.0	1132.0	417.0	352.0	25.0
LK-1239225	793.0	11.0	804.0	1070.0	387.0	382.0	25.0
LK-2115020	793.0	13.0	807.0	1058.0	454.0	328.0	12.0
LK-5106030	793.0	26.0	820.0	1437.0	370.0	203.0	221.0
LK-1112275	792.0	11.0	803.0	1376.0	329.0	436.0	27.0
LK-1209610	791.0	11.0	802.0	1026.0	387.0	388.0	16.0
LK-6160285	791.0	8.0	799.0	1086.0	420.0	359.0	11.0
LK-1224180	790.0	9.0	800.0	1087.0	330.0	437.0	23.0
LK-6203065	790.0	13.0	804.0	1194.0	510.0	264.0	17.0
LK-2309580	790.0	13.0	803.0	1058.0	433.0	347.0	10.0
LK-5212055	789.0	10.0	799.0	1091.0	397.0	382.0	10.0
LK-1106140	789.0	13.0	802.0	1163.0	367.0	385.0	37.0
LK-2112115	788.0	13.0	801.0	1051.0	451.0	325.0	12.0
LK-6242165	787.0	7.0	795.0	1088.0	420.0	351.0	16.0
LK-1233195	786.0	10.0	795.0	1069.0	348.0	405.0	32.0
LK-1318030	786.0	12.0	798.0	1047.0	371.0	383.0	32.0
LK-9118170	786.0	9.0	794.0	984.0	409.0	364.0	13.0
LK-9136110	786.0	8.0	794.0	935.0	402.0	369.0	15.0
LK-9103147	786.0	9.0	795.0	1070.0	424.0	326.0	36.0
LK-9224095	786.0	11.0	797.0	1053.0	468.0	291.0	27.0
LK-2303250	786.0	10.0	796.0	973.0	442.0	336.0	7.0
LK-1233340	785.0	10.0	795.0	1068.0	348.0	405.0	32.0
LK-1221095	785.0	14.0	800.0	1121.0	413.0	348.0	24.0
LK-1321185	785.0	19.0	804.0	1253.0	372.0	370.0	42.0
LK-2112240	785.0	13.0	798.0	1047.0	449.0	324.0	12.0
LK-7139160	785.0	11.0	796.0	1339.0	379.0	395.0	12.0
LK-4503	785.0	27.0	815.0	4027.0	284.0	305.0	196.0
LK-1136220	784.0	11.0	795.0	1112.0	318.0	438.0	28.0
LK-1233450	784.0	10.0	794.0	1068.0	348.0	405.0	32.0
LK-6233100	784.0	11.0	795.0	1060.0	420.0	353.0	11.0
LK-1310090	784.0	10.0	794.0	1103.0	379.0	383.0	21.0
LK-9118185	784.0	8.0	793.0	982.0	408.0	363.0	13.0
LK-3115085	784.0	13.0	797.0	1133.0	382.0	388.0	14.0
LK-1136145	783.0	11.0	794.0	1110.0	318.0	438.0	28.0
LK-1303025	783.0	11.0	795.0	1123.0	326.0	407.0	51.0
LK-9230135	783.0	12.0	795.0	1171.0	473.0	295.0	16.0
LK-1212720	782.0	12.0	794.0	1110.0	377.0	390.0	15.0
LK-1218160	782.0	11.0	792.0	1088.0	444.0	308.0	30.0
LK-6169145	782.0	7.0	789.0	1345.0	390.0	381.0	11.0
LK-1136150	781.0	11.0	792.0	1107.0	317.0	436.0	28.0
LK-1221140	781.0	14.0	795.0	1115.0	410.0	347.0	24.0
LK-1212110	781.0	12.0	793.0	1109.0	377.0	389.0	15.0
LK-1309060	781.0	10.0	791.0	1100.0	378.0	382.0	21.0
LK-5315195	780.0	20.0	800.0	1964.0	284.0	202.0	294.0
LK-1233335	779.0	10.0	788.0	1059.0	345.0	402.0	32.0
LK-1321265	779.0	19.0	798.0	1244.0	370.0	367.0	42.0
LK-9124040	779.0	9.0	788.0	955.0	400.0	364.0	14.0
LK-1212700	778.0	12.0	790.0	1104.0	375.0	388.0	15.0
LK-1303215	778.0	11.0	789.0	1116.0	323.0	404.0	51.0
LK-6160005	778.0	8.0	786.0	1069.0	414.0	354.0	11.0
LK-9218175	778.0	8.0	787.0	1312.0	446.0	320.0	12.0
LK-7139060	778.0	11.0	789.0	1328.0	375.0	391.0	12.0
LK-6142180	777.0	7.0	784.0	1113.0	381.0	388.0	8.0
LK-2306515	777.0	12.0	789.0	933.0	476.0	293.0	8.0
LK-8133065	777.0	21.0	798.0	1261.0	421.0	332.0	23.0
LK-1233200	776.0	10.0	786.0	1056.0	344.0	401.0	32.0
LK-5112040	776.0	25.0	801.0	1447.0	435.0	124.0	217.0
LK-1215495	775.0	11.0	786.0	999.0	377.0	381.0	18.0
LK-1206150	775.0	11.0	786.0	1054.0	397.0	350.0	28.0
LK-9127100	775.0	8.0	783.0	922.0	396.0	364.0	15.0
LK-2142150	775.0	9.0	785.0	973.0	435.0	333.0	7.0
LK-3145195	775.0	7.0	782.0	1107.0	323.0	439.0	13.0
LK-5104040	775.0	25.0	800.0	1404.0	361.0	198.0	216.0
LK-3242125	775.0	13.0	788.0	1643.0	296.0	452.0	28.0
LK-1215415	774.0	11.0	785.0	998.0	376.0	380.0	18.0
LK-5109020	774.0	25.0	800.0	1403.0	361.0	198.0	216.0
LK-9215135	774.0	14.0	788.0	1188.0	412.0	348.0	14.0
LK-3136320	774.0	14.0	788.0	1821.0	345.0	398.0	31.0
LK-1227120	773.0	10.0	782.0	1029.0	289.0	465.0	19.0
LK-1230400	773.0	7.0	779.0	972.0	349.0	411.0	13.0
LK-5327200	773.0	8.0	781.0	1163.0	390.0	266.0	118.0
LK-6175080	772.0	7.0	779.0	1106.0	378.0	385.0	8.0
LK-9209220	772.0	11.0	784.0	1165.0	463.0	299.0	10.0
LK-1115285	771.0	9.0	780.0	1080.0	381.0	372.0	19.0
LK-3118005	771.0	13.0	783.0	1114.0	376.0	381.0	14.0
LK-9215095	771.0	14.0	785.0	1183.0	410.0	347.0	14.0
LK-9215140	771.0	14.0	785.0	1183.0	410.0	347.0	14.0
LK-7139115	771.0	11.0	782.0	1315.0	372.0	388.0	11.0
LK-4106125	771.0	115.0	887.0	887.0	207.0	312.0	252.0
LK-9218180	769.0	8.0	778.0	1297.0	440.0	316.0	12.0
LK-2309390	769.0	12.0	781.0	1030.0	422.0	338.0	9.0
LK-6248025	768.0	11.0	779.0	1026.0	440.0	313.0	15.0
LK-1321240	768.0	19.0	787.0	1226.0	364.0	362.0	41.0
LK-6227060	768.0	7.0	775.0	1271.0	400.0	355.0	12.0
LK-3139145	768.0	13.0	781.0	1148.0	394.0	357.0	18.0
