entity_id	valid	rejected	polled	electors	ITAK	UNP	UPFA	SLMC	JVP	EPDP	AITC	TULF	PP	EDF	MJP	DUA	AITM	UPF	JSP	SLMP	UPP	FSP	IG0	IG1	ONF	DP	IG3	NSU	IG2	BJP	SLNF	OWORS	SEP	USP	ELPP	SLLP	ACMC	NSSP	TLP	SLVP	DNM	CWC	MNA
LK-5242020	1078.0	66.0	1146.0	1732.0	286.0	495.0	177.0		5.0	1.0	2.0							1.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0							108.0						
LK-1206290	1078.0	58.0	1137.0	1503.0		526.0	476.0		70.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-3248140	1077.0	26.0	1105.0	1523.0		410.0	572.0		91.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-6248035	1077.0	59.0	1137.0	1706.0		521.0	499.0		48.0								0.0		0.0		0.0	1.0	0.0	1.0		5.0		0.0		1.0	0.0	0.0											
LK-3127010	1077.0	32.0	1109.0	1463.0		459.0	557.0		52.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0		0.0		2.0								0.0	0.0		0.0		
LK-1336120	1077.0	39.0	1117.0	1466.0		465.0	559.0		42.0						0.0				0.0		0.0	1.0	0.0		1.0	2.0				6.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-8227005	1077.0	33.0	1109.0	1435.0		420.0	592.0		61.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-2145015	1076.0	65.0	1142.0	1553.0		631.0	404.0		24.0						0.0			0.0	0.0		1.0	0.0	0.0			2.0		0.0		3.0	0.0	0.0		0.0	0.0							9.0	0.0
LK-9227060	1076.0	54.0	1131.0	1458.0		532.0	496.0		20.0						0.0				0.0		1.0	1.0	0.0		1.0	0.0		0.0		1.0				2.0								22.0	
LK-9206015	1076.0	40.0	1116.0	1533.0		641.0	380.0		39.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0		0.0		11.0				1.0								0.0	
LK-6136055	1075.0	52.0	1128.0	1512.0		457.0	572.0		42.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-1312095	1075.0	42.0	1117.0	1459.0		467.0	562.0		36.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0				4.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-9206305	1075.0	40.0	1115.0	1532.0		641.0	380.0		39.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0		0.0		11.0				1.0								0.0	
LK-1324115	1075.0	34.0	1109.0	1440.0		590.0	408.0		45.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				26.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-5233035	1075.0	66.0	1142.0	1726.0	285.0	494.0	177.0		5.0	1.0	2.0							1.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0							108.0						
LK-2109175	1075.0	49.0	1125.0	1504.0		610.0	409.0		43.0						0.0			0.0	1.0		1.0	1.0	0.0			4.0		0.0		4.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-2133305	1075.0	49.0	1125.0	1504.0		610.0	409.0		43.0						0.0			0.0	1.0		1.0	1.0	0.0			4.0		0.0		4.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-3312015	1075.0	30.0	1105.0	1413.0		416.0	552.0		104.0										0.0		0.0	1.0	0.0		1.0	0.0		0.0		1.0		0.0			0.0								
LK-8121145	1074.0	40.0	1115.0	1463.0		597.0	398.0		60.0						0.0						1.0	1.0	0.0			1.0				6.0												10.0	
LK-6242165	1074.0	55.0	1130.0	1701.0		519.0	505.0		45.0								0.0		0.0		0.0	0.0	0.0	1.0		3.0		0.0		0.0	0.0	0.0											
LK-1324040	1074.0	34.0	1108.0	1439.0		590.0	408.0		45.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				26.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-1136225	1074.0	29.0	1103.0	1391.0		419.0	551.0		94.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-7160065	1073.0	69.0	1143.0	1581.0		473.0	524.0		67.0									0.0	0.0		1.0	1.0	0.0	1.0		3.0		0.0		1.0	0.0												
LK-3130070	1073.0	26.0	1099.0	1559.0		404.0	588.0		56.0						0.0				0.0		1.0	4.0	0.0		1.0	2.0		0.0		17.0								0.0	0.0		0.0		
LK-3133075	1073.0	27.0	1100.0	1493.0		448.0	523.0		70.0						0.0				0.0		1.0	2.0	0.0		0.0	24.0		0.0		3.0								0.0	0.0		0.0		
LK-5233095	1073.0	66.0	1140.0	1723.0	285.0	493.0	176.0		5.0	1.0	2.0							1.0	0.0		0.0	0.0	0.0	0.0		1.0		0.0		0.0							108.0						
LK-2227110	1072.0	94.0	1167.0	1534.0		455.0	583.0		29.0								1.0		0.0	1.0	1.0	0.0	0.0			1.0		0.0		1.0		0.0			0.0	0.0							
LK-8130185	1072.0	48.0	1120.0	1487.0		601.0	402.0		50.0						0.0						1.0	1.0	0.0			1.0				2.0												14.0	
LK-3136370	1072.0	27.0	1099.0	1547.0		413.0	585.0		58.0						0.0				0.0		1.0	2.0	0.0		1.0	9.0		0.0		3.0								0.0	0.0		0.0		
LK-5103025	1072.0	71.0	1160.0	1757.0	480.0	287.0	134.0	152.0	0.0	1.0	3.0	2.0		4.0			2.0		0.0		0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0														
LK-3221060	1072.0	26.0	1100.0	1482.0		445.0	556.0		65.0										0.0		0.0	0.0	0.0		1.0	2.0		0.0			0.0				0.0	0.0			0.0				
LK-7215275	1072.0	41.0	1113.0	1477.0		569.0	443.0		56.0						0.0		0.0					2.0	0.0							1.0													
LK-5103055	1071.0	71.0	1159.0	1755.0	480.0	286.0	133.0	152.0	0.0	1.0	3.0	2.0		4.0			2.0		0.0		0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0														
LK-9106170	1071.0	34.0	1105.0	1437.0		466.0	570.0		31.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-6169055	1071.0	43.0	1114.0	1476.0		544.0	484.0		34.0										0.0		0.0	1.0	0.0	0.0	1.0	6.0		0.0		0.0	0.0								0.0				
LK-1106100	1071.0	38.0	1110.0	1412.0		576.0	413.0		72.0			1.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	3.0		0.0		3.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-8139100	1070.0	79.0	1150.0	1552.0		638.0	322.0		34.0						0.0						1.0	1.0	0.0			2.0				1.0												70.0	
LK-3109140	1070.0	26.0	1095.0	1553.0		402.0	586.0		55.0						0.0				0.0		1.0	4.0	0.0		1.0	2.0		0.0		17.0								0.0	0.0		0.0		
LK-7115070	1070.0	51.0	1121.0	1529.0		454.0	506.0		102.0									0.0	0.0		1.0	1.0	0.0	0.0		3.0		0.0		1.0	0.0												
LK-1321250	1070.0	30.0	1100.0	1445.0		484.0	500.0		71.0						0.0				0.0		0.0	1.0	0.0		1.0	3.0				8.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1239130	1070.0	44.0	1114.0	1422.0		482.0	500.0		79.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		5.0				2.0		0.0						0.0					
LK-6160020	1069.0	59.0	1129.0	1506.0		534.0	479.0		49.0										0.0		1.0	0.0	0.0	0.0	0.0	3.0		0.0		2.0	0.0								0.0				
LK-7112025	1069.0	70.0	1140.0	1565.0		471.0	535.0		54.0									0.0	0.0		1.0	0.0	0.0	1.0		6.0		0.0		1.0	0.0												
LK-7139100	1069.0	70.0	1140.0	1565.0		471.0	535.0		54.0									0.0	0.0		1.0	0.0	0.0	1.0		6.0		0.0		1.0	0.0												
LK-6218010	1069.0	66.0	1136.0	1648.0		537.0	484.0		43.0								0.0		0.0		1.0	1.0	0.0	1.0		2.0		0.0		1.0	0.0	0.0											
LK-8106020	1068.0	42.0	1111.0	1473.0		530.0	479.0		56.0						0.0						1.0	0.0	0.0			1.0				1.0												0.0	
LK-1324060	1068.0	34.0	1102.0	1431.0		587.0	405.0		45.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				26.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-4106115	1067.0	110.0	1193.0	1949.0	706.0	110.0	54.0		1.0	116.0	54.0	7.0		8.0			1.0		1.0	1.0		0.0	0.0					0.0					1.0	1.0									
LK-2112225	1067.0	61.0	1129.0	1525.0		636.0	372.0		32.0						0.0			0.0	0.0		1.0	0.0	0.0			4.0		0.0		3.0	0.0	0.0		1.0	0.0							17.0	0.0
LK-3206015	1067.0	41.0	1109.0	1468.0		452.0	549.0		61.0										0.0		1.0	1.0	0.0		1.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-1324160	1067.0	34.0	1101.0	1429.0		586.0	405.0		45.0						0.0				0.0		0.0	1.0	0.0		0.0	1.0				26.0	0.0	0.0		1.0	0.0	0.0		0.0			0.0		
LK-1112300	1067.0	33.0	1100.0	1428.0		427.0	542.0		87.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	6.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-9206070	1066.0	39.0	1105.0	1518.0		635.0	376.0		38.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0		0.0		10.0				1.0								0.0	
LK-2124380	1065.0	70.0	1135.0	1512.0		555.0	458.0		30.0						0.0			0.0	0.0		1.0	0.0	0.0			1.0		0.0		1.0	0.0	0.0		0.0	0.0							15.0	0.0
LK-3309110	1065.0	30.0	1095.0	1400.0		412.0	547.0		103.0										0.0		0.0	1.0	0.0		1.0	0.0		0.0		1.0		0.0			0.0								
LK-9206030	1064.0	39.0	1104.0	1516.0		634.0	375.0		38.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0		0.0		10.0				1.0								0.0	
LK-1218030	1064.0	53.0	1119.0	1467.0		621.0	374.0		63.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		4.0				1.0		0.0						0.0					
LK-1303360	1064.0	27.0	1092.0	1397.0		477.0	496.0		76.0						0.0				0.0		0.0	1.0	0.0		0.0	6.0				6.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-2106325	1064.0	48.0	1113.0	1488.0		604.0	405.0		42.0						0.0			0.0	1.0		1.0	1.0	0.0			4.0		0.0		4.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-5115065	1064.0	52.0	1132.0	1622.0	535.0	58.0	190.0	262.0	1.0	2.0	2.0	5.0		3.0			2.0		0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0														
LK-8127215	1063.0	53.0	1117.0	1479.0		581.0	414.0		48.0						0.0						1.0	2.0	0.0			1.0				1.0												15.0	
LK-6163210	1063.0	72.0	1135.0	1561.0		485.0	523.0		50.0										0.0		1.0	0.0	0.0	0.0	0.0	3.0		0.0		1.0	0.0								0.0				
LK-9130020	1063.0	36.0	1099.0	1375.0		436.0	600.0		23.0										0.0		1.0	1.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-9230080	1063.0	49.0	1113.0	1442.0		530.0	491.0		23.0						0.0				0.0		1.0	1.0	0.0		1.0	0.0		0.0		1.0				2.0								13.0	
LK-5327060	1063.0	63.0	1131.0	1650.0	182.0	691.0	87.0		2.0	2.0	4.0	1.0					1.0	0.0	0.0		1.0	0.0	0.0			4.0		0.0			0.0												
LK-7215270	1063.0	40.0	1104.0	1465.0		565.0	440.0		55.0						0.0		0.0					2.0	0.0							1.0													
LK-3248180	1062.0	26.0	1090.0	1502.0		404.0	564.0		90.0										0.0		0.0	0.0	0.0		0.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-6154175	1062.0	46.0	1108.0	1463.0		542.0	453.0		61.0										0.0		0.0	0.0	0.0	0.0	0.0	3.0		0.0		2.0	0.0								0.0				
LK-7115180	1062.0	50.0	1113.0	1518.0		450.0	503.0		101.0									0.0	0.0		1.0	1.0	0.0	0.0		3.0		0.0		1.0	0.0												
LK-1209295	1062.0	50.0	1113.0	1469.0		484.0	521.0		53.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		2.0				1.0		0.0						0.0					
LK-1230100	1062.0	46.0	1109.0	1433.0		440.0	558.0		57.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		4.0				1.0		1.0						0.0					
LK-1303300	1062.0	27.0	1089.0	1393.0		476.0	495.0		76.0						0.0				0.0		0.0	1.0	0.0		0.0	6.0				6.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1306035	1062.0	28.0	1090.0	1384.0		435.0	551.0		64.0						0.0				0.0		0.0	1.0	0.0		1.0	4.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-9233095	1061.0	49.0	1111.0	1439.0		529.0	490.0		23.0						0.0				0.0		1.0	1.0	0.0		1.0	0.0		0.0		1.0				2.0								13.0	
LK-8124220	1061.0	69.0	1131.0	1498.0		610.0	377.0		44.0						0.0						1.0	0.0	0.0			1.0				2.0												25.0	
LK-9218310	1061.0	37.0	1098.0	1448.0		503.0	503.0		46.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0		0.0		2.0				1.0								2.0	
LK-3115120	1061.0	29.0	1090.0	1393.0		470.0	543.0		42.0						0.0				0.0		1.0	2.0	0.0		1.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-7212265	1061.0	40.0	1102.0	1462.0		564.0	439.0		55.0						0.0		0.0					2.0	0.0							1.0													
LK-1136080	1061.0	29.0	1090.0	1374.0		414.0	544.0		93.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-4118030	1060.0	104.0	1179.0	1983.0	742.0	70.0	96.0		1.0	92.0	40.0	3.0		5.0			2.0		1.0	1.0		1.0	0.0					0.0					0.0	1.0									
LK-8136010	1060.0	51.0	1112.0	1463.0		583.0	398.0		46.0						0.0						1.0	1.0	0.0			1.0				1.0												29.0	
LK-3142075	1060.0	23.0	1083.0	1454.0		446.0	522.0		82.0						0.0				0.0		0.0	1.0	0.0		0.0	4.0		0.0		2.0								0.0	0.0		0.0		
LK-9148010	1060.0	32.0	1092.0	1450.0		403.0	582.0		70.0										0.0		1.0	1.0	0.0		1.0	2.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-7133080	1059.0	68.0	1128.0	1559.0		467.0	517.0		66.0									0.0	0.0		1.0	1.0	0.0	1.0		3.0		0.0		1.0	0.0												
LK-6175035	1059.0	52.0	1111.0	1476.0		491.0	540.0		24.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		0.0	0.0								0.0				
LK-9218035	1059.0	37.0	1096.0	1445.0		502.0	502.0		46.0						0.0				0.0		0.0	1.0	0.0		0.0	2.0		0.0		2.0				1.0								2.0	
LK-3145135	1059.0	23.0	1082.0	1453.0		446.0	522.0		82.0						0.0				0.0		0.0	1.0	0.0		0.0	4.0		0.0		2.0								0.0	0.0		0.0		
LK-6184270	1059.0	35.0	1094.0	1448.0		470.0	535.0		50.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		1.0	0.0								0.0				
LK-8224040	1059.0	32.0	1091.0	1411.0		413.0	582.0		60.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-8119110	1058.0	74.0	1133.0	1543.0		630.0	341.0		23.0						0.0						1.0	1.0	0.0			3.0				1.0												58.0	
LK-3145235	1058.0	23.0	1081.0	1452.0		446.0	521.0		82.0						0.0				0.0		0.0	1.0	0.0		0.0	4.0		0.0		2.0								0.0	0.0		0.0		
LK-3118040	1058.0	29.0	1087.0	1390.0		469.0	541.0		42.0						0.0				0.0		1.0	2.0	0.0		1.0	1.0		0.0		1.0								0.0	0.0		0.0		
LK-1233345	1058.0	45.0	1103.0	1445.0		439.0	526.0		83.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		6.0				2.0		0.0						0.0					
LK-1136210	1058.0	29.0	1087.0	1371.0		413.0	543.0		93.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-2312180	1058.0	90.0	1149.0	1502.0		654.0	373.0		10.0				9.0	2.0					0.0		1.0	0.0	0.0			3.0		0.0		1.0		0.0	0.0		0.0								
LK-3139100	1057.0	20.0	1078.0	1436.0		609.0	354.0		86.0						0.0				0.0		0.0	1.0	0.0		0.0	3.0		0.0		3.0								0.0	0.0		0.0		
LK-3139155	1057.0	20.0	1078.0	1436.0		609.0	354.0		86.0						0.0				0.0		0.0	1.0	0.0		0.0	3.0		0.0		3.0								0.0	0.0		0.0		
LK-5109015	1057.0	70.0	1143.0	1731.0	473.0	283.0	132.0	150.0	0.0	1.0	3.0	2.0		4.0			2.0		0.0		0.0	0.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0														
LK-7112065	1057.0	69.0	1127.0	1548.0		466.0	529.0		53.0									0.0	0.0		1.0	0.0	0.0	1.0		6.0		0.0		1.0	0.0												
LK-6227040	1057.0	76.0	1134.0	1616.0		413.0	607.0		31.0								0.0		0.0		1.0	1.0	0.0	1.0		2.0		0.0		1.0	0.0	0.0											
LK-8224110	1057.0	32.0	1089.0	1409.0		413.0	581.0		60.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-6136135	1056.0	51.0	1108.0	1486.0		449.0	562.0		42.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-6184175	1056.0	34.0	1091.0	1443.0		468.0	533.0		49.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		1.0	0.0								0.0				
LK-9121055	1056.0	46.0	1102.0	1410.0		538.0	489.0		25.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		1.0	0.0	0.0				0.0		0.0					
LK-7163020	1056.0	68.0	1125.0	1544.0		436.0	558.0		57.0									0.0	0.0		1.0	1.0	0.0	0.0		3.0		0.0		1.0	0.0												
LK-8224135	1056.0	32.0	1088.0	1407.0		412.0	581.0		60.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-1112020	1055.0	33.0	1088.0	1412.0		423.0	537.0		87.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-9133040	1054.0	36.0	1090.0	1363.0		432.0	595.0		22.0										0.0		1.0	1.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1212015	1054.0	48.0	1104.0	1501.0		479.0	494.0		75.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-1233205	1054.0	45.0	1099.0	1440.0		438.0	524.0		83.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		6.0				2.0		0.0						0.0					
LK-6136145	1053.0	51.0	1105.0	1482.0		448.0	560.0		42.0										0.0		0.0	0.0	0.0	0.0	0.0	1.0		0.0		1.0	0.0								0.0				
LK-1218095	1053.0	53.0	1107.0	1451.0		614.0	370.0		62.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		4.0				1.0		0.0						0.0					
LK-1309295	1053.0	32.0	1084.0	1399.0		415.0	571.0		58.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1206340	1053.0	56.0	1111.0	1469.0		514.0	465.0		68.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-7212165	1053.0	40.0	1094.0	1451.0		559.0	436.0		55.0						0.0		0.0					2.0	0.0							1.0													
LK-1224230	1053.0	44.0	1098.0	1449.0		419.0	530.0		96.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		4.0				2.0		0.0						0.0					
LK-2106075	1053.0	48.0	1102.0	1473.0		597.0	400.0		42.0						0.0			0.0	1.0		1.0	1.0	0.0			4.0		0.0		4.0	0.0	0.0		0.0	0.0							0.0	0.0
LK-9127095	1052.0	40.0	1092.0	1348.0		468.0	563.0		18.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-1118100	1052.0	49.0	1101.0	1422.0		473.0	519.0		53.0			0.0			0.0		0.0	0.0	0.0		0.0	1.0	0.0	0.0	1.0	2.0		0.0		1.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-1306115	1052.0	28.0	1080.0	1372.0		431.0	546.0		63.0						0.0				0.0		0.0	1.0	0.0		1.0	3.0				5.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-1206395	1052.0	56.0	1110.0	1468.0		514.0	465.0		68.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				1.0		0.0						0.0					
LK-1221015	1052.0	43.0	1097.0	1457.0		525.0	436.0		84.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		4.0				1.0		0.0						0.0					
LK-8118180	1051.0	73.0	1126.0	1533.0		626.0	338.0		23.0						0.0						1.0	1.0	0.0			3.0				1.0												57.0	
LK-7103015	1051.0	72.0	1124.0	1582.0		472.0	520.0		54.0									0.0	0.0		1.0	0.0	0.0	0.0		3.0		0.0		0.0	0.0												
LK-7218095	1051.0	40.0	1092.0	1480.0		457.0	516.0		74.0						0.0		0.0					3.0	0.0							1.0													
LK-6118095	1051.0	64.0	1116.0	1539.0		468.0	541.0		38.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-1215135	1051.0	50.0	1103.0	1438.0		469.0	496.0		80.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-3136325	1050.0	26.0	1077.0	1515.0		404.0	573.0		57.0						0.0				0.0		1.0	2.0	0.0		1.0	9.0		0.0		3.0								0.0	0.0		0.0		
LK-2112215	1050.0	60.0	1111.0	1501.0		626.0	366.0		31.0						0.0			0.0	0.0		1.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		1.0	0.0							17.0	0.0
LK-3206170	1050.0	40.0	1091.0	1444.0		444.0	540.0		60.0										0.0		1.0	1.0	0.0		1.0	0.0		0.0			0.0				0.0	0.0			0.0				
LK-1109260	1050.0	28.0	1079.0	1385.0		449.0	497.0		96.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-3133090	1049.0	27.0	1076.0	1460.0		438.0	512.0		68.0						0.0				0.0		1.0	2.0	0.0		0.0	24.0		0.0		3.0								0.0	0.0		0.0		
LK-3224095	1049.0	28.0	1104.0	1469.0		402.0	557.0		84.0										0.0		0.0	0.0	0.0		1.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-6178165	1049.0	45.0	1095.0	1401.0		466.0	542.0		38.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-7148195	1049.0	67.0	1117.0	1533.0		433.0	554.0		57.0									0.0	0.0		1.0	1.0	0.0	0.0		3.0		0.0		1.0	0.0												
LK-1215170	1049.0	50.0	1100.0	1434.0		468.0	495.0		80.0						0.0			0.0	0.0		0.0	0.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-1224100	1049.0	44.0	1094.0	1444.0		418.0	528.0		96.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-1224390	1049.0	44.0	1094.0	1445.0		418.0	529.0		96.0						0.0			0.0	0.0		0.0	1.0	0.0	0.0		3.0				2.0		0.0						0.0					
LK-8221075	1049.0	32.0	1081.0	1398.0		410.0	577.0		60.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-2130155	1048.0	26.0	1075.0	1470.0		674.0	307.0		55.0						0.0			0.0	0.0		1.0	0.0	0.0			4.0		0.0		4.0	0.0	0.0		0.0	0.0							1.0	0.0
LK-9233045	1048.0	49.0	1097.0	1422.0		522.0	484.0		22.0						0.0				0.0		1.0	1.0	0.0		1.0	0.0		0.0		1.0				1.0								13.0	
LK-2142080	1048.0	60.0	1109.0	1462.0		610.0	387.0		23.0						0.0			0.0	0.0		1.0	0.0	0.0			2.0		0.0		3.0	0.0	0.0		1.0	0.0							20.0	0.0
LK-9127030	1048.0	40.0	1088.0	1343.0		466.0	560.0		18.0										0.0		1.0	0.0	0.0		1.0	1.0		0.0		0.0	0.0	0.0				0.0		0.0					
LK-8224055	1048.0	32.0	1079.0	1396.0		409.0	576.0		60.0										0.0		0.0	1.0	0.0			0.0		0.0			0.0	0.0											
LK-8130175	1047.0	47.0	1094.0	1452.0		587.0	393.0		49.0						0.0						1.0	1.0	0.0			1.0				2.0												13.0	
LK-8130210	1047.0	47.0	1095.0	1453.0		587.0	393.0		49.0						0.0						1.0	1.0	0.0			1.0				2.0												13.0	
LK-2112100	1047.0	60.0	1107.0	1496.0		624.0	365.0		31.0						0.0			0.0	0.0		1.0	0.0	0.0			3.0		0.0		3.0	0.0	0.0		1.0	0.0							17.0	0.0
LK-3224065	1047.0	28.0	1102.0	1467.0		401.0	557.0		84.0										0.0		0.0	0.0	0.0		1.0	1.0		0.0			0.0				0.0	0.0			0.0				
LK-2151190	1047.0	80.0	1128.0	1492.0		587.0	401.0		34.0						0.0			0.0	0.0		1.0	0.0	0.0			7.0		0.0		2.0	0.0	0.0		1.0	0.0							11.0	0.0
LK-6178195	1047.0	45.0	1093.0	1398.0		465.0	540.0		38.0										0.0		0.0	0.0	0.0	0.0	0.0	2.0		0.0		0.0	0.0								0.0				
LK-3324065	1047.0	32.0	1079.0	1403.0		368.0	592.0		82.0										0.0		0.0	1.0	0.0		1.0	2.0		0.0		1.0		0.0			0.0								
LK-8215050	1047.0	44.0	1091.0	1485.0		455.0	544.0		45.0										0.0		1.0	0.0	0.0			1.0		0.0			0.0	0.0											
LK-7163130	1047.0	67.0	1114.0	1530.0		432.0	553.0		57.0									0.0	0.0		1.0	1.0	0.0	0.0		3.0		0.0		1.0	0.0												
LK-1310150	1047.0	31.0	1079.0	1392.0		413.0	568.0		57.0						0.0				0.0		1.0	1.0	0.0		1.0	2.0				3.0	0.0	0.0		0.0	0.0	0.0		0.0			0.0		
LK-5215105	1047.0	64.0	1111.0	1478.0	0.0	454.0	552.0		37.0	1.0	0.0							0.0	0.0		1.0	1.0	0.0	0.0		0.0		0.0		0.0							0.0						
LK-1136260	1047.0	28.0	1076.0	1357.0		409.0	537.0		92.0			0.0			0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	5.0		0.0		2.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
LK-8130180	1046.0	46.0	1094.0	1452.0		587.0	393.0		49.0						0.0						1.0	1.0	0.0			1.0				2.0												13.0	
LK-2148035	1046.0	60.0	1107.0	1460.0		609.0	386.0		23.0						0.0			0.0	0.0		1.0	0.0	0.0			2.0		0.0		3.0	0.0	0.0		1.0	0.0							20.0	0.0
LK-1118110	1046.0	49.0	1096.0	1415.0		471.0	517.0		52.0			0.0			0.0		0.0	0.0	0.0		0.0	1.0	0.0	0.0	1.0	2.0		0.0		1.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0			
