entity_id	valid	rejected	polled	electors	NDF	UPFA	DUNF	UDF	JSP	SLLP	Ind 5	Ind 1	NSH	ONF	USP	Ind 3	LF	SEP	NA	Ind 2	RPP	JP	Ind 4	PNF	ACAKO	UNAF
LK-3218140	807.0	5.0	813.0	1047.0	262.0	533.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3145190	807.0	5.0	812.0	1045.0	300.0	497.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3136310	807.0	5.0	812.0	1080.0	256.0	541.0	2.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9203275	807.0	6.0	813.0	1081.0	277.0	518.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2121135	807.0	8.0	815.0	1079.0	256.0	527.0	5.0	2.0	4.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2312225	806.0	16.0	822.0	1082.0	494.0	274.0	12.0	5.0	3.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1112215	806.0	5.0	811.0	1035.0	262.0	537.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8224085	806.0	7.0	812.0	1072.0	226.0	565.0	2.0	1.0	3.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1227015	806.0	6.0	811.0	1053.0	262.0	534.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1303210	806.0	5.0	811.0	1026.0	304.0	493.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6233065	806.0	6.0	811.0	1140.0	311.0	481.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1327220	806.0	6.0	812.0	1065.0	278.0	512.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2127300	806.0	8.0	815.0	1064.0	345.0	449.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3239110	806.0	4.0	811.0	1088.0	276.0	519.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6160050	806.0	6.0	812.0	1087.0	316.0	477.0	3.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3133165	806.0	5.0	810.0	1039.0	290.0	506.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2206280	805.0	7.0	812.0	1093.0	258.0	531.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3215100	805.0	5.0	811.0	1044.0	261.0	531.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3112105	805.0	5.0	809.0	1044.0	249.0	542.0	2.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2112145	805.0	12.0	817.0	1098.0	386.0	399.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8127335	805.0	8.0	813.0	1077.0	338.0	450.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5215085	804.0	5.0	809.0	1083.0	245.0	546.0	2.0	1.0	2.0	1.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1318125	804.0	5.0	808.0	997.0	271.0	523.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5233070	804.0	9.0	813.0	1220.0	481.0	301.0	5.0	4.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1309125	804.0	6.0	810.0	1013.0	259.0	533.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1324105	804.0	5.0	809.0	1042.0	356.0	437.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9118060	804.0	6.0	810.0	1018.0	297.0	491.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9133015	804.0	5.0	809.0	990.0	242.0	545.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9233090	804.0	7.0	811.0	1072.0	287.0	496.0	3.0	2.0	4.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-5115030	803.0	15.0	817.0	1226.0	552.0	221.0	7.0	5.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9151085	803.0	6.0	809.0	1045.0	255.0	535.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1215150	803.0	5.0	809.0	1028.0	281.0	513.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1115265	803.0	7.0	809.0	1037.0	277.0	515.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1115280	803.0	7.0	809.0	1037.0	277.0	515.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9103142	803.0	5.0	808.0	1033.0	257.0	533.0	2.0	1.0	3.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6184225	803.0	5.0	808.0	1057.0	272.0	521.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8136015	803.0	10.0	813.0	1083.0	365.0	420.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3330255	803.0	5.0	807.0	1051.0	254.0	537.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9227150	803.0	7.0	810.0	1059.0	308.0	476.0	3.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9212010	803.0	6.0	809.0	1085.0	255.0	536.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6163145	803.0	5.0	808.0	1114.0	298.0	489.0	3.0	1.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8109080	803.0	25.0	828.0	1130.0	294.0	488.0	3.0	2.0	4.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5212035	802.0	5.0	806.0	1080.0	244.0	545.0	2.0	1.0	2.0	1.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1306170	802.0	5.0	807.0	995.0	270.0	522.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2206035	802.0	7.0	809.0	1090.0	257.0	529.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3215055	802.0	5.0	807.0	1039.0	260.0	529.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3203150	802.0	8.0	810.0	1055.0	256.0	526.0	3.0	2.0	4.0	2.0	0.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2157075	802.0	14.0	816.0	1096.0	323.0	458.0	4.0	3.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6160240	802.0	6.0	808.0	1081.0	314.0	474.0	3.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9206090	802.0	6.0	808.0	1104.0	359.0	430.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8133020	802.0	10.0	812.0	1082.0	365.0	419.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2145225	802.0	11.0	813.0	1095.0	366.0	413.0	5.0	2.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5124030	802.0	20.0	822.0	1414.0	642.0	104.0	18.0	10.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
LK-3312080	801.0	5.0	806.0	1038.0	270.0	517.0	2.0	1.0	2.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1115330	801.0	7.0	808.0	1034.0	276.0	513.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1321235	801.0	6.0	806.0	1043.0	290.0	501.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8212240	801.0	9.0	810.0	1134.0	235.0	550.0	2.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3112130	801.0	5.0	806.0	1040.0	248.0	540.0	2.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7115085	801.0	6.0	808.0	1094.0	276.0	514.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8130290	801.0	8.0	809.0	1078.0	361.0	426.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9215130	801.0	6.0	806.0	1078.0	268.0	517.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6163215	801.0	5.0	806.0	1110.0	297.0	487.0	3.0	1.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2312215	800.0	16.0	816.0	1073.0	490.0	272.0	12.0	5.0	3.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8224125	800.0	6.0	806.0	1064.0	225.0	561.0	2.0	1.0	3.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9112080	800.0	5.0	805.0	1001.0	277.0	511.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1218010	800.0	8.0	808.0	1050.0	392.0	397.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9142195	800.0	6.0	806.0	1027.0	302.0	479.0	4.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9139035	800.0	7.0	807.0	1005.0	259.0	523.0	3.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
LK-8218080	800.0	9.0	808.0	1132.0	235.0	549.0	2.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3236095	800.0	5.0	805.0	1065.0	227.0	560.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8130045	800.0	8.0	808.0	1076.0	361.0	426.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5121075	799.0	15.0	814.0	1221.0	550.0	221.0	7.0	5.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8221085	799.0	6.0	805.0	1063.0	224.0	560.0	2.0	1.0	3.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1321105	799.0	6.0	804.0	1040.0	289.0	499.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1209140	799.0	5.0	804.0	1026.0	293.0	495.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6169065	799.0	4.0	803.0	1072.0	315.0	474.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3218145	799.0	5.0	804.0	1036.0	259.0	527.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7218020	799.0	5.0	804.0	1081.0	232.0	555.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-4309135	799.0	22.0	822.0	1874.0	528.0	228.0	9.0	6.0	3.0	2.0	5.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
LK-8124205	799.0	11.0	810.0	1075.0	374.0	404.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9203390	799.0	6.0	805.0	1070.0	274.0	513.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8139010	799.0	15.0	814.0	1099.0	432.0	346.0	3.0	4.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5324005	799.0	10.0	810.0	1247.0	276.0	504.0	5.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5215070	798.0	4.0	803.0	1075.0	243.0	542.0	2.0	1.0	2.0	1.0	0.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1206310	798.0	6.0	805.0	1026.0	311.0	479.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8224010	798.0	6.0	804.0	1061.0	224.0	559.0	2.0	1.0	3.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9218210	798.0	5.0	803.0	1046.0	289.0	497.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9206005	798.0	6.0	803.0	1098.0	357.0	427.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6136040	798.0	5.0	803.0	1070.0	242.0	543.0	3.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2145300	798.0	11.0	809.0	1090.0	364.0	411.0	5.0	2.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3106210	798.0	5.0	804.0	1099.0	268.0	518.0	2.0	1.0	3.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1333080	797.0	5.0	802.0	1032.0	261.0	520.0	2.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6175055	797.0	5.0	801.0	1056.0	298.0	487.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8209115	797.0	8.0	805.0	1159.0	243.0	536.0	3.0	2.0	4.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9212180	797.0	6.0	803.0	1076.0	253.0	531.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3130060	797.0	5.0	802.0	1090.0	218.0	566.0	1.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9215195	797.0	5.0	803.0	1074.0	267.0	515.0	2.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9130060	797.0	5.0	801.0	981.0	240.0	540.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3306020	796.0	5.0	801.0	1031.0	269.0	514.0	2.0	1.0	2.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1221150	796.0	6.0	801.0	1045.0	325.0	464.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9112025	796.0	5.0	801.0	997.0	276.0	509.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7148170	796.0	6.0	802.0	1079.0	240.0	543.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1239045	796.0	6.0	802.0	1014.0	299.0	490.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3121040	796.0	5.0	801.0	995.0	275.0	507.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3203065	796.0	8.0	803.0	1047.0	254.0	522.0	3.0	2.0	4.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7115175	796.0	6.0	802.0	1087.0	274.0	511.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6121105	796.0	5.0	801.0	1086.0	270.0	513.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2154020	796.0	14.0	810.0	1088.0	321.0	454.0	4.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6151115	796.0	6.0	803.0	1065.0	328.0	456.0	4.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7206120	796.0	4.0	800.0	1061.0	278.0	507.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7206135	796.0	4.0	800.0	1061.0	278.0	507.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5124025	796.0	20.0	816.0	1404.0	638.0	103.0	18.0	10.0	3.0	2.0	3.0	1.0	4.0	3.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
LK-9133115	796.0	5.0	801.0	980.0	240.0	540.0	2.0	2.0	2.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2121075	796.0	8.0	804.0	1064.0	253.0	520.0	5.0	2.0	4.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1224050	795.0	5.0	800.0	1013.0	244.0	544.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-9112200	795.0	5.0	800.0	995.0	275.0	508.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1115005	795.0	7.0	801.0	1027.0	274.0	509.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1333045	795.0	5.0	800.0	1030.0	260.0	519.0	2.0	2.0	3.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3242070	795.0	5.0	800.0	1036.0	350.0	438.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5315205	795.0	16.0	811.0	1332.0	552.0	214.0	7.0	6.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7215120	794.0	6.0	799.0	1062.0	288.0	493.0	3.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1227020	794.0	6.0	800.0	1038.0	259.0	527.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1227335	794.0	6.0	800.0	1038.0	259.0	527.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-5248065	794.0	9.0	803.0	1205.0	475.0	297.0	5.0	4.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
