entity_id	valid	rejected	polled	electors	UNP	UPFA	USP	JSP	ULPP	NLF	ULF	RPP	SLNF	DUA	SEP	SLPF	UNAF
LK-2136135	941.0	10.0	951.0	1217.0	468.0	462.0	3.0	4.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2136270	941.0	10.0	951.0	1217.0	468.0	462.0	3.0	4.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7218040	941.0	9.0	950.0	1226.0	403.0	526.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3106095	941.0	7.0	948.0	1253.0	397.0	532.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
LK-2206070	940.0	12.0	952.0	1250.0	434.0	492.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1236170	940.0	11.0	951.0	1210.0	432.0	500.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8103120	940.0	15.0	954.0	1226.0	506.0	417.0	4.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2127090	940.0	12.0	951.0	1219.0	496.0	433.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6160195	940.0	10.0	950.0	1242.0	458.0	471.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9151060	939.0	10.0	949.0	1178.0	388.0	538.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2203165	939.0	12.0	951.0	1249.0	434.0	492.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2112215	939.0	16.0	955.0	1263.0	562.0	362.0	5.0	4.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
LK-2218185	939.0	17.0	956.0	1299.0	541.0	382.0	5.0	4.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6106070	938.0	8.0	946.0	1241.0	416.0	512.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3206075	938.0	12.0	951.0	1172.0	397.0	524.0	5.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6130275	938.0	12.0	950.0	1284.0	469.0	459.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3242200	938.0	7.0	945.0	1220.0	351.0	579.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3330200	938.0	8.0	946.0	1204.0	319.0	605.0	3.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2130290	938.0	11.0	949.0	1248.0	521.0	408.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-8118125	938.0	20.0	957.0	1241.0	569.0	355.0	3.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-2121015	938.0	13.0	951.0	1208.0	464.0	458.0	4.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1212070	937.0	11.0	948.0	1217.0	411.0	515.0	3.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-1303020	937.0	9.0	946.0	1188.0	387.0	541.0	3.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7115070	937.0	9.0	945.0	1269.0	398.0	529.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1321400	936.0	10.0	946.0	1210.0	390.0	535.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1321435	936.0	10.0	945.0	1209.0	390.0	535.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6209115	936.0	9.0	945.0	1310.0	411.0	515.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9206235	936.0	10.0	946.0	1247.0	514.0	410.0	4.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2112100	936.0	16.0	952.0	1258.0	560.0	361.0	5.0	4.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
LK-8130085	936.0	12.0	948.0	1192.0	482.0	439.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3109115	936.0	9.0	945.0	1218.0	331.0	592.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1112390	935.0	9.0	944.0	1220.0	374.0	554.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8230025	935.0	10.0	945.0	1183.0	387.0	535.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1330110	935.0	10.0	944.0	1214.0	401.0	519.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6239145	935.0	7.0	942.0	1326.0	439.0	487.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-3109030	935.0	9.0	944.0	1217.0	331.0	592.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9106155	934.0	7.0	941.0	1161.0	406.0	517.0	4.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7203030	934.0	9.0	943.0	1218.0	400.0	522.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2121175	934.0	13.0	947.0	1204.0	463.0	456.0	4.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7215270	933.0	9.0	943.0	1222.0	450.0	473.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1215400	933.0	10.0	943.0	1176.0	400.0	523.0	3.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1106225	933.0	10.0	943.0	1226.0	464.0	462.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1324040	933.0	11.0	944.0	1218.0	460.0	460.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1324115	933.0	11.0	944.0	1219.0	460.0	460.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3115035	933.0	8.0	941.0	1111.0	392.0	527.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6248210	933.0	9.0	942.0	1358.0	456.0	468.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2233110	933.0	15.0	949.0	1258.0	505.0	410.0	6.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6242055	933.0	7.0	941.0	1324.0	438.0	486.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-7212265	932.0	9.0	941.0	1219.0	449.0	472.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6248220	932.0	9.0	941.0	1356.0	455.0	467.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1136300	931.0	9.0	941.0	1191.0	357.0	566.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1112160	931.0	9.0	940.0	1214.0	372.0	551.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1224305	931.0	9.0	940.0	1194.0	329.0	594.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1215040	931.0	10.0	941.0	1173.0	399.0	522.0	3.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1230525	931.0	8.0	939.0	1174.0	366.0	554.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8106020	931.0	15.0	946.0	1215.0	501.0	414.0	4.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2121200	931.0	13.0	943.0	1199.0	461.0	454.0	4.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3106140	931.0	7.0	938.0	1240.0	393.0	527.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
LK-5209045	930.0	9.0	938.0	1232.0	398.0	519.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1303340	930.0	9.0	939.0	1180.0	385.0	537.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3239140	930.0	8.0	938.0	1210.0	346.0	572.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7115180	930.0	9.0	939.0	1260.0	395.0	525.0	2.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1315030	930.0	11.0	941.0	1177.0	429.0	484.0	6.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2312300	929.0	14.0	943.0	1185.0	753.0	161.0	8.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-2315210	929.0	14.0	942.0	1184.0	752.0	161.0	8.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3303095	929.0	9.0	938.0	1184.0	356.0	562.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1218105	929.0	11.0	940.0	1200.0	521.0	400.0	3.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1336115	929.0	9.0	937.0	1192.0	417.0	497.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6178425	929.0	7.0	936.0	1179.0	434.0	485.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9218190	929.0	9.0	938.0	1177.0	446.0	473.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6130045	929.0	12.0	941.0	1272.0	464.0	455.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1236135	929.0	11.0	940.0	1196.0	427.0	494.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6160215	929.0	10.0	938.0	1228.0	452.0	466.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3330290	929.0	8.0	937.0	1194.0	316.0	600.0	3.0	4.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-5315185	929.0	17.0	946.0	1594.0	724.0	190.0	5.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
LK-8130035	929.0	12.0	941.0	1183.0	479.0	436.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-5236055	929.0	10.0	940.0	1328.0	498.0	419.0	4.0	4.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-1215505	928.0	10.0	938.0	1170.0	398.0	521.0	3.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-7148165	928.0	10.0	938.0	1225.0	387.0	529.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3103110	928.0	8.0	936.0	1165.0	365.0	549.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2151190	928.0	15.0	944.0	1249.0	467.0	446.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-3151100	928.0	8.0	935.0	1178.0	355.0	560.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-8124090	928.0	16.0	944.0	1207.0	493.0	416.0	6.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
LK-1115170	927.0	10.0	937.0	1185.0	425.0	492.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1324060	927.0	11.0	938.0	1211.0	457.0	457.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1209355	927.0	8.0	936.0	1156.0	431.0	486.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6181225	927.0	8.0	935.0	1169.0	408.0	509.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3206115	927.0	12.0	940.0	1158.0	393.0	517.0	5.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6149030	927.0	8.0	935.0	1211.0	439.0	478.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9221105	927.0	9.0	935.0	1178.0	441.0	473.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8124105	927.0	16.0	943.0	1206.0	492.0	415.0	6.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
LK-7133065	927.0	10.0	937.0	1267.0	392.0	522.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1224495	926.0	9.0	935.0	1188.0	327.0	591.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1324160	926.0	11.0	937.0	1210.0	457.0	457.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6218025	926.0	9.0	935.0	1283.0	465.0	450.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-3224080	926.0	8.0	934.0	1169.0	346.0	566.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3209215	926.0	8.0	934.0	1186.0	323.0	586.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6142010	926.0	6.0	932.0	1182.0	453.0	463.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3133095	926.0	9.0	935.0	1175.0	364.0	551.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9230140	926.0	11.0	937.0	1182.0	449.0	460.0	6.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1136225	925.0	9.0	935.0	1183.0	355.0	563.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1115120	925.0	10.0	935.0	1182.0	424.0	491.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9206165	925.0	9.0	934.0	1232.0	507.0	405.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3154100	925.0	8.0	933.0	1175.0	354.0	559.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-8133060	925.0	15.0	940.0	1213.0	496.0	413.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
LK-7206145	925.0	7.0	932.0	1199.0	442.0	472.0	3.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5104025	925.0	12.0	936.0	2094.0	652.0	254.0	5.0	6.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
LK-7212165	924.0	9.0	934.0	1210.0	446.0	468.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1206340	924.0	10.0	934.0	1170.0	413.0	501.0	3.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9230090	924.0	11.0	935.0	1180.0	448.0	460.0	6.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2109110	923.0	13.0	935.0	1217.0	528.0	383.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1206395	923.0	10.0	933.0	1169.0	413.0	501.0	3.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1233345	922.0	9.0	931.0	1180.0	365.0	549.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1215375	922.0	10.0	932.0	1162.0	395.0	517.0	3.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-3118030	922.0	8.0	931.0	1098.0	388.0	521.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1315040	922.0	11.0	932.0	1166.0	425.0	479.0	6.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7203055	922.0	9.0	931.0	1201.0	395.0	515.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-8224075	921.0	10.0	931.0	1165.0	381.0	527.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2206160	921.0	12.0	933.0	1225.0	425.0	482.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6224020	921.0	8.0	930.0	1289.0	404.0	506.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6224055	921.0	8.0	930.0	1289.0	404.0	506.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3206155	921.0	12.0	933.0	1150.0	390.0	514.0	5.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1312065	921.0	11.0	931.0	1165.0	425.0	479.0	6.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2136225	921.0	10.0	931.0	1191.0	458.0	452.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-7109125	921.0	8.0	929.0	1278.0	388.0	520.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9109080	920.0	7.0	927.0	1145.0	400.0	509.0	3.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-9127095	920.0	8.0	927.0	1096.0	420.0	485.0	5.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6130295	920.0	12.0	931.0	1259.0	459.0	450.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6203130	920.0	16.0	936.0	1441.0	605.0	301.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-8136110	920.0	15.0	935.0	1206.0	493.0	411.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
LK-9221010	920.0	9.0	929.0	1170.0	438.0	470.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-1224265	919.0	9.0	928.0	1179.0	325.0	586.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1233205	919.0	9.0	928.0	1176.0	364.0	547.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6136210	919.0	9.0	929.0	1191.0	400.0	509.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9221150	919.0	9.0	928.0	1169.0	437.0	470.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9209110	919.0	11.0	929.0	1204.0	459.0	446.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3309045	918.0	9.0	927.0	1170.0	351.0	555.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-7142080	918.0	9.0	928.0	1211.0	383.0	523.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1239130	918.0	9.0	927.0	1159.0	405.0	505.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-6224170	918.0	8.0	926.0	1284.0	403.0	504.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3103185	918.0	8.0	926.0	1152.0	361.0	543.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6242060	918.0	7.0	925.0	1302.0	431.0	478.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-5315135	918.0	17.0	935.0	1575.0	715.0	188.0	5.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
LK-3312110	917.0	9.0	926.0	1168.0	351.0	554.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1306070	917.0	9.0	927.0	1141.0	369.0	537.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6178355	917.0	7.0	924.0	1163.0	428.0	479.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-6133060	917.0	12.0	928.0	1255.0	458.0	449.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2303140	917.0	10.0	927.0	1174.0	588.0	314.0	7.0	4.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LK-8124195	917.0	16.0	933.0	1192.0	487.0	411.0	6.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
LK-1224005	916.0	9.0	925.0	1175.0	324.0	584.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-5242070	916.0	9.0	925.0	1409.0	602.0	301.0	5.0	3.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
LK-9127030	916.0	8.0	924.0	1091.0	419.0	483.0	5.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3139135	916.0	9.0	925.0	1242.0	473.0	434.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8118155	916.0	19.0	935.0	1212.0	556.0	347.0	3.0	5.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
LK-1221015	915.0	10.0	925.0	1185.0	432.0	476.0	2.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-1309295	915.0	9.0	924.0	1143.0	392.0	512.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3221025	915.0	8.0	923.0	1190.0	341.0	563.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-9218005	915.0	9.0	923.0	1159.0	439.0	466.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3109005	915.0	9.0	924.0	1191.0	324.0	579.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1136080	914.0	9.0	923.0	1168.0	351.0	556.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-8215050	914.0	12.0	927.0	1213.0	383.0	518.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3206010	914.0	12.0	926.0	1142.0	387.0	510.0	5.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3242325	914.0	7.0	921.0	1189.0	342.0	564.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-7218005	914.0	9.0	923.0	1192.0	392.0	511.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9221025	914.0	8.0	922.0	1162.0	434.0	467.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3130035	914.0	9.0	923.0	1189.0	324.0	578.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2121170	914.0	13.0	927.0	1178.0	453.0	446.0	4.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-1315005	913.0	10.0	924.0	1155.0	421.0	475.0	6.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-5306015	913.0	16.0	929.0	1565.0	711.0	187.0	5.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
LK-7109005	913.0	8.0	921.0	1268.0	384.0	516.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9212110	913.0	8.0	921.0	1202.0	386.0	517.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-2145135	913.0	13.0	926.0	1219.0	517.0	381.0	5.0	5.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
LK-1136210	912.0	9.0	921.0	1165.0	350.0	555.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK-1233180	912.0	9.0	920.0	1166.0	361.0	543.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-6224145	912.0	8.0	921.0	1276.0	401.0	501.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-6178315	912.0	7.0	919.0	1157.0	426.0	476.0	2.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-3239005	912.0	8.0	920.0	1187.0	340.0	561.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-8209150	912.0	10.0	922.0	1213.0	391.0	507.0	3.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
LK-7154155	912.0	9.0	921.0	1222.0	433.0	467.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-3309085	911.0	9.0	920.0	1161.0	349.0	551.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
LK-2206145	911.0	12.0	923.0	1212.0	421.0	477.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
LK-9106145	911.0	7.0	917.0	1133.0	396.0	504.0	3.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
LK-3242155	911.0	7.0	918.0	1186.0	341.0	562.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
