entity_id	valid	rejected	polled	electors	I-AMI	UPF	DNM	SLNF	USP	AACAAKO	SEP	FSP	SLLP	NDF	ULPP	I-AP	JSP	NSH	PNF	UPFA	ONF	NSSP	ULGC
LK-1227375	1290.0	12.0	1303.0	1620.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	614.0	1.0	0.0	0.0	0.0	1.0	667.0	1.0	0.0	0.0
LK-3133030	1290.0	14.0	1304.0	1635.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	567.0	1.0	0.0	0.0	1.0	2.0	712.0	1.0	0.0	0.0
LK-5318030	1290.0	11.0	1301.0	1828.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	613.0	2.0	0.0	0.0	1.0	3.0	659.0	2.0	0.0	0.0
LK-2315030	1289.0	22.0	1311.0	1661.0	1.0	4.0	1.0	0.0	3.0	1.0	1.0	2.0	5.0	941.0	4.0	1.0	1.0	2.0	3.0	317.0	3.0	1.0	0.0
LK-1233395	1289.0	12.0	1301.0	1600.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	592.0	1.0	0.0	0.0	0.0	1.0	688.0	1.0	0.0	0.0
LK-1221160	1289.0	18.0	1307.0	1644.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	670.0	1.0	0.0	0.0	0.0	1.0	611.0	1.0	0.0	0.0
LK-1306155	1289.0	12.0	1301.0	1560.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	565.0	1.0	0.0	0.0	1.0	2.0	713.0	1.0	0.0	0.0
LK-1212640	1289.0	12.0	1300.0	1654.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	600.0	1.0	0.0	0.0	0.0	1.0	680.0	1.0	0.0	0.0
LK-7112055	1289.0	12.0	1301.0	1720.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	566.0	1.0	0.0	0.0	1.0	2.0	709.0	2.0	0.0	0.0
LK-7139105	1289.0	12.0	1301.0	1720.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	566.0	1.0	0.0	0.0	1.0	2.0	709.0	2.0	0.0	0.0
LK-8103100	1289.0	16.0	1305.0	1637.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	539.0	2.0	0.0	0.0	1.0	3.0	731.0	4.0	1.0	0.0
LK-6184195	1289.0	11.0	1299.0	1627.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	567.0	1.0	0.0	0.0	0.0	2.0	713.0	1.0	0.0	0.0
LK-3112095	1289.0	10.0	1299.0	1622.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	513.0	1.0	0.0	0.0	1.0	2.0	762.0	2.0	0.0	0.0
LK-1309170	1288.0	12.0	1301.0	1570.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	539.0	1.0	0.0	0.0	1.0	2.0	739.0	1.0	0.0	0.0
LK-8121060	1288.0	19.0	1306.0	1644.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	675.0	1.0	0.0	0.0	1.0	2.0	598.0	2.0	0.0	0.0
LK-2315205	1287.0	22.0	1308.0	1658.0	1.0	4.0	1.0	0.0	3.0	1.0	1.0	2.0	5.0	940.0	4.0	1.0	1.0	2.0	3.0	316.0	3.0	1.0	0.0
LK-1233350	1287.0	12.0	1299.0	1598.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	591.0	1.0	0.0	0.0	0.0	1.0	687.0	1.0	0.0	0.0
LK-7148075	1287.0	10.0	1297.0	1668.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	555.0	1.0	0.0	0.0	1.0	2.0	720.0	2.0	0.0	0.0
LK-2233200	1287.0	20.0	1307.0	1696.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	678.0	2.0	1.0	1.0	1.0	3.0	586.0	2.0	1.0	0.0
LK-7218110	1287.0	10.0	1297.0	1646.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	646.0	1.0	0.0	0.0	1.0	3.0	627.0	2.0	0.0	0.0
LK-8221060	1286.0	14.0	1300.0	1585.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	464.0	1.0	0.0	0.0	1.0	3.0	808.0	2.0	0.0	0.0
LK-1106215	1286.0	17.0	1303.0	1594.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	751.0	1.0	0.0	1.0	0.0	1.0	525.0	1.0	0.0	0.0
LK-2233230	1286.0	20.0	1306.0	1694.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	678.0	2.0	1.0	1.0	1.0	3.0	585.0	2.0	1.0	0.0
LK-1227385	1285.0	12.0	1297.0	1613.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	611.0	1.0	0.0	0.0	0.0	1.0	664.0	1.0	0.0	0.0
LK-1218015	1285.0	18.0	1303.0	1624.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	762.0	1.0	0.0	0.0	0.0	1.0	512.0	1.0	0.0	0.0
LK-1330055	1285.0	16.0	1301.0	1636.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	580.0	1.0	0.0	0.0	1.0	2.0	690.0	2.0	0.0	0.0
LK-9139010	1285.0	15.0	1301.0	1549.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	519.0	2.0	1.0	0.0	1.0	3.0	745.0	3.0	1.0	0.0
LK-3106145	1285.0	13.0	1297.0	1705.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	522.0	1.0	0.0	0.0	1.0	2.0	751.0	1.0	0.0	0.0
LK-2109080	1284.0	14.0	1298.0	1630.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	741.0	1.0	0.0	0.0	1.0	2.0	530.0	2.0	0.0	0.0
LK-1227260	1284.0	12.0	1297.0	1613.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	611.0	1.0	0.0	0.0	0.0	1.0	664.0	1.0	0.0	0.0
LK-1309110	1284.0	12.0	1296.0	1565.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	537.0	1.0	0.0	0.0	1.0	2.0	736.0	1.0	0.0	0.0
LK-1324370	1284.0	13.0	1297.0	1606.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	731.0	1.0	0.0	0.0	1.0	1.0	541.0	1.0	0.0	0.0
LK-6178260	1284.0	13.0	1297.0	1593.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	567.0	1.0	0.0	0.0	0.0	1.0	708.0	1.0	0.0	0.0
LK-8221080	1283.0	14.0	1298.0	1582.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	463.0	1.0	0.0	0.0	1.0	3.0	807.0	2.0	0.0	0.0
LK-1233155	1283.0	12.0	1295.0	1592.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	590.0	1.0	0.0	0.0	0.0	1.0	685.0	1.0	0.0	0.0
LK-1224295	1283.0	13.0	1296.0	1594.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	584.0	0.0	0.0	0.0	0.0	1.0	692.0	1.0	0.0	0.0
LK-1206025	1283.0	17.0	1300.0	1625.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	661.0	1.0	0.0	0.0	0.0	1.0	614.0	1.0	0.0	0.0
LK-7115200	1283.0	11.0	1294.0	1662.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	609.0	1.0	0.0	0.0	1.0	2.0	663.0	1.0	0.0	0.0
LK-8103010	1282.0	16.0	1298.0	1628.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	536.0	2.0	0.0	0.0	1.0	3.0	727.0	4.0	1.0	0.0
LK-2233225	1282.0	20.0	1302.0	1690.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	676.0	2.0	1.0	1.0	1.0	3.0	584.0	2.0	1.0	0.0
LK-9218130	1282.0	13.0	1295.0	1615.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	592.0	1.0	0.0	0.0	0.0	2.0	678.0	1.0	0.0	0.0
LK-2109095	1280.0	14.0	1294.0	1625.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	738.0	1.0	0.0	0.0	1.0	2.0	528.0	2.0	0.0	0.0
LK-8215100	1280.0	17.0	1298.0	1687.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	476.0	1.0	1.0	0.0	1.0	3.0	790.0	2.0	0.0	0.0
LK-7212270	1279.0	9.0	1288.0	1613.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	804.0	2.0	0.0	0.0	1.0	2.0	463.0	1.0	0.0	0.0
LK-1303070	1279.0	16.0	1295.0	1573.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	641.0	1.0	0.0	0.0	0.0	1.0	629.0	1.0	0.0	0.0
LK-8215025	1279.0	17.0	1296.0	1685.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	475.0	1.0	1.0	0.0	1.0	3.0	789.0	2.0	0.0	0.0
LK-9106020	1279.0	10.0	1289.0	1568.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	523.0	1.0	0.0	0.0	1.0	2.0	744.0	1.0	0.0	0.0
LK-6242155	1279.0	11.0	1290.0	1811.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	603.0	1.0	0.0	0.0	0.0	2.0	667.0	1.0	0.0	0.0
LK-2312060	1278.0	21.0	1300.0	1647.0	1.0	4.0	1.0	0.0	3.0	1.0	1.0	2.0	5.0	933.0	4.0	1.0	1.0	2.0	3.0	314.0	3.0	1.0	0.0
LK-3309015	1278.0	11.0	1289.0	1600.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	498.0	1.0	0.0	0.0	1.0	2.0	767.0	2.0	0.0	0.0
LK-1303120	1278.0	16.0	1294.0	1572.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	641.0	1.0	0.0	0.0	0.0	1.0	629.0	1.0	0.0	0.0
LK-9206055	1278.0	14.0	1292.0	1669.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	738.0	1.0	1.0	0.0	0.0	1.0	526.0	1.0	0.0	0.0
LK-7103030	1278.0	9.0	1287.0	1728.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	511.0	1.0	0.0	0.0	1.0	3.0	754.0	2.0	0.0	0.0
LK-1136215	1277.0	13.0	1290.0	1547.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	574.0	1.0	0.0	0.0	0.0	1.0	697.0	1.0	0.0	0.0
LK-3309115	1277.0	11.0	1288.0	1598.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	497.0	1.0	0.0	0.0	1.0	2.0	766.0	2.0	0.0	0.0
LK-1303080	1277.0	16.0	1293.0	1571.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	641.0	1.0	0.0	0.0	0.0	1.0	628.0	1.0	0.0	0.0
LK-9215135	1277.0	21.0	1298.0	1658.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	559.0	1.0	0.0	0.0	1.0	2.0	704.0	1.0	0.0	0.0
LK-2133300	1276.0	14.0	1290.0	1621.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	736.0	1.0	0.0	0.0	1.0	2.0	526.0	2.0	0.0	0.0
LK-1224340	1276.0	13.0	1289.0	1585.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	580.0	0.0	0.0	0.0	0.0	1.0	688.0	1.0	0.0	0.0
LK-6181070	1276.0	11.0	1287.0	1611.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	562.0	1.0	0.0	0.0	0.0	2.0	706.0	1.0	0.0	0.0
LK-5104015	1276.0	13.0	1289.0	1860.0	1.0	3.0	0.0	0.0	1.0	1.0	1.0	1.0	5.0	1068.0	4.0	1.0	0.0	1.0	2.0	183.0	2.0	1.0	0.0
LK-1133160	1275.0	13.0	1288.0	1531.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	646.0	0.0	0.0	0.0	0.0	1.0	623.0	1.0	0.0	0.0
LK-6172050	1275.0	9.0	1284.0	1657.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	619.0	1.0	0.0	0.0	1.0	2.0	645.0	1.0	0.0	0.0
LK-3239065	1275.0	9.0	1284.0	1620.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	559.0	1.0	0.0	0.0	0.0	2.0	706.0	1.0	0.0	0.0
LK-1327050	1274.0	16.0	1290.0	1622.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	576.0	1.0	0.0	0.0	1.0	2.0	684.0	2.0	0.0	0.0
LK-3221170	1274.0	9.0	1283.0	1619.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	559.0	1.0	0.0	0.0	0.0	2.0	705.0	1.0	0.0	0.0
LK-3130005	1274.0	12.0	1287.0	1669.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	454.0	1.0	0.0	0.0	0.0	3.0	804.0	2.0	0.0	0.0
LK-7212235	1273.0	9.0	1283.0	1606.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	800.0	2.0	0.0	0.0	1.0	2.0	461.0	1.0	0.0	0.0
LK-6203130	1273.0	17.0	1291.0	1899.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	889.0	2.0	0.0	0.0	1.0	2.0	366.0	2.0	0.0	0.0
LK-6248075	1273.0	12.0	1286.0	1795.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	595.0	1.0	0.0	0.0	0.0	1.0	668.0	1.0	0.0	0.0
LK-3245150	1272.0	10.0	1282.0	1659.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	508.0	1.0	0.0	0.0	0.0	2.0	755.0	1.0	0.0	0.0
LK-9215095	1272.0	21.0	1293.0	1651.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	556.0	1.0	0.0	0.0	1.0	2.0	701.0	1.0	0.0	0.0
LK-9215140	1272.0	21.0	1293.0	1651.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	556.0	1.0	0.0	0.0	1.0	2.0	701.0	1.0	0.0	0.0
LK-4106025	1271.0	44.0	1315.0	2018.0	5.0	7.0	1.0	1.0	5.0	3.0	4.0	3.0	6.0	885.0	4.0	2.0	2.0	3.0	3.0	330.0	5.0	2.0	1.0
LK-1112370	1270.0	13.0	1283.0	1567.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	569.0	0.0	0.0	0.0	0.0	1.0	693.0	1.0	0.0	0.0
LK-1303305	1270.0	16.0	1285.0	1562.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	637.0	1.0	0.0	0.0	0.0	1.0	624.0	1.0	0.0	0.0
LK-9224095	1270.0	18.0	1288.0	1606.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	584.0	2.0	0.0	0.0	1.0	3.0	668.0	2.0	1.0	0.0
LK-1112325	1269.0	13.0	1282.0	1565.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	569.0	0.0	0.0	0.0	0.0	1.0	693.0	1.0	0.0	0.0
LK-7212010	1269.0	9.0	1278.0	1600.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	797.0	2.0	0.0	0.0	1.0	2.0	459.0	1.0	0.0	0.0
LK-1215570	1269.0	12.0	1280.0	1573.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	610.0	1.0	0.0	0.0	0.0	1.0	650.0	1.0	0.0	0.0
LK-6227035	1269.0	12.0	1281.0	1705.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	468.0	1.0	0.0	0.0	0.0	3.0	788.0	2.0	0.0	0.0
LK-6178310	1269.0	13.0	1281.0	1574.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	561.0	1.0	0.0	0.0	0.0	1.0	699.0	1.0	0.0	0.0
LK-7115060	1269.0	11.0	1280.0	1644.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	603.0	1.0	0.0	0.0	1.0	2.0	656.0	1.0	0.0	0.0
LK-7115195	1269.0	11.0	1280.0	1644.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	603.0	1.0	0.0	0.0	1.0	2.0	656.0	1.0	0.0	0.0
LK-9218020	1269.0	13.0	1282.0	1599.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	586.0	1.0	0.0	0.0	0.0	2.0	671.0	1.0	0.0	0.0
LK-3139085	1269.0	9.0	1278.0	1600.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	794.0	1.0	0.0	0.0	0.0	1.0	466.0	0.0	0.0	0.0
LK-1112280	1267.0	13.0	1281.0	1564.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	568.0	0.0	0.0	0.0	0.0	1.0	692.0	1.0	0.0	0.0
LK-1206030	1267.0	17.0	1284.0	1604.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	652.0	1.0	0.0	0.0	0.0	1.0	606.0	1.0	0.0	0.0
LK-1309005	1267.0	12.0	1279.0	1544.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	530.0	1.0	0.0	0.0	1.0	2.0	726.0	1.0	0.0	0.0
LK-1118080	1267.0	14.0	1281.0	1568.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	571.0	1.0	0.0	0.0	1.0	1.0	686.0	1.0	0.0	0.0
LK-9218325	1267.0	13.0	1280.0	1597.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	585.0	1.0	0.0	0.0	0.0	2.0	670.0	1.0	0.0	0.0
LK-6142185	1267.0	9.0	1277.0	1617.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	571.0	1.0	0.0	0.0	1.0	2.0	688.0	1.0	0.0	0.0
LK-1206155	1266.0	17.0	1283.0	1603.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	652.0	1.0	0.0	0.0	0.0	1.0	605.0	1.0	0.0	0.0
LK-1310105	1266.0	12.0	1278.0	1543.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	530.0	1.0	0.0	0.0	1.0	2.0	726.0	1.0	0.0	0.0
LK-1239100	1266.0	13.0	1278.0	1549.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	619.0	1.0	0.0	0.0	0.0	1.0	639.0	1.0	0.0	0.0
LK-6239120	1266.0	11.0	1277.0	1793.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	596.0	1.0	0.0	0.0	0.0	2.0	660.0	1.0	0.0	0.0
LK-8124060	1266.0	24.0	1290.0	1629.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	648.0	2.0	1.0	1.0	1.0	3.0	592.0	3.0	1.0	0.0
LK-9230025	1266.0	17.0	1283.0	1586.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	563.0	2.0	1.0	0.0	1.0	2.0	684.0	2.0	0.0	0.0
LK-4118035	1266.0	41.0	1307.0	2017.0	4.0	8.0	2.0	1.0	4.0	3.0	3.0	3.0	7.0	980.0	6.0	2.0	1.0	3.0	4.0	224.0	6.0	3.0	1.0
LK-3309035	1265.0	11.0	1275.0	1582.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	492.0	1.0	0.0	0.0	1.0	2.0	759.0	2.0	0.0	0.0
LK-1309165	1265.0	12.0	1277.0	1542.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	529.0	1.0	0.0	0.0	1.0	2.0	725.0	1.0	0.0	0.0
LK-6227030	1265.0	12.0	1277.0	1699.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	467.0	1.0	0.0	0.0	0.0	3.0	786.0	2.0	0.0	0.0
LK-9127025	1265.0	15.0	1281.0	1525.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	511.0	2.0	1.0	0.0	1.0	3.0	734.0	3.0	1.0	0.0
LK-4118050	1265.0	41.0	1306.0	2016.0	4.0	8.0	2.0	1.0	4.0	3.0	3.0	3.0	7.0	980.0	6.0	2.0	1.0	3.0	4.0	224.0	6.0	3.0	1.0
LK-4106120	1265.0	44.0	1309.0	2008.0	5.0	7.0	1.0	1.0	5.0	3.0	4.0	3.0	6.0	880.0	4.0	2.0	2.0	3.0	3.0	328.0	5.0	2.0	1.0
LK-2315300	1264.0	21.0	1286.0	1629.0	1.0	4.0	1.0	0.0	3.0	1.0	1.0	2.0	4.0	923.0	4.0	1.0	1.0	2.0	3.0	311.0	3.0	1.0	0.0
LK-1233235	1264.0	12.0	1276.0	1569.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	581.0	1.0	0.0	0.0	0.0	1.0	675.0	1.0	0.0	0.0
LK-1330060	1264.0	16.0	1279.0	1609.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	571.0	1.0	0.0	0.0	1.0	2.0	679.0	2.0	0.0	0.0
LK-7112050	1264.0	12.0	1275.0	1686.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	555.0	1.0	0.0	0.0	1.0	2.0	695.0	2.0	0.0	0.0
LK-4203130	1264.0	21.0	1285.0	1877.0	2.0	4.0	1.0	0.0	2.0	1.0	1.0	1.0	4.0	1076.0	3.0	1.0	1.0	1.0	2.0	161.0	2.0	1.0	0.0
LK-2145220	1264.0	16.0	1280.0	1649.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	668.0	2.0	1.0	0.0	1.0	3.0	576.0	3.0	1.0	0.0
LK-5224040	1264.0	9.0	1272.0	1781.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1135.0	2.0	0.0	0.0	1.0	1.0	117.0	1.0	0.0	0.0
LK-9209220	1264.0	13.0	1277.0	1655.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	600.0	2.0	1.0	0.0	1.0	3.0	645.0	2.0	1.0	0.0
LK-1224345	1263.0	13.0	1276.0	1568.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	574.0	0.0	0.0	0.0	0.0	1.0	681.0	1.0	0.0	0.0
LK-1321245	1263.0	12.0	1275.0	1579.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	600.0	1.0	0.0	0.0	0.0	1.0	654.0	1.0	0.0	0.0
LK-9115240	1263.0	15.0	1278.0	1557.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	592.0	2.0	1.0	0.0	1.0	2.0	654.0	2.0	1.0	0.0
LK-6175170	1263.0	9.0	1273.0	1612.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	569.0	1.0	0.0	0.0	1.0	2.0	686.0	1.0	0.0	0.0
LK-8121135	1263.0	18.0	1282.0	1613.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	662.0	1.0	0.0	0.0	0.0	2.0	586.0	1.0	0.0	0.0
LK-1318135	1262.0	11.0	1273.0	1527.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	553.0	1.0	0.0	0.0	1.0	2.0	698.0	1.0	0.0	0.0
LK-1303355	1262.0	16.0	1277.0	1552.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	633.0	1.0	0.0	0.0	0.0	1.0	621.0	1.0	0.0	0.0
LK-1224425	1261.0	13.0	1274.0	1567.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	574.0	0.0	0.0	0.0	0.0	1.0	680.0	1.0	0.0	0.0
LK-3333220	1261.0	11.0	1272.0	1574.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	427.0	1.0	0.0	0.0	1.0	2.0	822.0	2.0	0.0	0.0
LK-8106070	1261.0	16.0	1277.0	1602.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	527.0	2.0	0.0	0.0	1.0	3.0	715.0	4.0	1.0	0.0
LK-8127295	1261.0	16.0	1277.0	1615.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	590.0	2.0	1.0	0.0	1.0	3.0	653.0	2.0	0.0	0.0
LK-1212400	1260.0	11.0	1272.0	1617.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	586.0	1.0	0.0	0.0	0.0	1.0	665.0	1.0	0.0	0.0
LK-8106045	1260.0	16.0	1275.0	1600.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	527.0	2.0	0.0	0.0	1.0	3.0	714.0	4.0	1.0	0.0
LK-1321325	1259.0	12.0	1271.0	1574.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	598.0	1.0	0.0	0.0	0.0	1.0	652.0	1.0	0.0	0.0
LK-6139125	1258.0	11.0	1269.0	1655.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	548.0	1.0	0.0	0.0	1.0	2.0	698.0	2.0	0.0	0.0
LK-7166105	1258.0	11.0	1269.0	1675.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	590.0	1.0	0.0	0.0	0.0	2.0	654.0	2.0	0.0	0.0
LK-2315200	1257.0	21.0	1278.0	1620.0	1.0	4.0	1.0	0.0	3.0	1.0	1.0	2.0	4.0	918.0	4.0	1.0	1.0	2.0	3.0	309.0	3.0	1.0	0.0
LK-5112060	1256.0	11.0	1267.0	1781.0	2.0	3.0	1.0	0.0	1.0	1.0	1.0	2.0	4.0	1010.0	3.0	1.0	0.0	2.0	2.0	222.0	2.0	1.0	0.0
LK-7215225	1256.0	9.0	1265.0	1584.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	790.0	2.0	0.0	0.0	1.0	2.0	455.0	1.0	0.0	0.0
LK-2233180	1256.0	19.0	1275.0	1655.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	662.0	2.0	1.0	0.0	1.0	3.0	572.0	2.0	1.0	0.0
LK-8130275	1255.0	14.0	1269.0	1608.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	636.0	1.0	0.0	0.0	1.0	2.0	602.0	2.0	1.0	0.0
LK-9133080	1255.0	12.0	1267.0	1498.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	466.0	1.0	1.0	0.0	1.0	3.0	772.0	3.0	1.0	0.0
LK-1112090	1254.0	13.0	1267.0	1548.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	562.0	0.0	0.0	0.0	0.0	1.0	685.0	1.0	0.0	0.0
