entity_id	valid	rejected	polled	electors	TULF	EPDP	UNP	JVP	JSP	NLF	PA	RJP	SLPF	SLMK	SLMC	SU	SMBP	IND1	IND2	IND3	IND5	IND6	IND7	IND8	IND9	IND10	IND11	IND12	IND13	IND14	IND15	LP	ESMS	DUNF	MULF	SLNF	IND4	ELPP	USP	DPLF	INDP	DLF	Ind10	ULF	PFF	NDP	IND 3	SEP
LK-8118065	845.0	84.0	929.0	1187.0			480.0	35.0			285.0	1.0	0.0			1.0		0.0	0.0	41.0	1.0															0.0	0.0									1.0		
LK-9221035	845.0	47.0	892.0	1128.0			388.0	70.0	0.0	6.0	375.0		0.0			4.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-6178325	845.0	38.0	883.0	1122.0			374.0	72.0	0.0	3.0	391.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-1106025	845.0	31.0	875.0	1135.0	0.0	0.0	412.0	98.0	0.0	3.0	315.0	0.0	0.0	0.0		11.0	1.0	0.0	0.0	0.0																0.0	0.0		1.0			2.0		1.0				0.0
LK-3309030	845.0	41.0	886.0	1127.0			351.0	186.0		6.0	297.0		0.0			1.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-7133080	844.0	53.0	897.0	1207.0			377.0	108.0	0.0	8.0	347.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-6163120	844.0	56.0	900.0	1206.0			382.0	85.0	0.0	4.0	367.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-2233110	844.0	68.0	913.0	1189.0			451.0	51.0	0.0	7.0	329.0	0.0		0.0																		1.0	1.0			0.0					1.0			1.0	1.0			
LK-3151100	844.0	38.0	882.0	1144.0			346.0	110.0		4.0	376.0		0.0			3.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-3242325	844.0	30.0	873.0	1122.0			363.0	101.0	0.0	4.0	365.0		0.0			8.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3206180	844.0	58.0	902.0	1120.0			377.0	98.0	0.0	8.0	352.0		0.0			2.0	0.0	0.0	0.0	0.0	1.0												0.0				0.0		3.0						1.0			
LK-6218135	844.0	41.0	885.0	1209.0			419.0	51.0	0.0	5.0	362.0	0.0	0.0			5.0		0.0	0.0	0.0													1.0	0.0	1.0	0.0												
LK-1306055	844.0	43.0	887.0	1090.0			367.0	94.0	0.0	4.0	363.0	0.0				9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		3.0									
LK-1306175	844.0	43.0	887.0	1090.0			367.0	94.0	0.0	4.0	363.0	0.0				9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		3.0									
LK-1136300	844.0	29.0	873.0	1118.0	0.0	0.0	359.0	136.0	0.0	3.0	321.0	0.0	0.0	0.0		18.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-4118150	843.0	52.0	895.0	2344.0	479.0	241.0	67.0	2.0		3.0					3.0	1.0																							2.0	12.0	7.0	26.0						
LK-8139070	843.0	76.0	918.0	1182.0			505.0	39.0			282.0	1.0	0.0			2.0		0.0	0.0	13.0	0.0															0.0	0.0									0.0		
LK-9221030	843.0	47.0	890.0	1125.0			387.0	69.0	0.0	6.0	374.0		0.0			4.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-1224495	843.0	28.0	870.0	1112.0			309.0	122.0		3.0	396.0	0.0	0.0	0.0		10.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-5218180	842.0	41.0	883.0	1079.0	142.0	18.0	23.0	1.0	0.0	2.0	108.0	0.0	0.0	1.0	394.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7203090	842.0	59.0	901.0	1163.0			374.0	118.0		8.0	339.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-3154100	842.0	38.0	880.0	1141.0			345.0	110.0		4.0	375.0		0.0			3.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-3239140	842.0	37.0	879.0	1159.0			347.0	115.0	0.0	5.0	367.0		0.0			4.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		2.0						0.0			
LK-6178205	842.0	38.0	879.0	1118.0			372.0	72.0	0.0	3.0	390.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-1327150	842.0	59.0	901.0	1157.0			384.0	101.0	0.0	4.0	338.0	0.0				7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		4.0									
LK-7163020	842.0	54.0	896.0	1198.0			349.0	98.0	0.0	8.0	383.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-1115130	842.0	40.0	882.0	1118.0	0.0	1.0	391.0	85.0	0.0	4.0	348.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-1215135	842.0	31.0	874.0	1119.0			354.0	104.0		3.0	371.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-9130020	841.0	62.0	903.0	1066.0			366.0	55.0		9.0	404.0		0.0			1.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-2112015	841.0	61.0	903.0	1347.0			389.0	41.0	0.0	5.0	398.0	0.0	0.0			4.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-8136010	841.0	62.0	903.0	1155.0			453.0	58.0			312.0	0.0	0.0			5.0		0.0	0.0	10.0	0.0															0.0	0.0									1.0		
LK-9206165	841.0	40.0	882.0	1151.0			486.0	65.0	0.0	4.0	278.0		0.0			6.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-3242155	841.0	29.0	871.0	1119.0			362.0	101.0	0.0	4.0	364.0		0.0			8.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3103185	841.0	39.0	880.0	1106.0			351.0	102.0		4.0	374.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-1218095	841.0	34.0	875.0	1110.0			453.0	80.0		3.0	297.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					0.0				
LK-4121060	840.0	52.0	893.0	2610.0	605.0	164.0	49.0	1.0		2.0					2.0	1.0																							2.0	3.0	6.0	6.0						
LK-8130085	840.0	54.0	894.0	1103.0			449.0	63.0			319.0	0.0	0.0			2.0		0.0	0.0	5.0	0.0															0.0	0.0									1.0		
LK-7206145	840.0	42.0	881.0	1100.0			423.0	75.0		7.0	332.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														0.0			0.0											
LK-1236100	840.0	36.0	876.0	1118.0			383.0	107.0		2.0	330.0	0.0	0.0	0.0		13.0	1.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					0.0				
LK-3115035	840.0	38.0	878.0	1038.0			370.0	84.0		4.0	376.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	1.0		0.0	0.0		2.0			0.0		1.0	0.0			
LK-1215170	840.0	31.0	871.0	1116.0			353.0	104.0		3.0	370.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-7212035	840.0	62.0	902.0	1142.0			408.0	75.0		7.0	347.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-1112370	840.0	33.0	874.0	1141.0	0.0	0.0	358.0	127.0	0.0	3.0	335.0	0.0	0.0	0.0		11.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-6136105	839.0	51.0	890.0	1182.0			383.0	74.0	0.0	3.0	374.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-5218145	839.0	40.0	879.0	1075.0	141.0	18.0	23.0	1.0	0.0	2.0	108.0	0.0	0.0	1.0	392.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7218060	839.0	59.0	898.0	1159.0			373.0	117.0		8.0	338.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-3136315	839.0	37.0	876.0	1132.0			356.0	90.0		3.0	380.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			1.0		1.0	0.0			
LK-1324175	839.0	46.0	885.0	1104.0			437.0	78.0	0.0	4.0	305.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		4.0									
LK-1221190	839.0	25.0	865.0	1099.0			383.0	99.0		3.0	346.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-1112280	839.0	33.0	872.0	1139.0	0.0	0.0	357.0	127.0	0.0	3.0	334.0	0.0	0.0	0.0		11.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-1112325	839.0	33.0	873.0	1140.0	0.0	0.0	357.0	127.0	0.0	3.0	335.0	0.0	0.0	0.0		11.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-1136225	839.0	28.0	867.0	1111.0	0.0	0.0	357.0	135.0	0.0	3.0	319.0	0.0	0.0	0.0		18.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-9218290	838.0	36.0	875.0	1096.0			419.0	79.0	0.0	4.0	331.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-6248210	838.0	35.0	873.0	1249.0			402.0	57.0	0.0	5.0	364.0	0.0	0.0			8.0		0.0	0.0	0.0													1.0	0.0	1.0	0.0												
LK-7139110	837.0	47.0	883.0	1214.0			425.0	78.0	0.0	7.0	323.0	0.0	0.0			2.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-6248220	837.0	35.0	872.0	1247.0			401.0	57.0	0.0	5.0	364.0	0.0	0.0			8.0		0.0	0.0	0.0													1.0	0.0	1.0	0.0												
LK-3224080	837.0	44.0	880.0	1100.0			350.0	126.0	0.0	6.0	348.0		0.0			3.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		2.0						0.0			
LK-1203195	837.0	41.0	878.0	1151.0			479.0	56.0		4.0	293.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-7118150	836.0	41.0	877.0	1178.0			375.0	124.0	0.0	6.0	326.0	0.0	0.0			3.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-9218265	836.0	36.0	872.0	1092.0			418.0	79.0	0.0	4.0	330.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-3324065	836.0	46.0	882.0	1147.0			360.0	148.0		7.0	315.0		0.0			2.0		1.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-7148195	836.0	54.0	890.0	1189.0			346.0	97.0	0.0	8.0	380.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-1224265	836.0	28.0	864.0	1104.0			307.0	121.0		3.0	393.0	0.0	0.0	0.0		10.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-3133115	835.0	34.0	870.0	1094.0			359.0	102.0		5.0	361.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-1315030	835.0	62.0	897.0	1123.0			407.0	66.0	0.0	3.0	346.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0												3.0	0.0	0.0		4.0									
LK-7115100	835.0	41.0	876.0	1177.0			374.0	124.0	0.0	6.0	326.0	0.0	0.0			3.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-3136460	835.0	37.0	872.0	1127.0			354.0	90.0		3.0	378.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			1.0		1.0	0.0			
LK-7139155	835.0	46.0	882.0	1212.0			424.0	78.0	0.0	7.0	322.0	0.0	0.0			2.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-1306245	835.0	43.0	877.0	1078.0			363.0	93.0	0.0	4.0	359.0	0.0				9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												2.0	0.0	0.0		3.0									
LK-5112170	835.0	57.0	892.0	1314.0	330.0	21.0	150.0	1.0	1.0	3.0	212.0		0.0	1.0	75.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0												11.0			31.0			0.0					
LK-9133040	834.0	61.0	895.0	1057.0			363.0	54.0		9.0	401.0		0.0			1.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-3109005	834.0	37.0	871.0	1120.0			346.0	125.0		4.0	352.0		0.0			2.0		0.0	0.0	0.0	1.0											1.0	0.0	1.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-8130035	834.0	53.0	888.0	1095.0			446.0	63.0			317.0	0.0	0.0			2.0		0.0	0.0	5.0	0.0															0.0	0.0									1.0		
LK-3245030	834.0	34.0	869.0	1138.0			364.0	135.0	0.0	5.0	324.0		0.0			4.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-1209355	834.0	33.0	867.0	1075.0			388.0	72.0		2.0	366.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-7163130	834.0	54.0	888.0	1187.0			346.0	97.0	0.0	8.0	379.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-1239130	834.0	31.0	865.0	1095.0			384.0	101.0		3.0	336.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-3130035	833.0	37.0	870.0	1118.0			346.0	125.0		4.0	351.0		0.0			2.0		0.0	0.0	0.0	1.0											1.0	0.0	1.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-2136135	833.0	42.0	875.0	1119.0			418.0	55.0	1.0	6.0	342.0	0.0	0.0			9.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-2136270	833.0	42.0	875.0	1119.0			418.0	55.0	1.0	6.0	342.0	0.0	0.0			9.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-8103080	833.0	44.0	878.0	1122.0			481.0	74.0			274.0	1.0	0.0			1.0		0.0	0.0	0.0	0.0															0.0	0.0									1.0		
LK-6142010	833.0	41.0	874.0	1104.0			428.0	42.0	0.0	3.0	356.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-9106155	833.0	46.0	879.0	1099.0			383.0	62.0		7.0	371.0		0.0			4.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-6106070	833.0	39.0	872.0	1146.0			383.0	70.0	0.0	5.0	372.0	0.0	0.0	0.0		1.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-1330110	833.0	58.0	892.0	1145.0			380.0	100.0	0.0	4.0	335.0	0.0				7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		4.0									
LK-1324320	833.0	46.0	879.0	1096.0			434.0	78.0	0.0	4.0	303.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		4.0									
LK-1215490	833.0	31.0	864.0	1106.0			350.0	103.0		3.0	367.0	0.0	0.0	0.0		7.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-7212050	833.0	62.0	894.0	1133.0			404.0	75.0		7.0	344.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-1224005	833.0	27.0	861.0	1100.0			306.0	120.0		3.0	391.0	0.0	0.0	0.0		10.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		0.0					0.0				
LK-6206080	832.0	63.0	895.0	1321.0			535.0	21.0	0.0	5.0	267.0	0.0	0.0			1.0		0.0	0.0	0.0													1.0	0.0	0.0	0.0												
LK-8124090	831.0	64.0	895.0	1133.0			433.0	58.0			316.0	1.0	0.0			3.0		0.0	0.0	18.0	0.0															0.0	0.0									2.0		
LK-1336115	831.0	66.0	897.0	1141.0			394.0	87.0	0.0	4.0	333.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		4.0									
LK-3118030	831.0	37.0	868.0	1026.0			365.0	83.0		4.0	371.0		0.0			1.0		0.0	0.0	0.0	1.0											0.0	0.0	1.0		0.0	0.0		2.0			0.0		1.0	0.0			
LK-5233125	831.0	45.0	876.0	1063.0	263.0	31.0	87.0	7.0	0.0	3.0	126.0	0.0	0.0	1.0	265.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-4106035	830.0	66.0	896.0	2714.0	436.0	205.0	153.0	2.0		2.0					2.0	1.0																							3.0	2.0	3.0	21.0						
LK-2145140	830.0	72.0	902.0	1861.0			452.0	32.0	0.0	6.0	334.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-8124105	830.0	63.0	894.0	1132.0			432.0	58.0			315.0	1.0	0.0			3.0		0.0	0.0	18.0	0.0															0.0	0.0									2.0		
LK-2139060	830.0	53.0	883.0	1144.0			488.0	50.0	0.0	5.0	278.0	0.0	0.0			5.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-8103020	830.0	44.0	874.0	1117.0			479.0	74.0			272.0	1.0	0.0			1.0		0.0	0.0	0.0	0.0															0.0	0.0									1.0		
LK-3242140	830.0	29.0	860.0	1105.0			358.0	99.0	0.0	4.0	359.0		0.0			8.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		1.0						0.0			
LK-3112190	830.0	39.0	868.0	1091.0			346.0	101.0		4.0	369.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			0.0		1.0	0.0			
LK-6178425	830.0	37.0	868.0	1103.0			367.0	71.0	0.0	3.0	384.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-1106160	830.0	30.0	860.0	1116.0	0.0	0.0	405.0	96.0	0.0	3.0	309.0	0.0	0.0	0.0		11.0	1.0	0.0	0.0	0.0																0.0	0.0		1.0			2.0		1.0				0.0
LK-7215220	830.0	61.0	891.0	1129.0			403.0	75.0		7.0	343.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-1112090	830.0	33.0	863.0	1127.0	0.0	0.0	353.0	125.0	0.0	3.0	331.0	0.0	0.0	0.0		11.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-2312300	830.0	68.0	898.0	1099.0			629.0	20.0	0.0	4.0	138.0		0.0			2.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		4.0			1.0			0.0	30.0		
LK-7115020	829.0	41.0	869.0	1168.0			372.0	123.0	0.0	6.0	323.0	0.0	0.0			3.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-3206075	829.0	57.0	886.0	1100.0			370.0	96.0	0.0	8.0	346.0		0.0			2.0	0.0	0.0	0.0	0.0	1.0												0.0				0.0		3.0						1.0			
LK-2315210	829.0	68.0	897.0	1099.0			629.0	20.0	0.0	4.0	138.0		0.0			2.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		4.0			1.0			0.0	30.0		
LK-9230140	828.0	61.0	890.0	1141.0			414.0	64.0	0.0	8.0	336.0		0.0			3.0	0.0	0.0	0.0	0.0												1.0	1.0				0.0								0.0			
LK-9221105	828.0	46.0	875.0	1105.0			380.0	68.0	0.0	6.0	367.0		0.0			4.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-1315040	828.0	61.0	889.0	1112.0			403.0	65.0	0.0	3.0	343.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0												3.0	0.0	0.0		4.0									
LK-3136485	828.0	37.0	865.0	1118.0			351.0	89.0		3.0	375.0		0.0			4.0		0.0	0.0	0.0	1.0											0.0	0.0	0.0		0.0	0.0		1.0			1.0		1.0	0.0			
LK-3221025	828.0	37.0	865.0	1140.0			341.0	113.0	0.0	5.0	361.0		0.0			4.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		2.0						0.0			
LK-1324075	828.0	46.0	874.0	1090.0			432.0	77.0	0.0	4.0	302.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		4.0									
LK-1324240	828.0	46.0	874.0	1089.0			431.0	77.0	0.0	4.0	301.0	0.0				5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0												3.0	0.0	0.0		4.0									
LK-1206120	828.0	31.0	860.0	1061.0			350.0	74.0		3.0	394.0	0.0	0.0	0.0		5.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-5215105	828.0	71.0	899.0	1156.0	0.0	1.0	375.0	73.0	0.0	6.0	367.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-1136080	828.0	28.0	856.0	1097.0	0.0	0.0	352.0	134.0	0.0	3.0	315.0	0.0	0.0	0.0		18.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-9130055	827.0	61.0	888.0	1048.0			360.0	54.0		9.0	397.0		0.0			1.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-9230090	827.0	61.0	888.0	1139.0			413.0	64.0	0.0	8.0	335.0		0.0			3.0	0.0	0.0	0.0	0.0												1.0	1.0				0.0								0.0			
LK-9215145	827.0	42.0	870.0	1123.0			392.0	71.0	0.0	4.0	354.0		0.0			3.0	0.0	0.0	0.0	0.0												0.0	1.0				0.0								0.0			
LK-6136265	827.0	50.0	878.0	1165.0			378.0	73.0	0.0	3.0	368.0	0.0	0.0	0.0		2.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	1.0		0.0	0.0							1.0				
LK-8133155	827.0	61.0	889.0	1137.0			446.0	57.0			307.0	0.0	0.0			5.0		0.0	0.0	10.0	0.0															0.0	0.0									1.0		
LK-1312065	827.0	61.0	888.0	1111.0			403.0	65.0	0.0	3.0	343.0	0.0				4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0												3.0	0.0	0.0		4.0									
LK-1115170	827.0	39.0	866.0	1097.0	0.0	1.0	384.0	83.0	0.0	4.0	342.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-8224025	827.0	63.0	890.0	1101.0			356.0	115.0		6.0	344.0		0.0			2.0		1.0	0.0	0.0	0.0	0.0										0.0				0.0	0.0							1.0	0.0			
LK-7215105	827.0	61.0	888.0	1125.0			401.0	74.0		7.0	342.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														1.0			0.0											
LK-4109080	826.0	47.0	873.0	2214.0	467.0	257.0	69.0	1.0		2.0					3.0	1.0																							2.0	7.0	12.0	4.0						
LK-6160195	826.0	39.0	865.0	1150.0			423.0	66.0	0.0	4.0	325.0	0.0	0.0	0.0		4.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-8103115	826.0	44.0	870.0	1112.0			477.0	73.0			271.0	1.0	0.0			1.0		0.0	0.0	0.0	0.0															0.0	0.0									1.0		
LK-6227040	826.0	43.0	870.0	1258.0			379.0	68.0	0.0	7.0	368.0	0.0	0.0			1.0		0.0	0.0	0.0													1.0	1.0	0.0	0.0												
LK-3239005	826.0	37.0	863.0	1137.0			340.0	113.0	0.0	5.0	360.0		0.0			4.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		2.0						0.0			
LK-6184100	826.0	32.0	858.0	1077.0			391.0	71.0	0.0	3.0	356.0	0.0	0.0	0.0		3.0		0.0	0.0	0.0	0.0	0.0	0.0									0.0	0.0	0.0		0.0	0.0							1.0				
LK-1203190	826.0	40.0	867.0	1136.0			473.0	55.0		3.0	289.0	0.0	0.0	0.0		4.0	0.0	0.0	0.0	0.0	0.0	0.0											0.0			0.0	0.0		1.0					1.0				
LK-1115120	826.0	39.0	864.0	1095.0	0.0	1.0	384.0	83.0	0.0	4.0	341.0	0.0	0.0	0.0		6.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-1136210	826.0	28.0	854.0	1094.0	0.0	0.0	352.0	133.0	0.0	3.0	315.0	0.0	0.0	0.0		18.0	0.0	0.0	0.0	0.0																0.0	0.0		1.0			3.0		1.0				0.0
LK-4104010	825.0	31.0	856.0	2047.0	173.0	616.0	31.0	1.0		0.0					1.0	1.0																							1.0	1.0	1.0	0.0						
LK-5236135	825.0	40.0	864.0	1056.0	139.0	17.0	23.0	1.0	0.0	2.0	106.0	0.0	0.0	1.0	386.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0																	
LK-7209110	825.0	41.0	866.0	1081.0			416.0	74.0		7.0	326.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0														0.0			0.0											
LK-3330215	825.0	40.0	865.0	1124.0			326.0	150.0		6.0	339.0		0.0			2.0		0.0	0.0	0.0													0.0			0.0								1.0	0.0			
LK-2142165	825.0	68.0	892.0	1212.0			390.0	34.0	0.0	7.0	386.0	0.0	0.0			4.0	0.0	0.0	0.0	0.0	0.0	0.0											1.0		1.0	0.0	0.0								0.0			
LK-9127095	825.0	45.0	870.0	1026.0			368.0	39.0		8.0	404.0		0.0			1.0		0.0	0.0	0.0	0.0											1.0	0.0			0.0	0.0		3.0						0.0			
LK-7145060	825.0	53.0	878.0	1174.0			342.0	96.0	0.0	8.0	375.0	0.0	0.0			1.0		0.0	0.0														1.0			0.0									0.0		0.0	
LK-2303140	824.0	65.0	889.0	1107.0			526.0	27.0	0.0	4.0	257.0		0.0			1.0		0.0	0.0	0.0	0.0	0.0														0.0	0.0		3.0			0.0			0.0	6.0		
LK-3239215	824.0	36.0	861.0	1134.0			339.0	113.0	0.0	5.0	360.0		0.0			4.0	0.0	0.0	0.0	0.0	0.0												0.0				0.0		2.0						0.0			
