entity_id	valid	rejected	polled	electors	IND01	IND02	IND03	IND04	DUNF	OWORS	IND05	IND06	USP	RJA	DNM	NMPP	FSP	JSWP	IND07	OPPP	IND08	IND09	NDF	JSP	NSSP	NSU	IND10	IND11	SLPP	NUA	SLLP	IND12	IND13	SPSL	IND14	SEP	IND15	ONF	NPP
LK-6248220	1097.0	10.0	1107.0	1553.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	41.0	1.0	3.0	0.0	0.0	1.0	1.0	377.0	1.0	0.0	0.0	0.0	2.0	650.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	11.0
LK-7148090	1097.0	8.0	1106.0	1308.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	42.0	1.0	2.0	1.0	0.0	1.0	1.0	361.0	1.0	0.0	0.0	0.0	3.0	668.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0
LK-1209515	1097.0	9.0	1106.0	1308.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	37.0	1.0	2.0	0.0	0.0	0.0	1.0	382.0	1.0	0.0	0.0	0.0	1.0	657.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0
LK-1306110	1097.0	9.0	1105.0	1277.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	1.0	2.0	1.0	0.0	0.0	1.0	355.0	1.0	0.0	0.0	0.0	2.0	682.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0
LK-7218070	1097.0	9.0	1106.0	1303.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	51.0	3.0	3.0	1.0	0.0	0.0	1.0	376.0	1.0	0.0	0.0	0.0	2.0	643.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0
LK-4509005	1097.0	31.0	1127.0	1490.0	3.0	7.0	1.0	1.0	18.0	1.0	3.0	0.0	2.0	1.0	1.0	3.0	1.0	2.0	2.0	1.0	3.0	4.0	955.0	4.0	1.0	1.0	9.0	2.0	56.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0
LK-3154100	1097.0	10.0	1106.0	1294.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	1.0	2.0	1.0	0.0	0.0	0.0	279.0	1.0	0.0	0.0	0.0	2.0	761.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-1215550	1096.0	11.0	1106.0	1310.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	0.0	3.0	0.0	0.0	0.0	1.0	356.0	1.0	0.0	0.0	0.0	1.0	669.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0
LK-6142155	1096.0	7.0	1103.0	1323.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	0.0	2.0	1.0	0.0	1.0	1.0	431.0	1.0	0.0	0.0	0.0	2.0	621.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0
LK-2315130	1096.0	18.0	1114.0	1328.0	1.0	4.0	1.0	0.0	6.0	0.0	0.0	0.0	1.0	2.0	1.0	9.0	0.0	2.0	2.0	0.0	4.0	3.0	727.0	2.0	0.0	1.0	1.0	3.0	315.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0
LK-6106195	1096.0	7.0	1103.0	1292.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	2.0	1.0	0.0	1.0	1.0	393.0	1.0	0.0	0.0	0.0	2.0	649.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
LK-6136125	1096.0	8.0	1104.0	1291.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	34.0	0.0	2.0	0.0	0.0	0.0	1.0	353.0	1.0	0.0	0.0	0.0	2.0	690.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0
LK-5315065	1096.0	12.0	1107.0	1373.0	1.0	2.0	1.0	0.0	7.0	0.0	0.0	0.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	0.0	1.0	2.0	855.0	1.0	0.0	0.0	5.0	3.0	194.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
LK-4509190	1096.0	31.0	1127.0	1489.0	3.0	7.0	1.0	1.0	18.0	1.0	3.0	0.0	2.0	1.0	1.0	3.0	1.0	2.0	2.0	1.0	3.0	4.0	955.0	4.0	1.0	1.0	9.0	2.0	56.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0
LK-1233455	1095.0	10.0	1105.0	1318.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	47.0	1.0	2.0	0.0	0.0	0.0	1.0	323.0	1.0	0.0	0.0	0.0	1.0	705.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0
LK-1230410	1095.0	7.0	1102.0	1275.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	2.0	0.0	0.0	0.0	0.0	310.0	1.0	0.0	0.0	0.0	1.0	733.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0
LK-5248065	1095.0	8.0	1103.0	1396.0	1.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	1.0	0.0	1.0	2.0	883.0	1.0	0.0	0.0	1.0	6.0	176.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
LK-1209550	1095.0	9.0	1104.0	1306.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	37.0	1.0	2.0	0.0	0.0	0.0	1.0	381.0	1.0	0.0	0.0	0.0	1.0	656.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0
LK-3106095	1095.0	8.0	1103.0	1357.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	1.0	2.0	1.0	0.0	0.0	1.0	323.0	1.0	0.0	0.0	0.0	2.0	724.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	3.0
LK-2136225	1094.0	10.0	1104.0	1309.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	1.0	2.0	1.0	0.0	1.0	1.0	399.0	1.0	0.0	0.0	0.0	2.0	638.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-9218270	1094.0	9.0	1103.0	1290.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	32.0	1.0	1.0	0.0	0.0	1.0	1.0	420.0	1.0	0.0	0.0	0.0	2.0	622.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-1215450	1094.0	11.0	1104.0	1307.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	0.0	3.0	0.0	0.0	0.0	1.0	355.0	1.0	0.0	0.0	0.0	1.0	667.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0
LK-6106065	1094.0	7.0	1100.0	1289.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	2.0	1.0	0.0	1.0	1.0	392.0	1.0	0.0	0.0	0.0	2.0	647.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
LK-6242060	1094.0	11.0	1105.0	1538.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	2.0	0.0	0.0	0.0	1.0	397.0	1.0	0.0	0.0	0.0	2.0	635.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	9.0
LK-7145045	1094.0	8.0	1102.0	1305.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	42.0	1.0	2.0	1.0	0.0	1.0	1.0	360.0	1.0	0.0	0.0	0.0	3.0	666.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0
LK-2133270	1094.0	9.0	1104.0	1312.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	1.0	2.0	1.0	0.0	1.0	1.0	512.0	1.0	0.0	0.0	0.0	2.0	531.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0
LK-1303010	1094.0	9.0	1103.0	1311.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	43.0	1.0	2.0	0.0	0.0	0.0	1.0	395.0	1.0	0.0	0.0	0.0	2.0	634.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0
LK-7206180	1094.0	7.0	1101.0	1282.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	45.0	1.0	1.0	0.0	0.0	1.0	1.0	469.0	1.0	0.0	0.0	0.0	2.0	563.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
LK-3227055	1094.0	6.0	1101.0	1288.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	39.0	0.0	2.0	0.0	0.0	0.0	1.0	252.0	1.0	0.0	0.0	0.0	2.0	783.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0
LK-4106110	1094.0	43.0	1137.0	1645.0	6.0	8.0	2.0	2.0	20.0	1.0	6.0	1.0	3.0	2.0	2.0	4.0	1.0	3.0	4.0	1.0	4.0	4.0	902.0	3.0	1.0	2.0	25.0	4.0	59.0	1.0	3.0	1.0	2.0	2.0	3.0	2.0	2.0	4.0	3.0
LK-9227050	1093.0	11.0	1104.0	1289.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0	0.0	2.0	1.0	0.0	2.0	1.0	486.0	2.0	0.0	0.0	0.0	2.0	564.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-1212310	1093.0	10.0	1103.0	1318.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	1.0	2.0	0.0	0.0	0.0	1.0	372.0	1.0	0.0	0.0	0.0	1.0	650.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-9118010	1093.0	9.0	1101.0	1274.0	1.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	25.0	0.0	2.0	1.0	0.0	1.0	1.0	423.0	1.0	0.0	0.0	0.0	3.0	617.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-1303085	1093.0	9.0	1102.0	1310.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	43.0	1.0	2.0	0.0	0.0	0.0	1.0	395.0	1.0	0.0	0.0	0.0	2.0	634.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0
LK-2142155	1092.0	10.0	1102.0	1305.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	18.0	1.0	1.0	1.0	0.0	1.0	1.0	578.0	1.0	0.0	0.0	0.0	2.0	468.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-6178355	1092.0	7.0	1099.0	1295.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	31.0	1.0	1.0	0.0	0.0	0.0	1.0	394.0	1.0	0.0	0.0	0.0	2.0	649.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0
LK-6142125	1092.0	7.0	1099.0	1318.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	0.0	2.0	1.0	0.0	1.0	1.0	430.0	1.0	0.0	0.0	0.0	2.0	619.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-7148015	1092.0	8.0	1100.0	1302.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	42.0	1.0	2.0	1.0	0.0	1.0	1.0	359.0	1.0	0.0	0.0	0.0	3.0	665.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0
LK-6142045	1091.0	7.0	1098.0	1317.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	0.0	2.0	1.0	0.0	1.0	1.0	429.0	1.0	0.0	0.0	0.0	2.0	619.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0
LK-1212580	1091.0	10.0	1101.0	1316.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	1.0	2.0	0.0	0.0	0.0	1.0	372.0	1.0	0.0	0.0	0.0	1.0	649.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-8209115	1091.0	9.0	1100.0	1267.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	35.0	1.0	3.0	1.0	0.0	1.0	1.0	340.0	1.0	0.0	0.0	0.0	3.0	688.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-5121115	1091.0	19.0	1111.0	1411.0	1.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	0.0	2.0	1.0	0.0	1.0	4.0	853.0	2.0	0.0	0.0	3.0	94.0	98.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
LK-8212240	1091.0	12.0	1104.0	1272.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	1.0	3.0	1.0	0.0	1.0	1.0	337.0	1.0	0.0	0.0	0.0	3.0	698.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-3133110	1091.0	9.0	1100.0	1305.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	43.0	2.0	3.0	0.0	0.0	0.0	1.0	307.0	1.0	0.0	0.0	0.0	2.0	717.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0
LK-2203115	1090.0	10.0	1099.0	1291.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	31.0	1.0	2.0	1.0	0.0	1.0	1.0	368.0	1.0	0.0	0.0	0.0	2.0	666.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-1221065	1090.0	15.0	1104.0	1368.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	0.0	3.0	0.0	0.0	0.0	1.0	372.0	1.0	0.0	0.0	0.0	1.0	640.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	14.0
LK-1212585	1090.0	10.0	1100.0	1315.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	1.0	2.0	0.0	0.0	0.0	1.0	371.0	1.0	0.0	0.0	0.0	1.0	649.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-1310015	1090.0	9.0	1099.0	1285.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	35.0	1.0	2.0	1.0	0.0	1.0	1.0	331.0	1.0	0.0	0.0	0.0	1.0	701.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0
LK-3121065	1090.0	8.0	1098.0	1262.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	31.0	1.0	2.0	1.0	0.0	1.0	1.0	353.0	1.0	0.0	0.0	0.0	2.0	683.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
LK-3145005	1090.0	8.0	1098.0	1288.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	1.0	2.0	1.0	0.0	0.0	1.0	325.0	0.0	0.0	0.0	0.0	2.0	693.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0
LK-9127015	1089.0	9.0	1098.0	1248.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	17.0	0.0	2.0	1.0	0.0	1.0	1.0	409.0	1.0	0.0	0.0	0.0	3.0	635.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-9133090	1089.0	8.0	1097.0	1243.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	23.0	1.0	2.0	1.0	0.0	1.0	1.0	367.0	1.0	0.0	0.0	0.0	3.0	674.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-8124075	1089.0	15.0	1104.0	1297.0	1.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	26.0	1.0	2.0	2.0	0.0	3.0	2.0	530.0	1.0	0.0	1.0	1.0	3.0	492.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	0.0	2.0	3.0
LK-8218080	1089.0	12.0	1102.0	1269.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	1.0	3.0	1.0	0.0	1.0	1.0	337.0	1.0	0.0	0.0	0.0	3.0	697.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-7154205	1089.0	8.0	1097.0	1305.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	0.0	2.0	1.0	0.0	1.0	1.0	416.0	1.0	0.0	0.0	0.0	3.0	617.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-1233005	1088.0	10.0	1098.0	1310.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	46.0	1.0	2.0	0.0	0.0	0.0	1.0	321.0	1.0	0.0	0.0	0.0	1.0	701.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0
LK-9224040	1088.0	11.0	1100.0	1284.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	17.0	0.0	2.0	1.0	0.0	2.0	1.0	484.0	2.0	0.0	0.0	0.0	2.0	562.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-6160015	1088.0	8.0	1096.0	1307.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	35.0	0.0	2.0	0.0	0.0	1.0	1.0	431.0	1.0	0.0	0.0	0.0	2.0	600.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	3.0
LK-9151125	1088.0	7.0	1095.0	1281.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	42.0	1.0	2.0	1.0	0.0	1.0	1.0	284.0	1.0	0.0	0.0	0.0	2.0	740.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0
LK-8130270	1088.0	11.0	1099.0	1277.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0	1.0	2.0	1.0	0.0	1.0	1.0	507.0	1.0	0.0	0.0	0.0	3.0	524.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	3.0
LK-7163030	1088.0	8.0	1096.0	1297.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	42.0	1.0	2.0	1.0	0.0	1.0	1.0	358.0	1.0	0.0	0.0	0.0	3.0	663.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-8136035	1088.0	12.0	1100.0	1286.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	29.0	1.0	3.0	1.0	0.0	2.0	1.0	496.0	1.0	0.0	0.0	0.0	2.0	531.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	3.0
LK-8221110	1088.0	8.0	1097.0	1247.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	41.0	1.0	3.0	1.0	0.0	0.0	1.0	287.0	0.0	0.0	0.0	0.0	2.0	737.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-3242140	1088.0	8.0	1096.0	1278.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	60.0	0.0	2.0	0.0	0.0	0.0	0.0	319.0	1.0	0.0	0.0	0.0	1.0	693.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-4118060	1088.0	32.0	1120.0	1699.0	5.0	10.0	2.0	2.0	26.0	1.0	6.0	1.0	3.0	2.0	1.0	3.0	1.0	2.0	3.0	1.0	4.0	4.0	908.0	4.0	1.0	1.0	14.0	4.0	55.0	1.0	4.0	1.0	2.0	2.0	4.0	1.0	2.0	4.0	3.0
LK-1112030	1087.0	9.0	1096.0	1295.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	53.0	0.0	2.0	0.0	0.0	0.0	0.0	279.0	0.0	0.0	0.0	0.0	1.0	738.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0
LK-6106005	1087.0	7.0	1094.0	1281.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	2.0	1.0	0.0	1.0	1.0	389.0	1.0	0.0	0.0	0.0	2.0	643.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
LK-5110055	1087.0	12.0	1098.0	1425.0	1.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	4.0	1.0	0.0	2.0	3.0	826.0	2.0	0.0	1.0	2.0	8.0	209.0	1.0	1.0	1.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0
LK-9106120	1087.0	8.0	1094.0	1267.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0	1.0	2.0	1.0	0.0	1.0	1.0	376.0	1.0	0.0	0.0	0.0	2.0	664.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
LK-9209145	1086.0	7.0	1093.0	1280.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	19.0	2.0	2.0	1.0	0.0	1.0	1.0	430.0	1.0	0.0	0.0	0.0	2.0	612.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	2.0
LK-1227640	1086.0	9.0	1096.0	1300.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	46.0	0.0	2.0	0.0	0.0	0.0	1.0	379.0	1.0	0.0	0.0	0.0	2.0	641.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
LK-6178315	1086.0	7.0	1093.0	1288.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	31.0	0.0	1.0	0.0	0.0	0.0	1.0	392.0	1.0	0.0	0.0	0.0	2.0	645.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0
LK-1330105	1086.0	9.0	1095.0	1288.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	1.0	2.0	1.0	0.0	1.0	1.0	369.0	1.0	0.0	0.0	0.0	2.0	656.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0
LK-1212545	1086.0	10.0	1097.0	1310.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	50.0	1.0	2.0	0.0	0.0	0.0	1.0	370.0	1.0	0.0	0.0	0.0	1.0	647.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0
LK-5212200	1086.0	6.0	1092.0	1252.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	31.0	1.0	2.0	0.0	0.0	0.0	1.0	331.0	1.0	0.0	0.0	0.0	2.0	702.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0
LK-2109145	1086.0	9.0	1095.0	1302.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	28.0	1.0	2.0	1.0	0.0	1.0	1.0	509.0	1.0	0.0	0.0	0.0	2.0	527.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0
LK-7210055	1086.0	12.0	1097.0	1290.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	44.0	1.0	2.0	1.0	0.0	1.0	1.0	471.0	1.0	0.0	0.0	0.0	3.0	546.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0
LK-7215160	1086.0	12.0	1098.0	1290.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	44.0	1.0	2.0	1.0	0.0	1.0	1.0	472.0	1.0	0.0	0.0	0.0	3.0	547.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	3.0
LK-2306295	1086.0	13.0	1098.0	1281.0	1.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	2.0	0.0	21.0	0.0	2.0	2.0	0.0	2.0	2.0	460.0	1.0	0.0	0.0	0.0	3.0	570.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	3.0
LK-3112140	1086.0	7.0	1093.0	1287.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	37.0	2.0	2.0	1.0	0.0	1.0	1.0	300.0	1.0	0.0	0.0	0.0	2.0	724.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	3.0
LK-9206345	1085.0	8.0	1093.0	1309.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	27.0	1.0	1.0	0.0	0.0	1.0	1.0	543.0	1.0	0.0	0.0	0.0	2.0	493.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0
LK-7115090	1085.0	11.0	1096.0	1290.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	61.0	1.0	2.0	0.0	0.0	0.0	1.0	343.0	1.0	0.0	0.0	0.0	1.0	659.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0
LK-7163050	1085.0	8.0	1093.0	1294.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	42.0	1.0	2.0	1.0	0.0	1.0	1.0	357.0	1.0	0.0	0.0	0.0	3.0	661.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0
