entity_id	result_ut	valid	rejected	polled	electors	PA	UNP	SMBP	Ind 1	Ind 2	SLPF
LK-1310145	757400340	612.0	10.0	622.0	809.0	375.0	227.0	3.0	2.0	4.0	2.0
LK-1310150	757400340	669.0	11.0	680.0	885.0	410.0	249.0	3.0	2.0	4.0	2.0
LK-1310155	757400340	552.0	9.0	561.0	730.0	338.0	205.0	2.0	2.0	3.0	1.0
LK-1312005	757398180	626.0	10.0	636.0	825.0	354.0	262.0	2.0	2.0	4.0	2.0
LK-1312010	757398180	722.0	12.0	734.0	952.0	408.0	303.0	3.0	2.0	4.0	2.0
LK-1312015	757398180	477.0	8.0	484.0	628.0	269.0	200.0	2.0	1.0	3.0	1.0
LK-1312020	757398180	319.0	5.0	325.0	421.0	181.0	134.0	1.0	1.0	2.0	1.0
LK-1312025	757398180	334.0	5.0	340.0	441.0	189.0	140.0	1.0	1.0	2.0	1.0
LK-1312030	757398180	314.0	5.0	319.0	413.0	177.0	132.0	1.0	1.0	2.0	1.0
LK-1312035	757398180	1375.0	22.0	1397.0	1813.0	777.0	577.0	5.0	4.0	8.0	4.0
LK-1312040	757398180	513.0	8.0	522.0	677.0	290.0	215.0	2.0	1.0	3.0	2.0
LK-1312045	757398180	365.0	6.0	371.0	482.0	206.0	153.0	1.0	1.0	2.0	1.0
LK-1312050	757398180	288.0	5.0	293.0	380.0	163.0	121.0	1.0	1.0	2.0	1.0
LK-1312055	757398180	538.0	9.0	546.0	709.0	304.0	226.0	2.0	1.0	3.0	2.0
LK-1312060	757398180	1036.0	17.0	1053.0	1366.0	586.0	435.0	4.0	3.0	6.0	3.0
LK-1312065	757398180	785.0	13.0	798.0	1035.0	444.0	329.0	3.0	2.0	5.0	2.0
LK-1312070	757398180	538.0	9.0	546.0	709.0	304.0	226.0	2.0	1.0	3.0	2.0
LK-1312075	757398180	426.0	7.0	433.0	562.0	241.0	179.0	2.0	1.0	3.0	1.0
LK-1312080	757398180	637.0	10.0	648.0	840.0	360.0	267.0	2.0	2.0	4.0	2.0
LK-1312085	757398180	770.0	12.0	782.0	1015.0	435.0	323.0	3.0	2.0	5.0	2.0
LK-1312090	757398180	889.0	14.0	903.0	1172.0	502.0	373.0	3.0	2.0	5.0	3.0
LK-1312095	757398180	851.0	14.0	865.0	1122.0	481.0	357.0	3.0	2.0	5.0	3.0
LK-1312100	757398180	1046.0	17.0	1063.0	1378.0	591.0	439.0	4.0	3.0	6.0	3.0
LK-1312105	757398180	536.0	9.0	545.0	707.0	303.0	225.0	2.0	1.0	3.0	2.0
LK-1312110	757398180	1039.0	17.0	1056.0	1369.0	587.0	436.0	4.0	3.0	6.0	3.0
LK-1312115	757398180	432.0	7.0	439.0	570.0	244.0	181.0	2.0	1.0	3.0	1.0
LK-1312120	757398180	648.0	10.0	658.0	854.0	366.0	272.0	2.0	2.0	4.0	2.0
LK-1312125	757398180	772.0	12.0	785.0	1018.0	437.0	324.0	3.0	2.0	5.0	2.0
LK-1312130	757398180	543.0	9.0	552.0	716.0	307.0	228.0	2.0	1.0	3.0	2.0
LK-1312135	757398180	509.0	8.0	517.0	670.0	287.0	213.0	2.0	1.0	3.0	2.0
LK-1312140	757398180	582.0	9.0	591.0	767.0	329.0	244.0	2.0	2.0	3.0	2.0
LK-1312145	757398180	690.0	11.0	702.0	910.0	390.0	290.0	2.0	2.0	4.0	2.0
LK-1312150	757398180	620.0	10.0	630.0	817.0	350.0	260.0	2.0	2.0	4.0	2.0
LK-1312155	757398180	283.0	5.0	287.0	372.0	160.0	119.0	1.0	1.0	2.0	1.0
LK-1312160	757398180	404.0	7.0	410.0	532.0	228.0	169.0	1.0	1.0	2.0	1.0
LK-1312165	757398180	720.0	12.0	732.0	949.0	407.0	302.0	3.0	2.0	4.0	2.0
LK-1312170	757398180	411.0	7.0	417.0	542.0	232.0	172.0	1.0	1.0	2.0	1.0
LK-1312175	757398180	406.0	7.0	413.0	536.0	230.0	171.0	1.0	1.0	2.0	1.0
LK-1312180	757398180	366.0	6.0	372.0	483.0	207.0	154.0	1.0	1.0	2.0	1.0
LK-1312185	757398180	411.0	7.0	418.0	542.0	232.0	173.0	1.0	1.0	2.0	1.0
LK-1312190	757398180	734.0	12.0	745.0	967.0	415.0	308.0	3.0	2.0	4.0	2.0
LK-1312195	757398180	382.0	6.0	388.0	503.0	216.0	160.0	1.0	1.0	2.0	1.0
LK-1312200	757398180	629.0	10.0	639.0	829.0	355.0	264.0	2.0	2.0	4.0	2.0
LK-1312205	757398180	511.0	8.0	520.0	674.0	289.0	215.0	2.0	1.0	3.0	2.0
LK-1312210	757398180	461.0	7.0	469.0	608.0	261.0	193.0	2.0	1.0	3.0	1.0
LK-1312215	757398180	398.0	6.0	405.0	525.0	225.0	167.0	1.0	1.0	2.0	1.0
LK-1312220	757398180	334.0	5.0	340.0	441.0	189.0	140.0	1.0	1.0	2.0	1.0
LK-1312225	757398180	443.0	7.0	450.0	584.0	251.0	186.0	2.0	1.0	3.0	1.0
LK-1312230	757398180	547.0	9.0	556.0	721.0	309.0	230.0	2.0	1.0	3.0	2.0
LK-1312235	757398180	563.0	9.0	572.0	742.0	318.0	236.0	2.0	2.0	3.0	2.0
LK-1312240	757398180	632.0	10.0	642.0	833.0	357.0	265.0	2.0	2.0	4.0	2.0
LK-1312245	757398180	732.0	12.0	744.0	965.0	414.0	307.0	3.0	2.0	4.0	2.0
LK-1312250	757398180	733.0	12.0	745.0	966.0	414.0	308.0	3.0	2.0	4.0	2.0
LK-1312255	757398180	497.0	8.0	505.0	656.0	281.0	209.0	2.0	1.0	3.0	2.0
LK-1312260	757398180	424.0	7.0	431.0	559.0	240.0	178.0	2.0	1.0	2.0	1.0
LK-1312265	757398180	623.0	10.0	633.0	821.0	352.0	261.0	2.0	2.0	4.0	2.0
LK-1312270	757398180	393.0	6.0	399.0	518.0	222.0	165.0	1.0	1.0	2.0	1.0
LK-1315005	757398180	779.0	13.0	791.0	1026.0	440.0	327.0	3.0	2.0	5.0	2.0
LK-1315010	757398180	299.0	5.0	304.0	394.0	169.0	125.0	1.0	1.0	2.0	1.0
LK-1315015	757398180	431.0	7.0	438.0	568.0	243.0	181.0	2.0	1.0	3.0	1.0
LK-1315020	757398180	1024.0	17.0	1041.0	1350.0	579.0	430.0	4.0	3.0	6.0	3.0
LK-1315025	757398180	461.0	7.0	468.0	607.0	260.0	193.0	2.0	1.0	3.0	1.0
LK-1315030	757398180	793.0	13.0	806.0	1045.0	448.0	333.0	3.0	2.0	5.0	2.0
LK-1315035	757398180	870.0	14.0	884.0	1147.0	492.0	365.0	3.0	2.0	5.0	3.0
LK-1315040	757398180	786.0	13.0	798.0	1036.0	444.0	330.0	3.0	2.0	5.0	2.0
LK-1315045	757398180	305.0	5.0	310.0	402.0	172.0	128.0	1.0	1.0	2.0	1.0
LK-1315050	757398180	558.0	9.0	567.0	735.0	315.0	234.0	2.0	2.0	3.0	2.0
LK-1315055	757398180	494.0	8.0	502.0	651.0	279.0	207.0	2.0	1.0	3.0	1.0
LK-1315060	757398180	516.0	8.0	524.0	680.0	292.0	216.0	2.0	1.0	3.0	2.0
LK-1315065	757398180	286.0	5.0	291.0	377.0	162.0	120.0	1.0	1.0	2.0	1.0
LK-1315070	757398180	355.0	6.0	360.0	468.0	200.0	149.0	1.0	1.0	2.0	1.0
LK-1315075	757398180	418.0	7.0	424.0	550.0	236.0	175.0	1.0	1.0	2.0	1.0
LK-1315080	757398180	219.0	4.0	222.0	288.0	124.0	92.0	1.0	1.0	1.0	1.0
LK-1315085	757398180	529.0	9.0	537.0	697.0	299.0	222.0	2.0	1.0	3.0	2.0
LK-1315090	757398180	352.0	6.0	357.0	464.0	199.0	148.0	1.0	1.0	2.0	1.0
LK-1315095	757398180	557.0	9.0	566.0	734.0	315.0	234.0	2.0	2.0	3.0	2.0
LK-1315100	757398180	375.0	6.0	381.0	494.0	212.0	157.0	1.0	1.0	2.0	1.0
LK-1315105	757398180	673.0	11.0	684.0	887.0	380.0	282.0	2.0	2.0	4.0	2.0
LK-1315110	757398180	359.0	6.0	364.0	473.0	203.0	150.0	1.0	1.0	2.0	1.0
LK-1315115	757398180	590.0	10.0	600.0	778.0	334.0	248.0	2.0	2.0	3.0	2.0
LK-1315120	757398180	501.0	8.0	509.0	661.0	283.0	210.0	2.0	1.0	3.0	2.0
LK-1315125	757398180	346.0	6.0	352.0	456.0	196.0	145.0	1.0	1.0	2.0	1.0
LK-1315130	757398180	331.0	5.0	336.0	436.0	187.0	139.0	1.0	1.0	2.0	1.0
LK-1315135	757398180	603.0	10.0	613.0	795.0	341.0	253.0	2.0	2.0	4.0	2.0
LK-1315140	757398180	532.0	9.0	540.0	701.0	301.0	223.0	2.0	1.0	3.0	2.0
LK-1315145	757398180	728.0	12.0	740.0	960.0	412.0	306.0	3.0	2.0	4.0	2.0
LK-1315150	757398180	574.0	9.0	583.0	756.0	324.0	241.0	2.0	2.0	3.0	2.0
LK-1315155	757398180	344.0	6.0	349.0	453.0	194.0	144.0	1.0	1.0	2.0	1.0
LK-1315160	757398180	282.0	5.0	287.0	372.0	159.0	118.0	1.0	1.0	2.0	1.0
LK-1315165	757398180	369.0	6.0	375.0	487.0	209.0	155.0	1.0	1.0	2.0	1.0
LK-1318005	757401120	736.0	11.0	747.0	980.0	458.0	267.0	3.0	2.0	4.0	2.0
LK-1318010	757401120	946.0	14.0	960.0	1260.0	589.0	344.0	4.0	3.0	5.0	3.0
LK-1318015	757401120	497.0	7.0	504.0	662.0	309.0	181.0	2.0	1.0	2.0	1.0
LK-1318020	757401120	1134.0	16.0	1150.0	1509.0	705.0	412.0	5.0	3.0	5.0	3.0
LK-1318025	757401120	403.0	6.0	409.0	537.0	251.0	147.0	2.0	1.0	2.0	1.0
LK-1318030	757401120	926.0	13.0	939.0	1233.0	576.0	336.0	4.0	3.0	4.0	3.0
LK-1318035	757401120	338.0	5.0	342.0	449.0	210.0	123.0	1.0	1.0	2.0	1.0
LK-1318040	757401120	374.0	5.0	380.0	498.0	233.0	136.0	2.0	1.0	2.0	1.0
LK-1318045	757401120	373.0	5.0	378.0	497.0	232.0	136.0	2.0	1.0	2.0	1.0
LK-1318050	757401120	606.0	9.0	615.0	807.0	377.0	220.0	2.0	2.0	3.0	2.0
LK-1318055	757401120	440.0	6.0	446.0	586.0	274.0	160.0	2.0	1.0	2.0	1.0
LK-1318060	757401120	469.0	7.0	476.0	625.0	292.0	171.0	2.0	1.0	2.0	1.0
LK-1318065	757401120	653.0	9.0	662.0	869.0	406.0	237.0	3.0	2.0	3.0	2.0
LK-1318070	757401120	782.0	11.0	793.0	1041.0	486.0	284.0	3.0	2.0	4.0	2.0
LK-1318075	757401120	419.0	6.0	425.0	557.0	260.0	152.0	2.0	1.0	2.0	1.0
LK-1318080	757401120	382.0	5.0	388.0	509.0	238.0	139.0	2.0	1.0	2.0	1.0
LK-1318085	757401120	301.0	4.0	305.0	401.0	187.0	109.0	1.0	1.0	1.0	1.0
LK-1318090	757401120	482.0	7.0	489.0	642.0	300.0	175.0	2.0	1.0	2.0	1.0
LK-1318095	757401120	446.0	6.0	452.0	594.0	278.0	162.0	2.0	1.0	2.0	1.0
LK-1318100	757401120	299.0	4.0	304.0	398.0	186.0	109.0	1.0	1.0	1.0	1.0
LK-1318105	757401120	432.0	6.0	439.0	576.0	269.0	157.0	2.0	1.0	2.0	1.0
LK-1318110	757401120	528.0	8.0	535.0	702.0	328.0	192.0	2.0	2.0	3.0	1.0
LK-1318115	757401120	206.0	3.0	209.0	275.0	128.0	75.0	1.0	1.0	1.0	1.0
LK-1318120	757401120	633.0	9.0	642.0	843.0	394.0	230.0	3.0	2.0	3.0	2.0
LK-1318125	757401120	546.0	8.0	553.0	727.0	340.0	198.0	2.0	2.0	3.0	1.0
LK-1318130	757401120	685.0	10.0	695.0	912.0	426.0	249.0	3.0	2.0	3.0	2.0
LK-1318135	757401120	743.0	11.0	753.0	989.0	462.0	270.0	3.0	2.0	4.0	2.0
LK-1318140	757401120	392.0	6.0	398.0	522.0	244.0	142.0	2.0	1.0	2.0	1.0
LK-1318145	757401120	390.0	6.0	395.0	519.0	242.0	142.0	2.0	1.0	2.0	1.0
LK-1318150	757401120	457.0	7.0	463.0	608.0	284.0	166.0	2.0	1.0	2.0	1.0
LK-1318155	757401120	418.0	6.0	424.0	557.0	260.0	152.0	2.0	1.0	2.0	1.0
LK-1318160	757401120	438.0	6.0	445.0	584.0	273.0	159.0	2.0	1.0	2.0	1.0
LK-1318165	757401120	480.0	7.0	486.0	638.0	298.0	174.0	2.0	1.0	2.0	1.0
LK-1318170	757401120	875.0	12.0	887.0	1165.0	544.0	318.0	4.0	3.0	4.0	2.0
LK-1318175	757401120	231.0	3.0	234.0	308.0	144.0	84.0	1.0	1.0	1.0	1.0
LK-1318180	757401120	513.0	7.0	520.0	683.0	319.0	186.0	2.0	1.0	2.0	1.0
LK-1318185	757401120	261.0	4.0	265.0	347.0	162.0	95.0	1.0	1.0	1.0	1.0
LK-1318190	757401120	517.0	7.0	524.0	688.0	321.0	188.0	2.0	1.0	2.0	1.0
LK-1318195	757401120	324.0	5.0	328.0	431.0	201.0	118.0	1.0	1.0	2.0	1.0
LK-1318200	757401120	120.0	2.0	121.0	159.0	75.0	44.0	0.0	0.0	1.0	0.0
LK-1318205	757401120	288.0	4.0	292.0	384.0	179.0	105.0	1.0	1.0	1.0	1.0
LK-1318210	757401120	172.0	2.0	174.0	229.0	107.0	62.0	1.0	0.0	1.0	0.0
LK-1318215	757401120	188.0	3.0	191.0	251.0	117.0	68.0	1.0	1.0	1.0	1.0
LK-1318220	757401120	201.0	3.0	204.0	267.0	125.0	73.0	1.0	1.0	1.0	1.0
LK-1321005	757400580	350.0	5.0	355.0	500.0	217.0	129.0	1.0	1.0	1.0	1.0
LK-1321010	757400580	833.0	13.0	846.0	1191.0	516.0	306.0	3.0	2.0	3.0	2.0
LK-1321015	757400580	525.0	8.0	533.0	750.0	325.0	193.0	2.0	1.0	2.0	1.0
LK-1321020	757400580	376.0	6.0	382.0	537.0	233.0	138.0	1.0	1.0	1.0	1.0
LK-1321025	757400580	648.0	10.0	658.0	926.0	401.0	238.0	2.0	2.0	3.0	2.0
LK-1321030	757400580	411.0	6.0	417.0	587.0	254.0	151.0	2.0	1.0	2.0	1.0
LK-1321035	757400580	697.0	11.0	708.0	996.0	432.0	256.0	3.0	2.0	3.0	2.0
LK-1321040	757400580	1181.0	18.0	1199.0	1688.0	732.0	434.0	4.0	3.0	5.0	3.0
LK-1321045	757400580	384.0	6.0	390.0	548.0	238.0	141.0	1.0	1.0	2.0	1.0
LK-1321050	757400580	973.0	15.0	988.0	1390.0	603.0	357.0	4.0	3.0	4.0	3.0
LK-1321055	757400580	759.0	12.0	771.0	1085.0	471.0	279.0	3.0	2.0	3.0	2.0
LK-1321060	757400580	451.0	7.0	458.0	645.0	280.0	166.0	2.0	1.0	2.0	1.0
LK-1321065	757400580	578.0	9.0	587.0	825.0	358.0	212.0	2.0	2.0	2.0	2.0
LK-1321070	757400580	346.0	5.0	352.0	495.0	215.0	127.0	1.0	1.0	1.0	1.0
LK-1321075	757400580	1017.0	16.0	1033.0	1453.0	630.0	373.0	4.0	3.0	4.0	3.0
LK-1321080	757400580	563.0	9.0	571.0	804.0	349.0	207.0	2.0	2.0	2.0	1.0
LK-1321085	757400580	649.0	10.0	659.0	928.0	402.0	238.0	2.0	2.0	3.0	2.0
LK-1321090	757400580	804.0	12.0	817.0	1149.0	498.0	295.0	3.0	2.0	3.0	2.0
LK-1321095	757400580	855.0	13.0	868.0	1222.0	530.0	314.0	3.0	2.0	3.0	2.0
LK-1321100	757400580	892.0	14.0	906.0	1275.0	553.0	328.0	3.0	3.0	3.0	2.0
LK-1321105	757400580	589.0	9.0	598.0	841.0	365.0	216.0	2.0	2.0	2.0	2.0
LK-1321110	757400580	491.0	8.0	498.0	701.0	304.0	180.0	2.0	1.0	2.0	1.0
LK-1321115	757400580	558.0	9.0	567.0	798.0	346.0	205.0	2.0	2.0	2.0	1.0
LK-1321120	757400580	467.0	7.0	474.0	667.0	289.0	171.0	2.0	1.0	2.0	1.0
LK-1321125	757400580	766.0	12.0	778.0	1094.0	475.0	281.0	3.0	2.0	3.0	2.0
LK-1321130	757400580	902.0	14.0	915.0	1288.0	559.0	331.0	3.0	3.0	4.0	2.0
LK-1321135	757400580	605.0	9.0	614.0	864.0	375.0	222.0	2.0	2.0	2.0	2.0
LK-1321140	757400580	256.0	4.0	260.0	366.0	159.0	94.0	1.0	1.0	1.0	1.0
LK-1321145	757400580	620.0	10.0	630.0	887.0	385.0	228.0	2.0	2.0	2.0	2.0
LK-1321150	757400580	461.0	7.0	468.0	659.0	286.0	169.0	2.0	1.0	2.0	1.0
LK-1321155	757400580	342.0	5.0	347.0	488.0	212.0	125.0	1.0	1.0	1.0	1.0
LK-1321160	757400580	293.0	5.0	298.0	419.0	182.0	108.0	1.0	1.0	1.0	1.0
LK-1321165	757400580	375.0	6.0	381.0	536.0	233.0	138.0	1.0	1.0	1.0	1.0
LK-1321170	757400580	449.0	7.0	456.0	641.0	278.0	165.0	2.0	1.0	2.0	1.0
LK-1321175	757400580	492.0	8.0	500.0	704.0	305.0	181.0	2.0	1.0	2.0	1.0
LK-1321180	757400580	754.0	12.0	765.0	1077.0	467.0	277.0	3.0	2.0	3.0	2.0
LK-1321185	757400580	999.0	15.0	1014.0	1427.0	619.0	367.0	4.0	3.0	4.0	3.0
LK-1321190	757400580	900.0	14.0	914.0	1286.0	558.0	330.0	3.0	3.0	4.0	2.0
LK-1321195	757400580	1038.0	16.0	1053.0	1483.0	643.0	381.0	4.0	3.0	4.0	3.0
LK-1321200	757400580	578.0	9.0	587.0	825.0	358.0	212.0	2.0	2.0	2.0	2.0
LK-1321205	757400580	975.0	15.0	990.0	1393.0	604.0	358.0	4.0	3.0	4.0	3.0
LK-1321210	757400580	345.0	5.0	350.0	493.0	214.0	127.0	1.0	1.0	1.0	1.0
LK-1321215	757400580	1077.0	17.0	1093.0	1539.0	667.0	395.0	4.0	3.0	4.0	3.0
LK-1321220	757400580	547.0	8.0	555.0	782.0	339.0	201.0	2.0	2.0	2.0	1.0
LK-1321225	757400580	1450.0	22.0	1472.0	2072.0	899.0	532.0	5.0	4.0	6.0	4.0
LK-1321230	757400580	580.0	9.0	589.0	829.0	360.0	213.0	2.0	2.0	2.0	2.0
LK-1321235	757400580	590.0	9.0	599.0	843.0	366.0	217.0	2.0	2.0	2.0	2.0
LK-1321240	757400580	977.0	15.0	992.0	1396.0	606.0	359.0	4.0	3.0	4.0	3.0
LK-1321245	757400580	810.0	12.0	822.0	1157.0	502.0	297.0	3.0	2.0	3.0	2.0
LK-1321250	757400580	741.0	11.0	753.0	1059.0	459.0	272.0	3.0	2.0	3.0	2.0
LK-1321255	757400580	843.0	13.0	856.0	1205.0	523.0	310.0	3.0	2.0	3.0	2.0
LK-1321260	757400580	546.0	8.0	554.0	780.0	338.0	200.0	2.0	2.0	2.0	1.0
LK-1321265	757400580	991.0	15.0	1007.0	1416.0	614.0	364.0	4.0	3.0	4.0	3.0
LK-1321270	757400580	559.0	9.0	568.0	799.0	347.0	205.0	2.0	2.0	2.0	1.0
LK-1321275	757400580	617.0	9.0	626.0	881.0	382.0	226.0	2.0	2.0	2.0	2.0
LK-1321280	757400580	652.0	10.0	662.0	932.0	404.0	239.0	2.0	2.0	3.0	2.0
LK-1321285	757400580	945.0	15.0	960.0	1350.0	586.0	347.0	4.0	3.0	4.0	3.0
LK-1321290	757400580	776.0	12.0	788.0	1109.0	481.0	285.0	3.0	2.0	3.0	2.0
LK-1321295	757400580	343.0	5.0	348.0	490.0	213.0	126.0	1.0	1.0	1.0	1.0
LK-1321300	757400580	370.0	6.0	376.0	529.0	230.0	136.0	1.0	1.0	1.0	1.0
LK-1321305	757400580	1255.0	19.0	1275.0	1794.0	778.0	461.0	5.0	4.0	5.0	3.0
LK-1321310	757400580	370.0	6.0	375.0	528.0	229.0	136.0	1.0	1.0	1.0	1.0
LK-1321315	757400580	856.0	13.0	870.0	1224.0	531.0	314.0	3.0	2.0	3.0	2.0
LK-1321320	757400580	628.0	10.0	637.0	897.0	389.0	230.0	2.0	2.0	2.0	2.0
LK-1321325	757400580	807.0	12.0	820.0	1153.0	500.0	296.0	3.0	2.0	3.0	2.0
LK-1321330	757400580	577.0	9.0	585.0	824.0	357.0	212.0	2.0	2.0	2.0	2.0
LK-1321335	757400580	618.0	9.0	628.0	883.0	383.0	227.0	2.0	2.0	2.0	2.0
LK-1321340	757400580	777.0	12.0	789.0	1110.0	481.0	285.0	3.0	2.0	3.0	2.0
LK-1321345	757400580	923.0	14.0	937.0	1319.0	572.0	339.0	3.0	3.0	4.0	2.0
LK-1321350	757400580	1248.0	19.0	1267.0	1783.0	774.0	458.0	5.0	4.0	5.0	3.0
LK-1321355	757400580	802.0	12.0	814.0	1145.0	497.0	294.0	3.0	2.0	3.0	2.0
LK-1321360	757400580	905.0	14.0	919.0	1294.0	561.0	332.0	3.0	3.0	4.0	2.0
LK-1321365	757400580	195.0	3.0	198.0	278.0	121.0	71.0	1.0	1.0	1.0	1.0
LK-1321370	757400580	386.0	6.0	392.0	551.0	239.0	142.0	1.0	1.0	2.0	1.0
LK-1321375	757400580	1417.0	22.0	1439.0	2025.0	878.0	520.0	5.0	4.0	6.0	4.0
LK-1321380	757400580	687.0	11.0	697.0	981.0	426.0	252.0	3.0	2.0	3.0	2.0
LK-1321385	757400580	516.0	8.0	523.0	737.0	320.0	189.0	2.0	1.0	2.0	1.0
LK-1321390	757400580	755.0	12.0	767.0	1079.0	468.0	277.0	3.0	2.0	3.0	2.0
LK-1321395	757400580	1303.0	20.0	1323.0	1862.0	808.0	479.0	5.0	4.0	5.0	3.0
LK-1321400	757400580	717.0	11.0	728.0	1025.0	445.0	263.0	3.0	2.0	3.0	2.0
LK-1321405	757400580	1204.0	18.0	1223.0	1721.0	746.0	442.0	4.0	3.0	5.0	3.0
LK-1321410	757400580	924.0	14.0	938.0	1320.0	572.0	339.0	3.0	3.0	4.0	2.0
LK-1321415	757400580	536.0	8.0	544.0	765.0	332.0	197.0	2.0	2.0	2.0	1.0
LK-1321420	757400580	458.0	7.0	465.0	654.0	284.0	168.0	2.0	1.0	2.0	1.0
LK-1321425	757400580	584.0	9.0	593.0	835.0	362.0	215.0	2.0	2.0	2.0	2.0
LK-1321430	757400580	366.0	6.0	372.0	523.0	227.0	134.0	1.0	1.0	1.0	1.0
LK-1321435	757400580	717.0	11.0	728.0	1025.0	444.0	263.0	3.0	2.0	3.0	2.0
LK-1324005	757400520	691.0	8.0	698.0	958.0	415.0	268.0	1.0	2.0	3.0	2.0
LK-1324010	757400520	489.0	5.0	495.0	678.0	294.0	190.0	1.0	1.0	2.0	1.0
LK-1324015	757400520	527.0	6.0	533.0	730.0	317.0	205.0	1.0	1.0	2.0	1.0
LK-1324020	757400520	764.0	8.0	772.0	1059.0	459.0	297.0	1.0	2.0	3.0	2.0
LK-1324025	757400520	1044.0	11.0	1055.0	1447.0	628.0	405.0	2.0	2.0	4.0	3.0
LK-1324030	757400520	446.0	5.0	451.0	619.0	268.0	173.0	1.0	1.0	2.0	1.0
LK-1324035	757400520	809.0	9.0	818.0	1121.0	486.0	314.0	2.0	2.0	3.0	2.0
LK-1324040	757400520	744.0	8.0	752.0	1031.0	447.0	289.0	1.0	2.0	3.0	2.0
LK-1324045	757400520	413.0	5.0	417.0	572.0	248.0	160.0	1.0	1.0	2.0	1.0
LK-1324050	757400520	689.0	8.0	697.0	955.0	414.0	268.0	1.0	2.0	3.0	2.0
LK-1324055	757400520	918.0	10.0	928.0	1273.0	552.0	356.0	2.0	2.0	4.0	2.0
LK-1324060	757400520	740.0	8.0	748.0	1025.0	445.0	287.0	1.0	2.0	3.0	2.0
LK-1324065	757400520	363.0	4.0	367.0	504.0	218.0	141.0	1.0	1.0	1.0	1.0
LK-1324070	757400520	630.0	7.0	637.0	873.0	378.0	244.0	1.0	1.0	3.0	2.0
LK-1324075	757400520	711.0	8.0	719.0	986.0	428.0	276.0	1.0	2.0	3.0	2.0
LK-1324080	757400520	409.0	4.0	414.0	567.0	246.0	159.0	1.0	1.0	2.0	1.0
LK-1324085	757400520	435.0	5.0	440.0	603.0	261.0	169.0	1.0	1.0	2.0	1.0
LK-1324090	757400520	497.0	5.0	502.0	688.0	298.0	193.0	1.0	1.0	2.0	1.0
LK-1324095	757400520	889.0	10.0	899.0	1232.0	534.0	345.0	2.0	2.0	4.0	2.0
LK-1324100	757400520	616.0	7.0	622.0	853.0	370.0	239.0	1.0	1.0	3.0	2.0
LK-1324105	757400520	604.0	7.0	611.0	837.0	363.0	234.0	1.0	1.0	2.0	2.0
LK-1324110	757400520	375.0	4.0	379.0	520.0	225.0	146.0	1.0	1.0	2.0	1.0
LK-1324115	757400520	744.0	8.0	753.0	1032.0	447.0	289.0	1.0	2.0	3.0	2.0
LK-1324120	757400520	670.0	7.0	677.0	929.0	403.0	260.0	1.0	1.0	3.0	2.0
LK-1324125	757400520	955.0	10.0	965.0	1323.0	574.0	371.0	2.0	2.0	4.0	2.0
LK-1324130	757400520	1117.0	12.0	1129.0	1548.0	671.0	434.0	2.0	2.0	5.0	3.0
LK-1324135	757400520	969.0	11.0	979.0	1342.0	582.0	376.0	2.0	2.0	4.0	2.0
LK-1324140	757400520	436.0	5.0	440.0	604.0	262.0	169.0	1.0	1.0	2.0	1.0
LK-1324145	757400520	517.0	6.0	523.0	717.0	311.0	201.0	1.0	1.0	2.0	1.0
LK-1324150	757400520	250.0	3.0	252.0	346.0	150.0	97.0	0.0	1.0	1.0	1.0
LK-1324155	757400520	383.0	4.0	387.0	531.0	230.0	149.0	1.0	1.0	2.0	1.0
LK-1324160	757400520	739.0	8.0	747.0	1024.0	444.0	287.0	1.0	2.0	3.0	2.0
LK-1324165	757400520	521.0	6.0	527.0	722.0	313.0	202.0	1.0	1.0	2.0	1.0
LK-1324170	757400520	528.0	6.0	533.0	731.0	317.0	205.0	1.0	1.0	2.0	1.0
LK-1324175	757400520	721.0	8.0	728.0	999.0	433.0	280.0	1.0	2.0	3.0	2.0
LK-1324180	757400520	500.0	5.0	506.0	693.0	301.0	194.0	1.0	1.0	2.0	1.0
LK-1324185	757400520	431.0	5.0	436.0	598.0	259.0	167.0	1.0	1.0	2.0	1.0
LK-1324190	757400520	1198.0	13.0	1211.0	1661.0	720.0	465.0	2.0	3.0	5.0	3.0
LK-1324195	757400520	518.0	6.0	524.0	718.0	311.0	201.0	1.0	1.0	2.0	1.0
LK-1324200	757400520	1321.0	14.0	1335.0	1831.0	794.0	513.0	3.0	3.0	5.0	3.0
LK-1324205	757400520	1195.0	13.0	1208.0	1656.0	718.0	464.0	2.0	3.0	5.0	3.0
LK-1324210	757400520	453.0	5.0	457.0	627.0	272.0	176.0	1.0	1.0	2.0	1.0
LK-1324215	757400520	1444.0	16.0	1460.0	2001.0	868.0	561.0	3.0	3.0	6.0	4.0
LK-1324220	757400520	1241.0	14.0	1254.0	1719.0	746.0	482.0	2.0	3.0	5.0	3.0
LK-1324225	757400520	487.0	5.0	493.0	675.0	293.0	189.0	1.0	1.0	2.0	1.0
LK-1324230	757400520	2676.0	29.0	2705.0	3709.0	1608.0	1039.0	5.0	6.0	11.0	7.0
LK-1324235	757400520	1010.0	11.0	1021.0	1399.0	607.0	392.0	2.0	2.0	4.0	3.0
LK-1324240	757400520	711.0	8.0	719.0	986.0	427.0	276.0	1.0	2.0	3.0	2.0
LK-1324245	757400520	2139.0	23.0	2163.0	2965.0	1286.0	830.0	4.0	5.0	9.0	5.0
