entity_id	valid	rejected	polled	electors	IND1	EPRLF	SLMC	IND2	PA	TULF	UNP	DPLF	IND3	NSSP	TELO	IND4	SLPF	IND5	MEP	SMBP	PFF	IND 1	DWC	TKLO
LK-1224195	1190.0	38.0	1228.0	1566.0					746.0		423.0						21.0							
LK-8121095	1188.0	79.0	1268.0	1643.0	1.0			5.0	577.0		580.0						14.0		11.0					
LK-3242115	1188.0	37.0	1224.0	1645.0					731.0		424.0						28.0		6.0					
LK-1324130	1188.0	52.0	1240.0	1548.0					622.0		536.0						15.0		14.0		1.0			
LK-3103030	1187.0	53.0	1239.0	1564.0					681.0		481.0						20.0		4.0		1.0			
LK-5112140	1187.0	88.0	1275.0	1881.0	8.0	31.0	294.0	5.0	113.0	425.0	207.0				103.0									
LK-9221020	1186.0	52.0	1237.0	1524.0					582.0		596.0						8.0							
LK-6169145	1186.0	48.0	1234.0	1495.0					585.0		587.0						6.0		7.0					
LK-3206050	1186.0	71.0	1257.0	1516.0					655.0		510.0						16.0		4.0					
LK-1218180	1186.0	48.0	1235.0	1576.0					595.0		580.0						11.0							
LK-1303055	1186.0	47.0	1233.0	1581.0					694.0		454.0						17.0		21.0		1.0			
LK-2127290	1185.0	66.0	1251.0	1546.0				0.0	556.0		609.0						9.0		11.0			1.0		
LK-9136070	1185.0	59.0	1244.0	1408.0	5.0			0.0	588.0		586.0		1.0				3.0		3.0					
LK-5121050	1184.0	88.0	1272.0	1877.0	8.0	31.0	293.0	5.0	112.0	424.0	206.0				103.0									
LK-1218130	1183.0	48.0	1232.0	1572.0					594.0		579.0						11.0							
LK-1221010	1183.0	41.0	1224.0	1563.0					656.0		511.0						16.0							
LK-1224415	1183.0	38.0	1221.0	1557.0					741.0		421.0						21.0							
LK-1106230	1182.0	49.0	1231.0	1601.0	1.0				656.0		476.0			2.0			17.0		29.0				0.0	1.0
LK-5306020	1181.0	64.0	1245.0	2055.0	11.0	12.0	174.0		157.0	565.0	174.0				83.0		6.0							
LK-9215150	1181.0	48.0	1229.0	1531.0					587.0		585.0						8.0							
LK-2309580	1181.0	72.0	1253.0	1507.0	28.0				513.0		635.0						3.0		2.0					
LK-9218175	1180.0	39.0	1219.0	1492.0					568.0		603.0						9.0							
LK-1112275	1179.0	46.0	1225.0	1685.0	0.0				633.0		468.0			3.0			19.0		54.0				1.0	2.0
LK-5327085	1178.0	63.0	1241.0	1767.0	6.0	7.0	533.0		24.0	194.0	393.0				19.0		2.0							
LK-5106030	1178.0	114.0	1292.0	1781.0	2.0	17.0	270.0	2.0	71.0	563.0	167.0				86.0									
LK-3242235	1177.0	36.0	1213.0	1630.0					724.0		420.0						28.0		5.0					
LK-2315270	1176.0	99.0	1274.0	1570.0	179.0				291.0		700.0						3.0		2.0					
LK-9221065	1175.0	51.0	1227.0	1511.0					577.0		591.0						8.0							
LK-1306075	1175.0	53.0	1228.0	1511.0					651.0		497.0						13.0		12.0		1.0			
LK-7115185	1174.0	48.0	1221.0	1571.0					640.0		505.0						21.0		7.0					
LK-1318020	1174.0	53.0	1227.0	1509.0					651.0		497.0						13.0		12.0		1.0			
LK-1218110	1173.0	48.0	1221.0	1559.0					589.0		574.0						11.0							
LK-3133065	1171.0	49.0	1220.0	1525.0					664.0		480.0						21.0		5.0		1.0			
LK-9224065	1170.0	70.0	1240.0	1536.0					518.0		647.0						5.0							
LK-9227040	1170.0	70.0	1240.0	1535.0					518.0		647.0						5.0							
LK-6136165	1169.0	48.0	1217.0	1451.0					649.0		509.0						7.0		3.0					
LK-9112125	1169.0	57.0	1227.0	1447.0	4.0			0.0	608.0		548.0		1.0				5.0		4.0					
LK-9212120	1168.0	45.0	1214.0	1530.0					643.0		510.0						15.0							
LK-1136095	1168.0	41.0	1209.0	1554.0	0.0				691.0		414.0			2.0			20.0		38.0				1.0	1.0
LK-8130220	1167.0	95.0	1262.0	1543.0	2.0			29.0	541.0		573.0						18.0		4.0					
LK-9148020	1167.0	57.0	1224.0	1463.0	5.0			0.0	682.0		465.0		1.0				11.0		4.0					
LK-5212195	1167.0	60.0	1228.0	1525.0	1.0		1.0		583.0	1.0	573.0				2.0		6.0							
LK-9218180	1166.0	39.0	1205.0	1475.0					561.0		596.0						9.0							
LK-2312320	1166.0	98.0	1264.0	1557.0	178.0				289.0		695.0						3.0		2.0					
LK-9124155	1165.0	63.0	1228.0	1407.0	4.0			0.0	530.0		622.0		0.0				6.0		3.0					
LK-1115030	1164.0	54.0	1218.0	1522.0	1.0				389.0		539.0			2.0			9.0		222.0				1.0	1.0
LK-1106090	1163.0	48.0	1212.0	1575.0	1.0				645.0		468.0			2.0			16.0		29.0				0.0	1.0
LK-1106180	1162.0	48.0	1210.0	1573.0	1.0				644.0		467.0			2.0			16.0		29.0				0.0	1.0
LK-2130010	1161.0	44.0	1205.0	1536.0				0.0	560.0		579.0						8.0		13.0			0.0		
LK-9124035	1161.0	63.0	1224.0	1402.0	4.0			0.0	528.0		619.0		0.0				6.0		3.0					
LK-3242130	1161.0	36.0	1197.0	1607.0					714.0		414.0						28.0		5.0					
LK-1218040	1161.0	47.0	1208.0	1542.0					582.0		567.0						11.0							
LK-1136025	1161.0	41.0	1202.0	1544.0	0.0				687.0		412.0			2.0			20.0		38.0				1.0	1.0
LK-9136045	1160.0	58.0	1218.0	1379.0	5.0			0.0	575.0		574.0		1.0				3.0		3.0					
LK-3224085	1159.0	55.0	1214.0	1526.0					672.0		450.0						32.0		5.0					
LK-1203110	1159.0	51.0	1210.0	1617.0					578.0		574.0						6.0							
LK-5315125	1158.0	63.0	1221.0	2014.0	11.0	12.0	170.0		154.0	553.0	170.0				82.0		6.0							
LK-2145130	1157.0	80.0	1237.0	1544.0				0.0	471.0		679.0						3.0		3.0			0.0		
LK-1224325	1157.0	37.0	1194.0	1522.0					725.0		411.0						20.0							
LK-3145215	1156.0	42.0	1198.0	1488.0					648.0		476.0						15.0		16.0		1.0			
LK-1239085	1156.0	45.0	1201.0	1520.0					655.0		482.0						20.0							
LK-2315320	1156.0	97.0	1253.0	1544.0	176.0				287.0		689.0						3.0		2.0					
LK-2130255	1155.0	44.0	1199.0	1528.0				0.0	557.0		576.0						8.0		13.0			0.0		
LK-6157100	1155.0	50.0	1206.0	1526.0					572.0		569.0						9.0		6.0					
LK-9151075	1155.0	56.0	1211.0	1448.0	5.0			0.0	675.0		460.0		1.0				11.0		4.0					
LK-6181100	1154.0	42.0	1196.0	1442.0					596.0		548.0						6.0		4.0					
LK-1327170	1154.0	79.0	1234.0	1575.0					600.0		521.0						19.0		13.0		1.0			
LK-1310130	1153.0	50.0	1203.0	1465.0					609.0		519.0						10.0		15.0		1.0			
LK-1224330	1153.0	37.0	1190.0	1518.0					723.0		410.0						20.0							
LK-7112015	1152.0	56.0	1209.0	1521.0					566.0		571.0						12.0		4.0					
LK-9215100	1151.0	47.0	1198.0	1492.0					572.0		570.0						8.0							
LK-5104040	1151.0	111.0	1262.0	1740.0	2.0	16.0	264.0	2.0	70.0	550.0	163.0				84.0									
LK-1221060	1151.0	40.0	1191.0	1521.0					638.0		498.0						15.0							
LK-1224210	1151.0	37.0	1188.0	1515.0					722.0		409.0						20.0							
LK-1136200	1151.0	40.0	1192.0	1531.0	0.0				681.0		408.0			2.0			20.0		37.0				1.0	1.0
LK-2315185	1151.0	97.0	1248.0	1537.0	175.0				285.0		686.0						3.0		2.0					
LK-5109020	1150.0	111.0	1261.0	1739.0	2.0	16.0	264.0	2.0	70.0	549.0	163.0				84.0									
LK-2309390	1150.0	70.0	1219.0	1467.0	28.0				500.0		618.0						2.0		2.0					
LK-7112045	1150.0	56.0	1206.0	1518.0					564.0		570.0						12.0		4.0					
LK-7112075	1150.0	56.0	1206.0	1518.0					564.0		570.0						12.0		4.0					
LK-9221190	1149.0	50.0	1199.0	1477.0					563.0		578.0						8.0							
LK-2130225	1148.0	44.0	1192.0	1520.0				0.0	554.0		573.0						8.0		13.0			0.0		
LK-9124045	1148.0	62.0	1210.0	1387.0	4.0			0.0	522.0		613.0		0.0				6.0		3.0					
LK-9218115	1147.0	38.0	1185.0	1450.0					551.0		586.0						9.0							
LK-9136050	1147.0	57.0	1204.0	1364.0	5.0			0.0	569.0		567.0		1.0				3.0		3.0					
LK-1218205	1147.0	47.0	1193.0	1523.0					575.0		561.0						11.0							
LK-2130205	1145.0	39.0	1185.0	1515.0				0.0	496.0		625.0						7.0		17.0			0.0		
LK-8121030	1145.0	77.0	1222.0	1584.0	1.0			5.0	556.0		560.0						13.0		10.0					
LK-8130320	1145.0	93.0	1239.0	1514.0	2.0			28.0	531.0		563.0						17.0		4.0					
LK-2130250	1145.0	44.0	1188.0	1515.0				0.0	552.0		571.0						8.0		13.0			0.0		
LK-9112145	1144.0	56.0	1200.0	1416.0	3.0			0.0	594.0		536.0		0.0				5.0		4.0					
LK-9203300	1142.0	47.0	1190.0	1511.0					585.0		543.0						14.0							
LK-9221080	1142.0	50.0	1191.0	1468.0					560.0		574.0						8.0							
LK-1221195	1142.0	40.0	1182.0	1508.0					633.0		494.0						15.0							
LK-1136070	1142.0	40.0	1182.0	1519.0	0.0				676.0		405.0			2.0			19.0		37.0				1.0	1.0
LK-9218135	1141.0	38.0	1179.0	1442.0					549.0		583.0						9.0							
LK-1106080	1141.0	48.0	1188.0	1544.0	1.0				633.0		459.0			2.0			16.0		28.0				0.0	1.0
LK-9230040	1140.0	60.0	1200.0	1492.0					462.0		672.0						7.0							
LK-1224490	1140.0	37.0	1176.0	1500.0					714.0		405.0						20.0							
LK-9133130	1139.0	54.0	1193.0	1359.0	4.0			0.0	575.0		555.0		1.0				2.0		2.0					
LK-7112070	1139.0	56.0	1195.0	1504.0					559.0		565.0						12.0		3.0					
LK-8103075	1138.0	77.0	1216.0	1461.0	2.0			2.0	419.0		701.0						8.0		6.0					
LK-6160130	1138.0	43.0	1181.0	1492.0					584.0		537.0						12.0		5.0					
LK-1236155	1138.0	45.0	1182.0	1539.0					649.0		463.0						26.0							
LK-1324295	1138.0	50.0	1187.0	1482.0					595.0		514.0						14.0		14.0		1.0			
LK-7154035	1135.0	56.0	1190.0	1436.0					591.0		532.0						7.0		4.0					
LK-1321215	1134.0	54.0	1188.0	1539.0					611.0		489.0						20.0		13.0		0.0			
LK-1212705	1134.0	45.0	1179.0	1468.0					616.0		500.0						18.0							
LK-5112040	1134.0	84.0	1218.0	1798.0	7.0	30.0	281.0	5.0	108.0	407.0	198.0				99.0									
LK-2309385	1133.0	69.0	1201.0	1446.0	27.0				492.0		609.0						2.0		2.0					
LK-1310125	1133.0	49.0	1183.0	1441.0					599.0		510.0						10.0		14.0		1.0			
LK-9148175	1133.0	55.0	1188.0	1421.0	5.0			0.0	662.0		451.0		1.0				10.0		4.0					
LK-2312240	1133.0	95.0	1228.0	1513.0	172.0				281.0		675.0						3.0		2.0					
LK-2306520	1132.0	67.0	1199.0	1424.0	2.0				472.0		653.0						3.0		1.0					
LK-6136225	1132.0	47.0	1179.0	1406.0					629.0		493.0						6.0		3.0					
LK-1303225	1132.0	45.0	1176.0	1509.0					662.0		433.0						16.0		20.0		1.0			
LK-1221170	1132.0	39.0	1171.0	1495.0					627.0		489.0						15.0							
LK-3303105	1132.0	60.0	1192.0	1545.0	5.0			2.0	605.0		435.0						75.0		8.0	2.0	1.0			
LK-3112155	1131.0	50.0	1181.0	1491.0					649.0		458.0						20.0		4.0		0.0			
LK-2312135	1130.0	95.0	1225.0	1509.0	172.0				280.0		673.0						3.0		2.0					
LK-5315080	1129.0	61.0	1190.0	1963.0	10.0	12.0	166.0		150.0	539.0	166.0				80.0		6.0							
LK-1227500	1129.0	42.0	1171.0	1466.0					728.0		387.0						14.0							
LK-1203015	1128.0	50.0	1178.0	1575.0					563.0		559.0						6.0							
LK-1330180	1128.0	78.0	1206.0	1540.0					586.0		510.0						19.0		13.0		1.0			
LK-9215055	1127.0	46.0	1174.0	1462.0					561.0		559.0						8.0							
LK-1330090	1127.0	77.0	1204.0	1538.0					586.0		509.0						19.0		13.0		1.0			
LK-1112240	1126.0	44.0	1171.0	1609.0	0.0				605.0		447.0			3.0			18.0		51.0				1.0	2.0
LK-1136045	1126.0	40.0	1165.0	1498.0	0.0				666.0		399.0			2.0			19.0		37.0				1.0	1.0
LK-2112110	1125.0	70.0	1195.0	1478.0				1.0	458.0		655.0						5.0		6.0			1.0		
LK-1218050	1125.0	46.0	1171.0	1495.0					565.0		550.0						10.0							
LK-9206195	1124.0	47.0	1171.0	1470.0					509.0		605.0						11.0							
LK-6106075	1124.0	46.0	1171.0	1388.0					633.0		477.0						10.0		4.0					
LK-9151100	1123.0	55.0	1178.0	1408.0	5.0			0.0	656.0		447.0		1.0				10.0		4.0					
LK-1136160	1123.0	39.0	1163.0	1494.0	0.0				665.0		398.0			2.0			19.0		36.0				1.0	1.0
LK-9209170	1122.0	48.0	1170.0	1436.0					522.0		590.0						10.0							
LK-3106165	1121.0	49.0	1170.0	1557.0					598.0		504.0						15.0		4.0		0.0			
LK-1224120	1120.0	36.0	1157.0	1475.0					702.0		398.0						20.0							
LK-1239010	1119.0	43.0	1163.0	1472.0					634.0		466.0						19.0							
LK-1230130	1119.0	41.0	1160.0	1429.0					637.0		472.0						10.0							
LK-1106130	1119.0	47.0	1166.0	1515.0	1.0				621.0		450.0			2.0			16.0		28.0				0.0	1.0
LK-1206105	1119.0	48.0	1167.0	1451.0					642.0		467.0						10.0							
LK-5248035	1119.0	71.0	1190.0	1523.0	38.0		450.0		124.0	211.0	260.0				35.0		2.0							
LK-8139115	1118.0	121.0	1240.0	1566.0	2.0			11.0	464.0		627.0						10.0		3.0					
LK-7139180	1117.0	54.0	1171.0	1474.0					548.0		554.0						11.0		3.0					
LK-1136365	1117.0	39.0	1156.0	1485.0	0.0				661.0		396.0			2.0			19.0		36.0				1.0	1.0
LK-3133125	1116.0	47.0	1163.0	1454.0					633.0		458.0						20.0		4.0		1.0			
LK-5104025	1116.0	108.0	1223.0	1687.0	2.0	16.0	256.0	2.0	67.0	533.0	158.0				81.0									
LK-9112250	1116.0	54.0	1171.0	1381.0	3.0			0.0	580.0		523.0		0.0				5.0		4.0					
LK-8121100	1115.0	75.0	1190.0	1541.0	1.0			4.0	542.0		545.0						13.0		10.0					
LK-8124065	1115.0	103.0	1218.0	1474.0	2.0			5.0	463.0		625.0						14.0		5.0					
LK-9221005	1115.0	49.0	1163.0	1434.0					547.0		561.0						7.0							
LK-7139170	1115.0	54.0	1169.0	1472.0					547.0		553.0						11.0		3.0					
LK-9218095	1114.0	37.0	1151.0	1408.0					536.0		569.0						9.0							
LK-1303060	1114.0	44.0	1158.0	1486.0					652.0		426.0						16.0		19.0		1.0			
LK-1206190	1114.0	48.0	1162.0	1446.0					639.0		465.0						10.0							
LK-8118075	1113.0	120.0	1233.0	1468.0	2.0			5.0	417.0		679.0						8.0		2.0					
LK-9112240	1113.0	54.0	1167.0	1377.0	3.0			0.0	578.0		522.0		0.0				5.0		4.0					
LK-6160070	1112.0	42.0	1154.0	1458.0					571.0		524.0						12.0		5.0					
LK-1324025	1111.0	48.0	1159.0	1447.0					581.0		502.0						14.0		13.0		1.0			
LK-1303275	1111.0	44.0	1154.0	1481.0					650.0		425.0						16.0		19.0		1.0			
LK-1233425	1110.0	40.0	1150.0	1476.0					653.0		439.0						17.0							
LK-1209415	1109.0	39.0	1148.0	1365.0					584.0		516.0						9.0							
LK-9227045	1108.0	66.0	1174.0	1455.0					491.0		613.0						5.0							
LK-1136190	1108.0	39.0	1147.0	1474.0	0.0				655.0		393.0			2.0			19.0		36.0				1.0	1.0
LK-6136115	1106.0	46.0	1152.0	1374.0					615.0		482.0						6.0		3.0					
LK-2303250	1106.0	65.0	1171.0	1415.0	40.0				400.0		659.0						5.0		2.0					
LK-1236045	1106.0	43.0	1150.0	1497.0					631.0		450.0						25.0							
LK-1303235	1105.0	43.0	1149.0	1473.0					647.0		423.0						16.0		19.0		1.0			
LK-1112130	1105.0	44.0	1148.0	1579.0	0.0				593.0		438.0			3.0			17.0		51.0				1.0	2.0
LK-7139140	1104.0	54.0	1158.0	1458.0					542.0		548.0						11.0		3.0					
LK-1203105	1104.0	49.0	1153.0	1541.0					551.0		547.0						6.0							
LK-6136155	1103.0	45.0	1149.0	1370.0					613.0		481.0						6.0		3.0					
LK-6227060	1103.0	55.0	1159.0	1506.0					615.0		477.0						8.0		2.0					
LK-8142025	1102.0	119.0	1222.0	1544.0	2.0			11.0	458.0		618.0						10.0		3.0					
LK-9133035	1102.0	52.0	1154.0	1315.0	4.0			0.0	556.0		537.0		0.0				2.0		2.0					
LK-1309075	1102.0	48.0	1150.0	1401.0					582.0		496.0						9.0		14.0		1.0			
LK-1106210	1102.0	46.0	1148.0	1493.0	1.0				611.0		444.0			2.0			15.0		27.0				0.0	1.0
LK-1206170	1102.0	47.0	1149.0	1430.0					632.0		460.0						10.0							
LK-6160115	1101.0	42.0	1142.0	1443.0					565.0		519.0						12.0		5.0					
LK-2151225	1101.0	71.0	1173.0	1427.0				0.0	485.0		608.0						5.0		3.0			0.0		
LK-3121130	1101.0	50.0	1151.0	1349.0					611.0		474.0						11.0		5.0		1.0			
LK-1209535	1101.0	39.0	1141.0	1356.0					580.0		513.0						9.0							
LK-9124150	1099.0	60.0	1159.0	1328.0	4.0			0.0	500.0		587.0		0.0				5.0		3.0					
LK-6227075	1099.0	55.0	1155.0	1500.0					613.0		476.0						8.0		2.0					
LK-5121090	1099.0	82.0	1181.0	1743.0	7.0	29.0	272.0	5.0	104.0	394.0	192.0				96.0									
LK-9112130	1097.0	54.0	1151.0	1358.0	3.0			0.0	570.0		514.0		0.0				5.0		4.0					
LK-3312135	1097.0	58.0	1155.0	1498.0	4.0			2.0	586.0		422.0						72.0		8.0	2.0	1.0			
LK-5203065	1097.0	57.0	1153.0	1433.0	1.0		1.0		548.0	1.0	538.0				2.0		6.0							
LK-2309615	1096.0	67.0	1163.0	1399.0	26.0				476.0		589.0						2.0		2.0					
LK-5327150	1094.0	59.0	1152.0	1640.0	5.0	7.0	494.0		23.0	180.0	365.0				17.0		2.0							
LK-2127390	1094.0	61.0	1155.0	1427.0				0.0	513.0		562.0						8.0		10.0			1.0		
LK-7139145	1094.0	53.0	1148.0	1445.0					537.0		543.0						11.0		3.0					
LK-1239175	1094.0	42.0	1136.0	1438.0					620.0		456.0						19.0							
LK-1215295	1094.0	36.0	1129.0	1390.0					622.0		459.0						13.0							
LK-1206085	1094.0	47.0	1141.0	1420.0					628.0		457.0						10.0							
LK-8124210	1093.0	101.0	1194.0	1445.0	2.0			5.0	454.0		612.0						14.0		5.0					
LK-1306015	1093.0	50.0	1143.0	1405.0					606.0		463.0						13.0		11.0		1.0			
LK-5121015	1093.0	81.0	1174.0	1732.0	7.0	29.0	271.0	5.0	104.0	392.0	190.0				95.0									
LK-2315100	1093.0	92.0	1185.0	1459.0	166.0				271.0		651.0						3.0		2.0					
LK-2230115	1092.0	74.0	1167.0	1453.0	9.0				501.0		577.0						6.0							
LK-1321195	1092.0	52.0	1144.0	1483.0					589.0		471.0						19.0		12.0		0.0			
LK-1206185	1092.0	47.0	1139.0	1417.0					626.0		456.0						10.0							
LK-1233140	1092.0	40.0	1132.0	1453.0					643.0		432.0						17.0							
LK-3112205	1091.0	48.0	1139.0	1438.0					626.0		442.0						19.0		4.0		0.0			
LK-8121005	1090.0	73.0	1163.0	1507.0	1.0			4.0	529.0		532.0						13.0		10.0					
LK-8121130	1089.0	73.0	1162.0	1506.0	1.0			4.0	529.0		532.0						13.0		10.0					
LK-3109170	1089.0	56.0	1144.0	1495.0					616.0		446.0						23.0		3.0		1.0			
LK-2130045	1089.0	42.0	1130.0	1441.0				0.0	525.0		543.0						7.0		12.0			0.0		
LK-7115150	1089.0	44.0	1133.0	1457.0					594.0		469.0						20.0		7.0					
LK-1303095	1089.0	43.0	1131.0	1451.0					637.0		416.0						16.0		19.0		1.0			
LK-1239220	1088.0	42.0	1130.0	1431.0					616.0		453.0						19.0							
LK-1306125	1088.0	49.0	1138.0	1399.0					603.0		461.0						12.0		11.0		1.0			
LK-3303080	1088.0	57.0	1146.0	1486.0	4.0			2.0	581.0		419.0						72.0		8.0	2.0	1.0			
LK-2312055	1088.0	91.0	1179.0	1452.0	166.0				270.0		648.0						3.0		2.0					
LK-9206115	1087.0	45.0	1133.0	1422.0					492.0		585.0						10.0							
LK-8233060	1087.0	117.0	1204.0	1459.0	0.0			0.0	519.0		475.0		0.0			73.0	17.0	1.0						
LK-7109155	1086.0	44.0	1130.0	1409.0					633.0		439.0						8.0		5.0					
LK-1303135	1086.0	43.0	1129.0	1448.0					636.0		415.0						16.0		19.0		1.0			
LK-6136120	1085.0	45.0	1130.0	1348.0					603.0		473.0						6.0		3.0					
LK-6160250	1085.0	41.0	1126.0	1422.0					557.0		511.0						12.0		5.0					
LK-7139085	1085.0	53.0	1138.0	1433.0					533.0		538.0						11.0		3.0					
LK-3206070	1084.0	65.0	1148.0	1386.0					599.0		466.0						15.0		3.0					
LK-3106195	1083.0	47.0	1130.0	1504.0					578.0		487.0						14.0		3.0		0.0			
LK-6160220	1083.0	41.0	1124.0	1420.0					556.0		511.0						12.0		5.0					
LK-1303285	1083.0	43.0	1125.0	1443.0					634.0		414.0						16.0		19.0		1.0			
LK-1136350	1083.0	38.0	1121.0	1441.0	0.0				641.0		384.0			2.0			18.0		35.0				1.0	1.0
LK-3109095	1082.0	55.0	1137.0	1485.0					612.0		443.0						23.0		3.0		1.0			
LK-9142180	1082.0	57.0	1139.0	1322.0	3.0			0.0	480.0		591.0		0.0				4.0		2.0					
LK-9148130	1082.0	53.0	1135.0	1357.0	5.0			0.0	632.0		431.0		1.0				10.0		4.0					
LK-1233295	1082.0	39.0	1121.0	1439.0					637.0		428.0						17.0							
LK-5112015	1082.0	80.0	1162.0	1715.0	7.0	29.0	268.0	5.0	103.0	388.0	189.0				94.0									
LK-3106125	1081.0	47.0	1128.0	1501.0					577.0		486.0						14.0		3.0		0.0			
LK-5327025	1081.0	58.0	1138.0	1620.0	5.0	7.0	489.0		22.0	178.0	360.0				17.0		2.0							
LK-9124070	1081.0	59.0	1139.0	1305.0	4.0			0.0	491.0		577.0		0.0				5.0		3.0					
LK-2142130	1081.0	66.0	1147.0	1409.0				0.0	484.0		589.0						4.0		3.0			1.0		
LK-3206080	1081.0	65.0	1145.0	1382.0					597.0		465.0						15.0		3.0					
LK-9230135	1079.0	57.0	1136.0	1412.0					437.0		635.0						7.0							
LK-9124095	1079.0	59.0	1138.0	1304.0	4.0			0.0	491.0		576.0		0.0				5.0		3.0					
LK-6178025	1079.0	44.0	1123.0	1351.0					594.0		471.0						9.0		4.0					
LK-3221180	1079.0	45.0	1124.0	1505.0					675.0		369.0						31.0		4.0					
LK-9112075	1079.0	53.0	1132.0	1336.0	3.0			0.0	561.0		506.0		0.0				5.0		4.0					
LK-2115045	1078.0	67.0	1146.0	1417.0				1.0	439.0		628.0						5.0		6.0			0.0		
LK-3239130	1078.0	45.0	1123.0	1503.0					674.0		369.0						31.0		4.0					
LK-1303040	1078.0	42.0	1121.0	1438.0					631.0		412.0						16.0		19.0		1.0			
LK-2130050	1077.0	41.0	1118.0	1425.0				0.0	519.0		537.0						7.0		12.0			0.0		
LK-1324380	1076.0	47.0	1123.0	1402.0					563.0		486.0						14.0		13.0		1.0			
LK-6203075	1075.0	63.0	1139.0	1585.0					572.0		498.0						3.0		2.0					
LK-9136015	1075.0	54.0	1129.0	1278.0	4.0			0.0	533.0		531.0		1.0				3.0		2.0					
LK-2312355	1075.0	90.0	1165.0	1436.0	164.0				266.0		640.0						3.0		1.0					
LK-7115075	1074.0	44.0	1118.0	1438.0					586.0		462.0						20.0		7.0					
LK-1309040	1074.0	47.0	1120.0	1365.0					567.0		483.0						9.0		14.0		1.0			
LK-1239180	1074.0	42.0	1116.0	1413.0					608.0		448.0						18.0							
LK-1324235	1074.0	47.0	1121.0	1399.0					562.0		485.0						14.0		13.0		1.0			
LK-2312220	1074.0	90.0	1164.0	1433.0	163.0				266.0		640.0						3.0		1.0					
LK-7142015	1073.0	53.0	1126.0	1344.0					637.0		423.0						8.0		5.0					
LK-2145020	1072.0	74.0	1146.0	1431.0				0.0	436.0		629.0						3.0		3.0			0.0		
LK-6248205	1072.0	49.0	1121.0	1474.0					559.0		503.0						6.0		4.0					
LK-1239205	1072.0	41.0	1114.0	1410.0					607.0		447.0						18.0							
LK-9224115	1071.0	64.0	1135.0	1406.0					474.0		592.0						5.0							
LK-1321075	1071.0	51.0	1122.0	1453.0					578.0		462.0						19.0		12.0		0.0			
LK-9112090	1071.0	52.0	1123.0	1325.0	3.0			0.0	556.0		502.0		0.0				5.0		4.0					
LK-7209125	1070.0	39.0	1109.0	1318.0					532.0		531.0						7.0							
LK-3330250	1070.0	52.0	1121.0	1463.0	3.0			2.0	564.0		413.0						70.0		15.0	1.0	1.0			
LK-2127275	1069.0	60.0	1128.0	1394.0				0.0	501.0		549.0						8.0		10.0			1.0		
LK-5224025	1068.0	41.0	1109.0	1400.0	10.0		631.0		16.0	175.0	213.0				22.0		1.0							
LK-9142170	1068.0	56.0	1124.0	1305.0	3.0			0.0	474.0		584.0		0.0				4.0		2.0					
LK-1221070	1067.0	37.0	1104.0	1409.0					592.0		461.0						14.0							
LK-8142020	1066.0	115.0	1181.0	1492.0	2.0			11.0	443.0		598.0						9.0		3.0					
LK-8124135	1066.0	99.0	1165.0	1410.0	2.0			5.0	443.0		597.0						13.0		5.0					
LK-3239055	1066.0	45.0	1110.0	1486.0					667.0		365.0						31.0		3.0					
LK-9106095	1066.0	53.0	1118.0	1345.0	3.0			0.0	577.0		471.0		1.0				4.0		10.0					
LK-1203170	1066.0	47.0	1114.0	1488.0					532.0		529.0						5.0							
LK-1133165	1066.0	38.0	1104.0	1392.0	1.0				593.0		432.0			2.0			14.0		22.0				0.0	1.0
LK-9215015	1065.0	44.0	1109.0	1381.0					530.0		528.0						8.0							
LK-3133010	1065.0	45.0	1109.0	1387.0					604.0		437.0						19.0		4.0		0.0			
LK-2142075	1065.0	65.0	1129.0	1387.0				0.0	477.0		580.0						4.0		3.0			1.0		
LK-9103030	1065.0	52.0	1117.0	1344.0	3.0			0.0	576.0		470.0		1.0				4.0		10.0					
LK-9148160	1065.0	52.0	1117.0	1335.0	5.0			0.0	622.0		424.0		1.0				10.0		4.0					
LK-6178265	1064.0	43.0	1108.0	1333.0					587.0		465.0						9.0		4.0					
LK-1203160	1064.0	47.0	1112.0	1486.0					531.0		528.0						5.0							
LK-1312100	1063.0	68.0	1131.0	1378.0					532.0		519.0						5.0		7.0		1.0			
LK-6224115	1063.0	53.0	1117.0	1451.0					593.0		460.0						8.0		2.0					
LK-1309275	1063.0	46.0	1110.0	1352.0					562.0		478.0						9.0		13.0		1.0			
LK-1221045	1063.0	37.0	1100.0	1405.0					590.0		460.0						14.0							
LK-5212090	1063.0	55.0	1118.0	1388.0	1.0		1.0		531.0	1.0	522.0				2.0		6.0							
LK-8121075	1062.0	71.0	1134.0	1469.0	1.0			4.0	516.0		519.0						12.0		9.0					
LK-1233360	1062.0	39.0	1101.0	1413.0					626.0		420.0						17.0							
LK-8127340	1061.0	89.0	1150.0	1348.0	2.0			5.0	480.0		552.0						15.0		6.0					
LK-3242220	1061.0	33.0	1094.0	1469.0					653.0		378.0						25.0		5.0					
LK-2312325	1060.0	89.0	1149.0	1415.0	161.0				263.0		631.0						3.0		1.0					
LK-5327120	1058.0	57.0	1115.0	1586.0	5.0	6.0	478.0		22.0	175.0	353.0				17.0		2.0							
LK-7103025	1058.0	43.0	1101.0	1374.0					617.0		428.0						8.0		5.0					
LK-6224140	1058.0	53.0	1111.0	1444.0					590.0		458.0						8.0		2.0					
