entity_id	valid	rejected	polled	electors	UNP	PA	JVP	Ind 2	Liberal	Ind 1	SMBP	LDA	PLSF	SLMP	Ind 3	DUNF	PFF
LK-1136155	1328.0	44.0	1372.0	1805.0	464.0	759.0	78.0	2.0	1.0	2.0	14.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-1136230	1328.0	44.0	1372.0	1805.0	464.0	759.0	78.0	2.0	1.0	2.0	14.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-2109105	1327.0	41.0	1369.0	1829.0	634.0	624.0	42.0	4.0	4.0	3.0	6.0	2.0	1.0	5.0	2.0	1.0	1.0
LK-8133110	1327.0	44.0	1371.0	1786.0	597.0	662.0	39.0	5.0	4.0	4.0	5.0	3.0	2.0	3.0	2.0	1.0	1.0
LK-3206025	1326.0	35.0	1362.0	1793.0	516.0	704.0	75.0	6.0	5.0	4.0	5.0	2.0	3.0	3.0	2.0	1.0	1.0
LK-8103125	1326.0	34.0	1360.0	1734.0	727.0	519.0	46.0	7.0	11.0	5.0	3.0	1.0	2.0	1.0	2.0	1.0	1.0
LK-8133070	1326.0	44.0	1370.0	1785.0	597.0	661.0	38.0	5.0	4.0	4.0	5.0	3.0	2.0	3.0	2.0	1.0	1.0
LK-9148090	1325.0	29.0	1354.0	1738.0	510.0	681.0	103.0	6.0	6.0	5.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0
LK-1236090	1325.0	37.0	1362.0	1794.0	515.0	717.0	68.0	2.0	1.0	3.0	12.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-6242025	1325.0	24.0	1349.0	1930.0	537.0	736.0	36.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	1.0	0.0	0.0
LK-2145140	1325.0	34.0	1359.0	1775.0	637.0	640.0	21.0	5.0	4.0	4.0	3.0	1.0	2.0	5.0	1.0	1.0	1.0
LK-1303220	1324.0	39.0	1363.0	1759.0	479.0	749.0	70.0	2.0	2.0	2.0	11.0	5.0	1.0	3.0	0.0	0.0	0.0
LK-7139060	1324.0	25.0	1349.0	1858.0	594.0	653.0	51.0	4.0	4.0	4.0	4.0	1.0	3.0	4.0	1.0	1.0	1.0
LK-1303145	1322.0	39.0	1360.0	1756.0	478.0	748.0	70.0	2.0	2.0	2.0	11.0	5.0	1.0	3.0	0.0	0.0	0.0
LK-5203055	1321.0	22.0	1342.0	1716.0	561.0	684.0	46.0	7.0	7.0	5.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0
LK-9106165	1321.0	28.0	1349.0	1725.0	539.0	706.0	34.0	4.0	4.0	3.0	3.0	21.0	1.0	3.0	1.0	1.0	1.0
LK-2127290	1321.0	38.0	1359.0	1773.0	624.0	631.0	43.0	4.0	3.0	2.0	7.0	2.0	1.0	2.0	1.0	0.0	1.0
LK-8233060	1320.0	26.0	1346.0	1703.0	546.0	657.0	91.0	5.0	5.0	4.0	3.0	2.0	3.0	2.0	1.0	1.0	1.0
LK-2315230	1319.0	39.0	1358.0	1726.0	700.0	563.0	15.0	9.0	9.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	1.0
LK-3242125	1319.0	46.0	1365.0	1850.0	478.0	736.0	83.0	2.0	2.0	2.0	7.0	4.0	1.0	2.0	0.0	0.0	0.0
LK-9112255	1318.0	23.0	1341.0	1656.0	542.0	715.0	35.0	5.0	3.0	3.0	4.0	4.0	2.0	2.0	1.0	1.0	1.0
LK-1106105	1318.0	34.0	1352.0	1808.0	539.0	694.0	64.0	2.0	2.0	2.0	9.0	4.0	1.0	2.0	0.0	0.0	0.0
LK-3136450	1318.0	19.0	1338.0	1781.0	498.0	739.0	65.0	3.0	2.0	2.0	4.0	2.0	2.0	1.0	1.0	0.0	0.0
LK-2312030	1317.0	39.0	1356.0	1723.0	699.0	562.0	15.0	9.0	9.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	1.0
LK-9139080	1317.0	21.0	1338.0	1568.0	546.0	717.0	26.0	6.0	4.0	5.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0
LK-1321040	1316.0	30.0	1346.0	1771.0	530.0	698.0	66.0	2.0	2.0	3.0	8.0	3.0	2.0	2.0	1.0	0.0	1.0
LK-9124065	1316.0	26.0	1342.0	1600.0	578.0	678.0	32.0	4.0	5.0	5.0	5.0	3.0	2.0	2.0	1.0	1.0	1.0
LK-5106010	1316.0	29.0	1345.0	2149.0	631.0	612.0	2.0	17.0	19.0	11.0	3.0	5.0	4.0	8.0	2.0	1.0	1.0
LK-9221055	1316.0	21.0	1337.0	1729.0	565.0	690.0	39.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	1.0	0.0
LK-2306520	1315.0	39.0	1353.0	1535.0	486.0	765.0	41.0	4.0	4.0	4.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0
LK-1218210	1313.0	30.0	1343.0	1744.0	603.0	650.0	42.0	2.0	1.0	1.0	4.0	6.0	1.0	1.0	0.0	1.0	0.0
LK-4309080	1313.0	35.0	1349.0	3149.0	1000.0	248.0	15.0	9.0	12.0	5.0	2.0	11.0	2.0	6.0	2.0	1.0	1.0
LK-1233255	1312.0	30.0	1341.0	1775.0	458.0	770.0	65.0	2.0	2.0	2.0	7.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-2148025	1312.0	38.0	1350.0	1717.0	562.0	704.0	19.0	3.0	4.0	4.0	6.0	2.0	2.0	4.0	1.0	1.0	1.0
LK-7139115	1312.0	25.0	1337.0	1841.0	588.0	647.0	50.0	4.0	4.0	4.0	4.0	1.0	3.0	4.0	1.0	1.0	1.0
LK-5112150	1311.0	28.0	1339.0	2012.0	787.0	477.0	3.0	9.0	11.0	4.0	2.0	7.0	2.0	6.0	1.0	1.0	1.0
LK-2312205	1310.0	39.0	1349.0	1715.0	696.0	559.0	15.0	9.0	9.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	1.0
LK-3136035	1310.0	19.0	1329.0	1770.0	494.0	734.0	65.0	3.0	2.0	2.0	4.0	2.0	2.0	1.0	1.0	0.0	0.0
LK-8124070	1310.0	48.0	1359.0	1751.0	619.0	615.0	47.0	5.0	5.0	4.0	5.0	1.0	3.0	3.0	2.0	1.0	1.0
LK-3106010	1309.0	22.0	1331.0	1828.0	534.0	700.0	59.0	3.0	2.0	2.0	4.0	2.0	1.0	1.0	0.0	0.0	0.0
LK-1306050	1308.0	26.0	1335.0	1661.0	507.0	720.0	58.0	3.0	2.0	3.0	7.0	3.0	2.0	1.0	1.0	1.0	1.0
LK-1336215	1308.0	26.0	1334.0	1767.0	570.0	648.0	65.0	4.0	4.0	4.0	5.0	2.0	2.0	2.0	2.0	1.0	1.0
LK-3139110	1308.0	29.0	1338.0	1841.0	583.0	640.0	64.0	2.0	2.0	2.0	7.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-2303065	1306.0	35.0	1340.0	1728.0	611.0	643.0	24.0	6.0	5.0	4.0	4.0	2.0	2.0	2.0	2.0	1.0	0.0
LK-5315125	1306.0	37.0	1342.0	2312.0	837.0	412.0	17.0	7.0	6.0	4.0	2.0	9.0	2.0	6.0	2.0	1.0	1.0
LK-1224195	1305.0	28.0	1333.0	1744.0	410.0	805.0	69.0	2.0	1.0	2.0	10.0	3.0	1.0	1.0	1.0	0.0	0.0
LK-1233460	1305.0	30.0	1334.0	1766.0	455.0	766.0	65.0	2.0	2.0	2.0	7.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-3139160	1304.0	29.0	1333.0	1835.0	581.0	638.0	64.0	2.0	2.0	2.0	7.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-7139120	1302.0	25.0	1327.0	1827.0	583.0	642.0	50.0	4.0	4.0	4.0	4.0	1.0	3.0	4.0	1.0	1.0	0.0
LK-2130195	1302.0	32.0	1334.0	1771.0	711.0	520.0	33.0	2.0	2.0	2.0	18.0	5.0	1.0	6.0	1.0	1.0	0.0
LK-9221185	1301.0	21.0	1321.0	1709.0	558.0	682.0	38.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	1.0	0.0
LK-1310130	1299.0	27.0	1326.0	1631.0	521.0	707.0	50.0	3.0	2.0	3.0	6.0	2.0	1.0	1.0	1.0	0.0	1.0
LK-1218225	1298.0	30.0	1328.0	1725.0	597.0	643.0	42.0	2.0	1.0	1.0	4.0	5.0	1.0	1.0	0.0	1.0	0.0
LK-1224415	1297.0	28.0	1325.0	1733.0	407.0	800.0	69.0	2.0	1.0	2.0	10.0	3.0	1.0	1.0	1.0	0.0	0.0
LK-9139065	1297.0	21.0	1317.0	1544.0	537.0	706.0	26.0	6.0	4.0	5.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0
LK-2303310	1296.0	34.0	1330.0	1715.0	607.0	638.0	24.0	6.0	5.0	4.0	4.0	2.0	2.0	2.0	2.0	1.0	0.0
LK-5327100	1296.0	22.0	1319.0	2092.0	596.0	656.0	4.0	9.0	10.0	5.0	1.0	1.0	3.0	9.0	1.0	1.0	1.0
LK-1133025	1295.0	33.0	1328.0	1723.0	539.0	676.0	60.0	2.0	1.0	2.0	7.0	5.0	1.0	1.0	0.0	1.0	0.0
LK-1221080	1295.0	29.0	1324.0	1731.0	494.0	734.0	51.0	1.0	1.0	2.0	4.0	4.0	1.0	1.0	0.0	0.0	0.0
LK-9151070	1295.0	28.0	1324.0	1699.0	499.0	666.0	101.0	6.0	6.0	5.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0
LK-1115185	1295.0	30.0	1325.0	1747.0	535.0	675.0	59.0	3.0	2.0	2.0	7.0	6.0	2.0	2.0	1.0	1.0	1.0
LK-8130020	1295.0	36.0	1332.0	1686.0	614.0	602.0	50.0	5.0	4.0	3.0	4.0	1.0	2.0	9.0	1.0	0.0	1.0
LK-2109115	1293.0	40.0	1333.0	1781.0	617.0	608.0	41.0	4.0	3.0	2.0	6.0	2.0	1.0	5.0	2.0	1.0	1.0
LK-1106085	1293.0	34.0	1327.0	1773.0	529.0	681.0	62.0	2.0	2.0	2.0	9.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-1203085	1293.0	26.0	1319.0	1836.0	619.0	627.0	30.0	2.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-5248035	1292.0	21.0	1313.0	1720.0	536.0	722.0	7.0	7.0	5.0	4.0	1.0	2.0	3.0	4.0	1.0	1.0	0.0
LK-1303295	1292.0	38.0	1329.0	1716.0	467.0	731.0	68.0	2.0	2.0	2.0	11.0	5.0	1.0	3.0	0.0	0.0	0.0
LK-6248095	1292.0	24.0	1317.0	1901.0	555.0	685.0	36.0	2.0	2.0	2.0	4.0	2.0	1.0	1.0	1.0	0.0	0.0
LK-2312270	1290.0	38.0	1328.0	1688.0	685.0	551.0	15.0	9.0	8.0	5.0	5.0	4.0	3.0	3.0	2.0	1.0	1.0
LK-8127100	1290.0	31.0	1321.0	1620.0	620.0	603.0	46.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0
LK-6242070	1289.0	23.0	1312.0	1878.0	522.0	716.0	35.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	1.0	0.0	0.0
LK-1215130	1288.0	26.0	1314.0	1688.0	483.0	722.0	62.0	2.0	2.0	2.0	8.0	2.0	2.0	2.0	0.0	1.0	0.0
LK-1136270	1287.0	43.0	1330.0	1750.0	450.0	736.0	75.0	2.0	1.0	2.0	14.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-9106150	1287.0	27.0	1314.0	1681.0	526.0	688.0	33.0	4.0	3.0	3.0	3.0	21.0	1.0	3.0	1.0	1.0	1.0
LK-8227010	1284.0	25.0	1309.0	1656.0	531.0	638.0	89.0	5.0	5.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0
LK-3206085	1284.0	34.0	1318.0	1735.0	499.0	681.0	72.0	6.0	5.0	4.0	5.0	2.0	3.0	3.0	2.0	1.0	1.0
LK-2115045	1284.0	33.0	1317.0	1554.0	428.0	812.0	23.0	3.0	3.0	3.0	4.0	1.0	1.0	3.0	1.0	0.0	0.0
LK-9221050	1282.0	20.0	1303.0	1685.0	550.0	672.0	38.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	1.0	0.0
LK-1218170	1281.0	30.0	1311.0	1702.0	589.0	635.0	41.0	2.0	1.0	1.0	4.0	5.0	1.0	1.0	0.0	1.0	0.0
LK-3206105	1280.0	34.0	1314.0	1730.0	497.0	679.0	72.0	6.0	5.0	4.0	5.0	2.0	3.0	3.0	2.0	1.0	1.0
LK-7206160	1279.0	20.0	1299.0	1668.0	564.0	648.0	47.0	4.0	4.0	3.0	3.0	1.0	2.0	2.0	1.0	0.0	0.0
LK-1133020	1278.0	32.0	1310.0	1699.0	532.0	667.0	59.0	2.0	1.0	2.0	7.0	5.0	1.0	1.0	0.0	1.0	0.0
LK-1306075	1278.0	26.0	1304.0	1623.0	495.0	704.0	57.0	3.0	2.0	3.0	7.0	3.0	2.0	1.0	1.0	1.0	1.0
LK-3139025	1278.0	28.0	1306.0	1799.0	569.0	625.0	63.0	2.0	2.0	2.0	6.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-1318020	1277.0	26.0	1303.0	1621.0	495.0	703.0	57.0	3.0	2.0	3.0	7.0	3.0	2.0	1.0	1.0	1.0	1.0
LK-9112070	1277.0	23.0	1300.0	1606.0	525.0	693.0	34.0	4.0	3.0	3.0	4.0	4.0	2.0	2.0	1.0	1.0	1.0
LK-1310125	1277.0	26.0	1303.0	1603.0	512.0	695.0	49.0	3.0	2.0	3.0	6.0	2.0	1.0	1.0	1.0	0.0	1.0
LK-2309365	1276.0	35.0	1311.0	1656.0	611.0	602.0	34.0	5.0	5.0	4.0	4.0	4.0	2.0	2.0	2.0	1.0	1.0
LK-3139070	1276.0	28.0	1305.0	1796.0	569.0	624.0	63.0	2.0	2.0	2.0	6.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-4309185	1276.0	34.0	1310.0	3059.0	971.0	241.0	15.0	9.0	11.0	5.0	2.0	10.0	1.0	6.0	2.0	1.0	1.0
LK-8121095	1276.0	36.0	1312.0	1748.0	546.0	658.0	46.0	3.0	4.0	4.0	5.0	3.0	2.0	4.0	1.0	1.0	0.0
LK-2312095	1275.0	38.0	1313.0	1669.0	677.0	544.0	15.0	9.0	8.0	5.0	5.0	4.0	3.0	2.0	2.0	1.0	1.0
LK-3303065	1275.0	26.0	1301.0	1779.0	480.0	605.0	168.0	3.0	4.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0
LK-1303310	1274.0	37.0	1311.0	1693.0	461.0	721.0	67.0	2.0	1.0	2.0	11.0	4.0	1.0	3.0	0.0	0.0	0.0
LK-1236150	1274.0	35.0	1309.0	1725.0	495.0	689.0	65.0	2.0	1.0	2.0	11.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-5212195	1272.0	21.0	1293.0	1653.0	541.0	659.0	45.0	7.0	7.0	5.0	3.0	1.0	2.0	1.0	1.0	0.0	1.0
LK-5315080	1272.0	36.0	1308.0	2253.0	816.0	402.0	17.0	7.0	6.0	4.0	2.0	9.0	2.0	6.0	1.0	1.0	1.0
LK-2312275	1271.0	38.0	1309.0	1663.0	675.0	543.0	15.0	9.0	8.0	5.0	5.0	4.0	3.0	2.0	2.0	1.0	1.0
LK-1112240	1271.0	36.0	1307.0	1761.0	466.0	707.0	74.0	2.0	2.0	2.0	10.0	4.0	1.0	1.0	0.0	1.0	1.0
LK-2312105	1270.0	38.0	1308.0	1662.0	674.0	542.0	15.0	9.0	8.0	5.0	5.0	4.0	3.0	2.0	2.0	1.0	1.0
LK-1224325	1269.0	27.0	1296.0	1695.0	398.0	782.0	67.0	2.0	1.0	2.0	9.0	3.0	1.0	1.0	1.0	0.0	0.0
LK-8233040	1268.0	25.0	1293.0	1635.0	524.0	631.0	88.0	5.0	5.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0
LK-3242150	1267.0	44.0	1311.0	1777.0	459.0	707.0	80.0	2.0	2.0	2.0	7.0	4.0	1.0	2.0	0.0	0.0	0.0
LK-9221155	1267.0	20.0	1287.0	1665.0	544.0	664.0	37.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	1.0	0.0
LK-5112025	1266.0	27.0	1293.0	1943.0	760.0	461.0	2.0	9.0	11.0	4.0	2.0	6.0	2.0	6.0	1.0	0.0	1.0
LK-1224330	1265.0	27.0	1292.0	1690.0	397.0	780.0	67.0	2.0	1.0	2.0	9.0	3.0	1.0	1.0	1.0	0.0	0.0
LK-8103075	1265.0	33.0	1298.0	1654.0	693.0	495.0	44.0	7.0	10.0	5.0	3.0	1.0	2.0	1.0	2.0	1.0	1.0
LK-7206225	1264.0	20.0	1284.0	1649.0	558.0	641.0	47.0	4.0	4.0	3.0	3.0	1.0	2.0	2.0	1.0	0.0	0.0
LK-1224210	1263.0	27.0	1290.0	1687.0	396.0	779.0	67.0	2.0	1.0	2.0	9.0	3.0	1.0	1.0	1.0	0.0	0.0
LK-1221285	1263.0	29.0	1291.0	1688.0	482.0	715.0	50.0	1.0	1.0	2.0	4.0	4.0	1.0	1.0	0.0	0.0	0.0
LK-3242170	1263.0	44.0	1307.0	1772.0	458.0	705.0	80.0	2.0	2.0	2.0	7.0	4.0	1.0	2.0	0.0	0.0	0.0
LK-2303480	1263.0	34.0	1297.0	1672.0	591.0	622.0	23.0	6.0	5.0	4.0	4.0	2.0	2.0	2.0	1.0	1.0	0.0
LK-1103170	1262.0	33.0	1296.0	1845.0	759.0	454.0	25.0	2.0	2.0	1.0	3.0	5.0	1.0	8.0	1.0	0.0	0.0
LK-6157100	1262.0	28.0	1291.0	1712.0	579.0	612.0	44.0	3.0	3.0	3.0	9.0	3.0	1.0	4.0	1.0	0.0	1.0
LK-2130015	1262.0	36.0	1298.0	1743.0	613.0	586.0	35.0	2.0	2.0	2.0	13.0	4.0	1.0	3.0	1.0	0.0	0.0
LK-2145130	1262.0	32.0	1295.0	1692.0	607.0	610.0	20.0	5.0	4.0	4.0	3.0	1.0	2.0	5.0	1.0	1.0	0.0
LK-6242075	1260.0	23.0	1283.0	1836.0	511.0	700.0	34.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	1.0	0.0	0.0
LK-3221190	1259.0	24.0	1283.0	1803.0	442.0	712.0	85.0	3.0	2.0	3.0	5.0	2.0	2.0	3.0	1.0	0.0	1.0
LK-7154035	1259.0	27.0	1287.0	1653.0	540.0	666.0	32.0	4.0	4.0	3.0	2.0	1.0	2.0	3.0	1.0	1.0	0.0
LK-1324365	1257.0	21.0	1278.0	1634.0	552.0	642.0	45.0	3.0	2.0	3.0	3.0	2.0	1.0	3.0	1.0	0.0	0.0
LK-1136095	1255.0	42.0	1297.0	1707.0	438.0	718.0	73.0	1.0	1.0	2.0	13.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-6169145	1255.0	21.0	1276.0	1676.0	588.0	612.0	36.0	3.0	2.0	2.0	4.0	1.0	1.0	3.0	1.0	0.0	1.0
LK-6239015	1254.0	23.0	1276.0	1827.0	508.0	696.0	34.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	1.0	0.0	0.0
LK-2303400	1254.0	33.0	1288.0	1660.0	587.0	617.0	23.0	6.0	5.0	4.0	4.0	2.0	2.0	2.0	1.0	1.0	0.0
LK-1239085	1253.0	27.0	1280.0	1660.0	492.0	689.0	53.0	2.0	1.0	2.0	7.0	2.0	1.0	2.0	0.0	1.0	0.0
LK-5110065	1251.0	28.0	1278.0	2043.0	600.0	582.0	2.0	17.0	18.0	10.0	3.0	5.0	3.0	8.0	2.0	1.0	1.0
LK-1224490	1250.0	27.0	1277.0	1670.0	392.0	771.0	66.0	2.0	1.0	2.0	9.0	3.0	1.0	1.0	1.0	0.0	0.0
LK-1221010	1250.0	28.0	1278.0	1671.0	477.0	708.0	50.0	1.0	1.0	2.0	4.0	4.0	1.0	1.0	0.0	0.0	0.0
LK-5106035	1250.0	28.0	1278.0	2042.0	600.0	582.0	2.0	17.0	18.0	10.0	3.0	5.0	3.0	8.0	2.0	1.0	1.0
LK-6218140	1249.0	27.0	1276.0	1789.0	544.0	651.0	37.0	4.0	2.0	3.0	2.0	2.0	1.0	2.0	1.0	0.0	1.0
LK-1136025	1247.0	41.0	1289.0	1696.0	436.0	713.0	73.0	1.0	1.0	2.0	13.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-3239085	1247.0	23.0	1270.0	1786.0	437.0	705.0	84.0	3.0	2.0	3.0	5.0	2.0	2.0	3.0	1.0	0.0	1.0
LK-2115025	1247.0	32.0	1279.0	1510.0	416.0	789.0	22.0	3.0	3.0	3.0	4.0	1.0	1.0	3.0	1.0	0.0	0.0
LK-1112130	1246.0	35.0	1282.0	1727.0	457.0	694.0	72.0	2.0	2.0	2.0	10.0	4.0	1.0	1.0	0.0	1.0	1.0
LK-9148020	1246.0	27.0	1273.0	1634.0	480.0	640.0	97.0	6.0	5.0	5.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0
LK-9136070	1246.0	20.0	1265.0	1483.0	516.0	678.0	25.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0
LK-2312025	1245.0	37.0	1282.0	1629.0	661.0	531.0	14.0	9.0	8.0	5.0	4.0	4.0	2.0	2.0	2.0	1.0	1.0
LK-1106230	1245.0	32.0	1277.0	1707.0	509.0	655.0	60.0	2.0	2.0	2.0	8.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-3245155	1245.0	24.0	1269.0	1718.0	474.0	638.0	114.0	2.0	3.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	0.0
LK-1203080	1244.0	25.0	1269.0	1766.0	595.0	603.0	29.0	2.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-1236010	1244.0	34.0	1278.0	1684.0	483.0	673.0	64.0	2.0	1.0	2.0	11.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-7115185	1244.0	26.0	1270.0	1747.0	510.0	638.0	76.0	3.0	3.0	3.0	4.0	2.0	2.0	2.0	1.0	0.0	0.0
LK-1324130	1243.0	21.0	1264.0	1615.0	546.0	634.0	45.0	3.0	2.0	3.0	3.0	1.0	1.0	3.0	1.0	0.0	0.0
LK-2312065	1242.0	37.0	1279.0	1625.0	659.0	530.0	14.0	8.0	8.0	5.0	4.0	4.0	2.0	2.0	2.0	1.0	1.0
LK-1227500	1242.0	31.0	1273.0	1619.0	346.0	817.0	58.0	2.0	2.0	2.0	7.0	2.0	1.0	3.0	1.0	1.0	0.0
LK-1309075	1242.0	25.0	1268.0	1559.0	498.0	676.0	48.0	3.0	2.0	3.0	6.0	2.0	1.0	1.0	1.0	0.0	1.0
LK-8130220	1241.0	35.0	1276.0	1616.0	588.0	577.0	48.0	4.0	4.0	3.0	4.0	1.0	2.0	8.0	1.0	0.0	0.0
LK-9203300	1241.0	24.0	1266.0	1642.0	473.0	693.0	53.0	3.0	3.0	4.0	6.0	2.0	2.0	2.0	1.0	0.0	1.0
LK-1203060	1240.0	25.0	1265.0	1761.0	594.0	601.0	29.0	2.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-2112175	1240.0	32.0	1272.0	1502.0	414.0	785.0	22.0	3.0	3.0	3.0	4.0	1.0	1.0	3.0	1.0	0.0	0.0
LK-9221070	1239.0	20.0	1259.0	1628.0	532.0	649.0	36.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	1.0	1.0	0.0
LK-3103030	1238.0	22.0	1259.0	1641.0	462.0	689.0	68.0	3.0	3.0	3.0	4.0	2.0	2.0	2.0	1.0	0.0	1.0
LK-1136200	1237.0	41.0	1278.0	1682.0	432.0	707.0	72.0	1.0	1.0	2.0	13.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-3145215	1237.0	25.0	1261.0	1601.0	457.0	701.0	60.0	3.0	2.0	2.0	3.0	3.0	1.0	2.0	1.0	0.0	0.0
LK-1236095	1236.0	34.0	1270.0	1673.0	480.0	669.0	64.0	2.0	1.0	2.0	11.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-9227030	1236.0	28.0	1264.0	1668.0	550.0	631.0	25.0	5.0	5.0	5.0	5.0	3.0	2.0	2.0	2.0	0.0	1.0
LK-9112125	1235.0	22.0	1257.0	1552.0	508.0	670.0	33.0	4.0	3.0	3.0	4.0	4.0	2.0	2.0	1.0	1.0	1.0
LK-3133170	1235.0	25.0	1259.0	1636.0	457.0	689.0	73.0	2.0	2.0	2.0	4.0	2.0	1.0	2.0	1.0	0.0	0.0
LK-2218230	1234.0	37.0	1270.0	1779.0	560.0	603.0	39.0	5.0	5.0	3.0	7.0	3.0	2.0	5.0	2.0	1.0	1.0
LK-9151075	1233.0	27.0	1260.0	1617.0	475.0	633.0	96.0	6.0	5.0	5.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0
LK-9230050	1233.0	24.0	1257.0	1635.0	572.0	594.0	36.0	6.0	6.0	5.0	4.0	2.0	2.0	2.0	1.0	1.0	1.0
LK-5112140	1232.0	27.0	1258.0	1890.0	740.0	448.0	2.0	8.0	10.0	4.0	2.0	6.0	2.0	6.0	1.0	0.0	1.0
LK-1203130	1231.0	25.0	1256.0	1748.0	589.0	597.0	28.0	2.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	0.0	0.0
LK-1327170	1230.0	29.0	1259.0	1662.0	507.0	636.0	63.0	4.0	3.0	3.0	6.0	1.0	2.0	1.0	1.0	1.0	1.0
LK-9221020	1230.0	20.0	1249.0	1616.0	528.0	645.0	36.0	4.0	3.0	3.0	3.0	3.0	1.0	2.0	1.0	1.0	0.0
LK-8121030	1230.0	35.0	1265.0	1685.0	526.0	634.0	44.0	3.0	3.0	4.0	5.0	3.0	1.0	4.0	1.0	1.0	0.0
LK-1224120	1229.0	26.0	1255.0	1642.0	386.0	758.0	65.0	2.0	1.0	2.0	9.0	3.0	1.0	1.0	1.0	0.0	0.0
LK-5121050	1228.0	27.0	1255.0	1885.0	738.0	447.0	2.0	8.0	10.0	4.0	2.0	6.0	2.0	6.0	1.0	0.0	1.0
LK-1136070	1227.0	41.0	1268.0	1668.0	429.0	702.0	72.0	1.0	1.0	2.0	13.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-2309575	1227.0	34.0	1261.0	1592.0	588.0	579.0	32.0	5.0	5.0	4.0	4.0	4.0	2.0	2.0	2.0	1.0	1.0
LK-2218200	1227.0	37.0	1264.0	1770.0	558.0	600.0	38.0	5.0	5.0	3.0	7.0	3.0	2.0	5.0	2.0	1.0	1.0
LK-5327105	1226.0	21.0	1247.0	1979.0	563.0	620.0	4.0	8.0	9.0	5.0	1.0	1.0	3.0	9.0	1.0	1.0	1.0
LK-1106090	1225.0	32.0	1257.0	1680.0	501.0	645.0	59.0	2.0	2.0	2.0	8.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-1218180	1225.0	28.0	1254.0	1628.0	563.0	607.0	39.0	2.0	1.0	1.0	3.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-1303260	1224.0	36.0	1260.0	1626.0	443.0	692.0	65.0	2.0	1.0	2.0	11.0	4.0	1.0	3.0	0.0	0.0	0.0
LK-1106180	1223.0	32.0	1255.0	1678.0	500.0	644.0	59.0	2.0	2.0	2.0	8.0	3.0	1.0	2.0	0.0	0.0	0.0
LK-1218130	1222.0	28.0	1251.0	1624.0	562.0	606.0	39.0	2.0	1.0	1.0	3.0	5.0	1.0	1.0	0.0	0.0	0.0
LK-1115030	1222.0	28.0	1250.0	1648.0	504.0	636.0	56.0	3.0	2.0	2.0	6.0	6.0	2.0	2.0	1.0	1.0	1.0
